rownames,date,variable,value,value01
166,1981-04-01,pce,1904.4,0.11959339784891036
167,1981-05-01,pce,1913.8,0.1203977034508133
168,1981-06-01,pce,1934.5,0.12216888706351449
169,1981-07-01,pce,1942.1,0.12281917669909559
170,1981-08-01,pce,1966.6,0.12491550512958732
171,1981-09-01,pce,1965.5,0.12482138426127955
172,1981-10-01,pce,1963.9,0.12468448118010458
173,1981-11-01,pce,1970.6,0.12525776283252477
174,1981-12-01,pce,1988.8,0.12681503538089006
175,1982-01-01,pce,1997.1,0.1275252201144852
176,1982-02-01,pce,2021.2,0.1295873227746832
177,1982-03-01,pce,2024.1,0.12983545960931284
178,1982-04-01,pce,2026.3,0.13002370134592842
179,1982-05-01,pce,2044.5,0.1315809738942937
180,1982-06-01,pce,2048.1,0.1318890058269374
181,1982-07-01,pce,2072.2,0.13395110848713537
182,1982-08-01,pce,2080.1,0.13462706745043682
183,1982-09-01,pce,2104.6,0.13672339588092855
184,1982-10-01,pce,2125.8,0.13853736170649694
185,1982-11-01,pce,2149.3,0.14054812571125433
186,1982-12-01,pce,2161.6,0.14160056814778688
187,1983-01-01,pce,2174,0.14266156702689292
188,1983-02-01,pce,2177,0.142918260304096
189,1983-03-01,pce,2202.8,0.1451258224880424
190,1983-04-01,pce,2226.4,0.1471451429353732
191,1983-05-01,pce,2245.9,0.14881364923719317
192,1983-06-01,pce,2276,0.1513891384517973
193,1983-07-01,pce,2304.4,0.15381916814265303
194,1983-08-01,pce,2320.4,0.15518819895440275
195,1983-09-01,pce,2334.9,0.1564288831275509
196,1983-10-01,pce,2357.6,0.1583711955917208
197,1983-11-01,pce,2366.3,0.1591156060956097
198,1983-12-01,pce,2393.6,0.16145151491815762
199,1984-01-01,pce,2419.4,0.16365907710210406
200,1984-02-01,pce,2403.5,0.1622986027329278
201,1984-03-01,pce,2431.6,0.1647029630960632
202,1984-04-01,pce,2457.5,0.16691908172258305
203,1984-05-01,pce,2474.5,0.1683736769600671
204,1984-06-01,pce,2495.6,0.17017908634306203
205,1984-07-01,pce,2494.6,0.17009352191732766
206,1984-08-01,pce,2512.2,0.17159945581025232
207,1984-09-01,pce,2533.8,0.17344764740611446
208,1984-10-01,pce,2531.3,0.17323373634177858
209,1984-11-01,pce,2571.4,0.17666486981372628
210,1984-12-01,pce,2582.6,0.17762319138195107
211,1985-01-01,pce,2618.8,0.1807206235935348
212,1985-02-01,pce,2640.8,0.18260304095969065
213,1985-03-01,pce,2648.5,0.18326188703784518
214,1985-04-01,pce,2659.5,0.1842030957209231
215,1985-05-01,pce,2696.4,0.1873604230305209
216,1985-06-01,pce,2689.4,0.18676147205038038
217,1985-07-01,pce,2715.7,0.18901181644719395
218,1985-08-01,pce,2752.1,0.19212636154392454
219,1985-09-01,pce,2794.7,0.19577140608020813
220,1985-10-01,pce,2755.8,0.19244294991914168
221,1985-11-01,pce,2771.1,0.1937520856328773
222,1985-12-01,pce,2811.3,0.19719177554739847
223,1986-01-01,pce,2827.1,0.19854369347400128
224,1986-02-01,pce,2820.2,0.1979532989364342
225,1986-03-01,pce,2823.6,0.19824421798393102
226,1986-04-01,pce,2835.2,0.19923676532244955
227,1986-05-01,pce,2857.5,0.20114485201632573
228,1986-06-01,pce,2861.7,0.20150422260441
229,1986-07-01,pce,2881.2,0.20317272890622998
230,1986-08-01,pce,2898.6,0.20466154991400778
231,1986-09-01,pce,2971.8,0.2109248658777627
232,1986-10-01,pce,2932.9,0.20759640971669624
233,1986-11-01,pce,2928.4,0.20721136980089164
234,1986-12-01,pce,2997.1,0.2130896458488419
235,1987-01-01,pce,2935.5,0.20781887722360556
236,1987-02-01,pce,3001.7,0.21348324220721995
237,1987-03-01,pce,3013.3,0.2144757895457385
238,1987-04-01,pce,3038.8,0.21665768240196462
239,1987-05-01,pce,3048.4,0.21747910088901443
240,1987-06-01,pce,3072.8,0.21956687287693274
241,1987-07-01,pce,3094.7,0.22144073380051513
242,1987-08-01,pce,3130.8,0.22452960956952545
243,1987-09-01,pce,3126.5,0.22416168253886767
244,1987-10-01,pce,3134.5,0.22484619794474253
245,1987-11-01,pce,3144.2,0.22567617287436578
246,1987-12-01,pce,3174.1,0.22823454920382305
247,1988-01-01,pce,3213.7,0.23162290046290357
248,1988-02-01,pce,3221.4,0.23228174654105815
249,1988-03-01,pce,3260.5,0.23562731558727149
250,1988-04-01,pce,3263,0.23584122665160737
251,1988-05-01,pce,3293.6,0.23845949807907868
252,1988-06-01,pce,3318.5,0.24059005227986416
253,1988-07-01,pce,3342.7,0.2426607113826356
254,1988-08-01,pce,3368,0.2448254913537148
255,1988-09-01,pce,3375,0.24542444233385532
256,1988-10-01,pce,3413.7,0.2487357856097749
257,1988-11-01,pce,3430.2,0.2501475986343918
258,1988-12-01,pce,3459.7,0.25267174919355534
259,1989-01-01,pce,3483.7,0.2547252954111799
260,1989-02-01,pce,3488,0.25509322244183763
261,1989-03-01,pce,3498.8,0.2560173182397687
262,1989-04-01,pce,3543,0.25979926585722724
263,1989-05-01,pce,3551.8,0.2605522328036896
264,1989-06-01,pce,3566.6,0.26181858630455807
265,1989-07-01,pce,3585.7,0.26345286683608427
266,1989-08-01,pce,3620.6,0.2664390652942133
267,1989-09-01,pce,3621.9,0.26655029904766797
268,1989-10-01,pce,3633.6,0.26755140282875994
269,1989-11-01,pce,3643.3,0.2683813777583832
270,1989-12-01,pce,3684.2,0.2718809627709184
271,1990-01-01,pce,3730.7,0.275859708567566
272,1990-02-01,pce,3728.2,0.2756457975032301
273,1990-03-01,pce,3754.9,0.27793036767033746
274,1990-04-01,pce,3770,0.2792223904989262
275,1990-05-01,pce,3775.8,0.2797186641681855
276,1990-06-01,pce,3804.5,0.28217436318676153
277,1990-07-01,pce,3821.7,0.28364607130939246
278,1990-08-01,pce,3848.3,0.28592208503392635
279,1990-09-01,pce,3870.1,0.2877873895149353
280,1990-10-01,pce,3870.6,0.2878301717278025
281,1990-11-01,pce,3871.9,0.2879414054812572
282,1990-12-01,pce,3861.3,0.287034422568473
283,1991-01-01,pce,3841,0.28529746472606554
284,1991-02-01,pce,3866.7,0.2874964704674385
285,1991-03-01,pce,3913,0.29145810337893924
286,1991-04-01,pce,3907.1,0.2909532732671065
287,1991-05-01,pce,3933.2,0.2931865047787732
288,1991-06-01,pce,3940.5,0.29381112508663404
289,1991-07-01,pce,3966,0.29599301794286015
290,1991-08-01,pce,3969.1,0.29625826766263663
291,1991-09-01,pce,3984.7,0.2975930727040926
292,1991-10-01,pce,3976,0.2968486622002037
293,1991-11-01,pce,4003.6,0.29921024035047195
294,1991-12-01,pce,4020.5,0.30065627914538257
295,1992-01-01,pce,4084.7,0.30614951527752826
296,1992-02-01,pce,4099.5,0.3074158687783968
297,1992-03-01,pce,4117,0.308913246228748
298,1992-04-01,pce,4131.5,0.31015393040189615
299,1992-05-01,pce,4158.4,0.31245561345415035
300,1992-06-01,pce,4177.1,0.31405566821538283
301,1992-07-01,pce,4204.8,0.3164258028082245
302,1992-08-01,pce,4220.9,0.3178033900625476
303,1992-09-01,pce,4255.3,0.32074680630780955
304,1992-10-01,pce,4284.7,0.3232624004243996
305,1992-11-01,pce,4300.5,0.32461431835100246
306,1992-12-01,pce,4336.4,0.3276860812348658
307,1993-01-01,pce,4340.7,0.32805400826552356
308,1993-02-01,pce,4355.3,0.3293032488812452
309,1993-03-01,pce,4352.5,0.329063668489189
310,1993-04-01,pce,4393.4,0.33256325350172417
311,1993-05-01,pce,4422.4,0.3350446218480205
312,1993-06-01,pce,4440,0.3365505557409452
313,1993-07-01,pce,4468.9,0.33902336764466806
314,1993-08-01,pce,4481.1,0.3400672536386273
315,1993-09-01,pce,4511.5,0.34266841218095173
316,1993-10-01,pce,4532.8,0.3444909344490935
317,1993-11-01,pce,4554.1,0.34631345671723535
318,1993-12-01,pce,4571.1,0.3477680519547194
319,1994-01-01,pce,4585.1,0.3489659539150004
320,1994-02-01,pce,4632.6,0.3530302641373823
321,1994-03-01,pce,4646,0.3541768274422227
322,1994-04-01,pce,4671.1,0.35632449452815507
323,1994-05-01,pce,4669.5,0.3561875914469801
324,1994-06-01,pce,4708.9,0.3595588298209137
325,1994-07-01,pce,4720.6,0.3605599336020057
326,1994-08-01,pce,4762.6,0.3641536394828487
327,1994-09-01,pce,4775,0.36521463836195467
328,1994-10-01,pce,4812.9,0.36845753009728677
329,1994-11-01,pce,4825.6,0.36954419830411317
330,1994-12-01,pce,4841.6,0.3709132291158629
331,1995-01-01,pce,4851.2,0.37173464760291264
332,1995-02-01,pce,4850.8,0.3717004218326189
333,1995-03-01,pce,4885.4,0.37466095096302765
334,1995-04-01,pce,4890.2,0.3750716602065526
335,1995-05-01,pce,4933.1,0.3787423740705565
336,1995-06-01,pce,4977.5,0.3825414345731619
337,1995-07-01,pce,4970.2,0.3819168142653011
338,1995-08-01,pce,5005.3,0.3849201256085771
339,1995-09-01,pce,5020.5,0.38622070487973925
340,1995-10-01,pce,5013.9,0.38565597966989246
341,1995-11-01,pce,5055.6,0.3892240162230152
342,1995-12-01,pce,5097.5,0.3928091656612847
343,1996-01-01,pce,5085.7,0.3917995054376193
344,1996-02-01,pce,5132.8,0.3958295898897075
345,1996-03-01,pce,5173.3,0.39929494913194896
346,1996-04-01,pce,5208,0.40226403470493116
347,1996-05-01,pce,5223.8,0.403615952631534
348,1996-06-01,pce,5229.8,0.40412933918594013
349,1996-07-01,pce,5251.9,0.4060203129946694
350,1996-08-01,pce,5275,0.40799685122913304
351,1996-09-01,pce,5296.6,0.4098450428249952
352,1996-10-01,pce,5328.5,0.41257454800592114
353,1996-11-01,pce,5351.2,0.414516860470091
354,1996-12-01,pce,5378.6,0.41686132573521245
355,1997-01-01,pce,5411.1,0.419642169571579
356,1997-02-01,pce,5434,0.4216015949208958
357,1997-03-01,pce,5454.2,0.42332999632072976
358,1997-04-01,pce,5459.3,0.423766374891975
359,1997-05-01,pce,5460.2,0.4238433828751359
360,1997-06-01,pce,5494.2,0.426752573350104
361,1997-07-01,pce,5548.8,0.4314243909951999
362,1997-08-01,pce,5587,0.4346929520582523
363,1997-09-01,pce,5601.7,0.43595074911654735
364,1997-10-01,pce,5637.7,0.4390310684429842
365,1997-11-01,pce,5661.1,0.4410332760051682
366,1997-12-01,pce,5692.1,0.44368577320293323
367,1998-01-01,pce,5689.9,0.4434975314663176
368,1998-02-01,pce,5723.8,0.44639816549871236
369,1998-03-01,pce,5750.3,0.4486656227806728
370,1998-04-01,pce,5788.1,0.4518999580734315
371,1998-05-01,pce,5837.9,0.4561610664750024
372,1998-06-01,pce,5871.7,0.45905314406482367
373,1998-07-01,pce,5890,0.4606189730557624
374,1998-08-01,pce,5925,0.4636137279564649
375,1998-09-01,pce,5965.6,0.4670876436412798
376,1998-10-01,pce,5998.8,0.46992838257566044
377,1998-11-01,pce,6015.4,0.4713487520428507
378,1998-12-01,pce,6070.5,0.4760633519008138
379,1999-01-01,pce,6072.9,0.4762687065225762
380,1999-02-01,pce,6101.8,0.4787415184262992
381,1999-03-01,pce,6132.9,0.4814025720666376
382,1999-04-01,pce,6196.2,0.4868188002156224
383,1999-05-01,pce,6225.7,0.48934295077478596
384,1999-06-01,pce,6254,0.49176442402306825
385,1999-07-01,pce,6281.5,0.49411744573076305
386,1999-08-01,pce,6326.5,0.49796784488880913
387,1999-09-01,pce,6378.8,0.502442864354716
388,1999-10-01,pce,6402.1,0.5044365154743266
389,1999-11-01,pce,6437.9,0.5074997219156164
390,1999-12-01,pce,6538.7,0.5161246160296395
391,2000-01-01,pce,6535.3,0.5158336969821428
392,2000-02-01,pce,6619.7,0.5230553345141224
393,2000-03-01,pce,6685.8,0.5287111430551635
394,2000-04-01,pce,6671.1,0.5274533459968684
395,2000-05-01,pce,6707.6,0.5305764475361725
396,2000-06-01,pce,6743.9,0.5336824361903295
397,2000-07-01,pce,6764.1,0.5354108375901636
398,2000-08-01,pce,6799.1,0.5384055924908661
399,2000-09-01,pce,6882.9,0.5455758913674051
400,2000-10-01,pce,6888.2,0.5460293828237972
401,2000-11-01,pce,6902.4,0.5472443976692251
402,2000-12-01,pce,6945.7,0.5509493373035228
403,2001-01-01,pce,6977,0.5536275038290082
404,2001-02-01,pce,6995.8,0.555236115032814
405,2001-03-01,pce,6987.9,0.5545601560695126
406,2001-04-01,pce,7001.2,0.5556981629317795
407,2001-05-01,pce,7047.1,0.5596255700729865
408,2001-06-01,pce,7060.7,0.5607892462629738
409,2001-07-01,pce,7072.2,0.5617732371589189
410,2001-08-01,pce,7108.9,0.5649134515833698
411,2001-09-01,pce,7012.8,0.5566907102702982
412,2001-10-01,pce,7208.4,0.5734271119439383
413,2001-11-01,pce,7167.9,0.5699617527016968
414,2001-12-01,pce,7147.7,0.5682333513018628
415,2002-01-01,pce,7174.3,0.5705093650263967
416,2002-02-01,pce,7218.3,0.5742741997587084
417,2002-03-01,pce,7237.2,0.5758913674050877
418,2002-04-01,pce,7305.4,0.5817268612401708
419,2002-05-01,pce,7282.7,0.5797845487760009
420,2002-06-01,pce,7318.2,0.5828220858895706
421,2002-07-01,pce,7380.4,0.5881441931702476
422,2002-08-01,pce,7401.5,0.5899496025532426
423,2002-09-01,pce,7391,0.5890511760830318
424,2002-10-01,pce,7430.7,0.5924480837846857
425,2002-11-01,pce,7459.7,0.5949294521309821
426,2002-12-01,pce,7512.8,0.5994729231374765
427,2003-01-01,pce,7533.1,0.6012098809798839
428,2003-02-01,pce,7535.9,0.6014494613719401
429,2003-03-01,pce,7598.4,0.6067972379803374
430,2003-04-01,pce,7621,0.6087309940019339
431,2003-05-01,pce,7628.1,0.6093385014246478
432,2003-06-01,pce,7678.6,0.6136595049242328
433,2003-07-01,pce,7738.2,0.6187591446980004
434,2003-08-01,pce,7834.5,0.626998998896219
435,2003-09-01,pce,7835,0.6270417811090861
436,2003-10-01,pce,7845.7,0.6279573204644437
437,2003-11-01,pce,7899.6,0.6325692430115256
438,2003-12-01,pce,7929.2,0.6351019500132625
439,2004-01-01,pce,7987.4,0.6400817995910021
440,2004-02-01,pce,8019.8,0.6428540869847953
441,2004-03-01,pce,8076,0.6476628077110661
442,2004-04-01,pce,8088.6,0.6487409194753191
443,2004-05-01,pce,8163.2,0.6551240256351021
444,2004-06-01,pce,8147.2,0.6537549948233523
445,2004-07-01,pce,8218.9,0.6598899641485056
446,2004-08-01,pce,8253.1,0.6628162675086208
447,2004-09-01,pce,8321.1,0.668634648458557
448,2004-10-01,pce,8374.6,0.6732123452353451
449,2004-11-01,pce,8420.6,0.6771483088191255
450,2004-12-01,pce,8481.5,0.6823591823463477
451,2005-01-01,pce,8470.2,0.6813923043355496
452,2005-02-01,pce,8529.2,0.6864406054538766
453,2005-03-01,pce,8569.5,0.6898888518109711
454,2005-04-01,pce,8645.6,0.6964003046093558
455,2005-05-01,pce,8643.9,0.6962548450856073
456,2005-06-01,pce,8724.8,0.7031770071275166
457,2005-07-01,pce,8829.5,0.7121356025019039
458,2005-08-01,pce,8832.4,0.7123837393365334
459,2005-09-01,pce,8885.8,0.71695287967074806
460,2005-10-01,pce,8926.6,0.7204439082407099
461,2005-11-01,pce,8938.5,0.7214621249069487
462,2005-12-01,pce,8969.6,0.7241231785472872
463,2006-01-01,pce,9059.8,0.7318410897485261
464,2006-02-01,pce,9090.1,0.7344336918482772
465,2006-03-01,pce,9122.1,0.7371717534717767
466,2006-04-01,pce,9174.8,0.7416809987079771
467,2006-05-01,pce,9215.1,0.7451292450650718
468,2006-06-01,pce,9240.8,0.7473282508064447
469,2006-07-01,pce,9322.6,0.7543274208315152
470,2006-08-01,pce,9321.8,0.7542589692909276
471,2006-09-01,pce,9354.7,0.7570740388975881
472,2006-10-01,pce,9373.2,0.7586569807736736
473,2006-11-01,pce,9380.2,0.7592559317538141
474,2006-12-01,pce,9469,0.766854052759025
475,2007-01-01,pce,9516.3,0.77090125009626
476,2007-02-01,pce,9546.8,0.7735109650811578
477,2007-03-01,pce,9585.1,0.7767880825867838
478,2007-04-01,pce,9615.7,0.7794063540142552
479,2007-05-01,pce,9651.3,0.7824524475703981
480,2007-06-01,pce,9667.3,0.7838214783821478
481,2007-07-01,pce,9709.6,0.7874408535907111
482,2007-08-01,pce,9753.9,0.79123135765074315
483,2007-09-01,pce,9797.9,0.7949961923830549
484,2007-10-01,pce,9827,0.7974861171719246
485,2007-11-01,pce,9897.8,0.8035440785139171
486,2007-12-01,pce,9908.4,0.8044510614267012
487,2008-01-01,pce,9930,0.8062992530225633
488,2008-02-01,pce,9913.4,0.8048788835553731
489,2008-03-01,pce,9959.4,0.8088148471391534
490,2008-04-01,pce,9996.8,0.8120149566616184
491,2008-05-01,pce,10053.8,0.8168921289284766
492,2008-06-01,pce,10107.9,0.8215211643607054
493,2008-07-01,pce,10104.7,0.8212473581983556
494,2008-08-01,pce,10094.7,0.820391713941012
495,2008-09-01,pce,10043.5,0.8160108153434129
496,2008-10-01,pce,9960.3,0.8088918551223143
497,2008-11-01,pce,9820.8,0.7969556177323716
498,2008-12-01,pce,9730.7,0.7892462629737061
499,2009-01-01,pce,9783.8,0.7937897339802004
500,2009-02-01,pce,9766,0.7922666872021289
501,2009-03-01,pce,9718.5,0.7882023769797469
502,2009-04-01,pce,9724.8,0.7887414328618734
503,2009-05-01,pce,9748.9,0.7908035355220714
504,2009-06-01,pce,9806.9,0.795766272214664
505,2009-07-01,pce,9841.7,0.7987439142302197
506,2009-08-01,pce,9961,0.8089517502203284
507,2009-09-01,pce,9883.4,0.8023119507833423
508,2009-10-01,pce,9931.9,0.8064618254314586
509,2009-11-01,pce,9940.5,0.8071976794927741
510,2009-12-01,pce,9998.9,0.8121946419556605
511,2010-01-01,pce,10001.8,0.8124427787902901
512,2010-02-01,pce,10030.6,0.8149070342514397
513,2010-03-01,pce,10089.1,0.8199125531568996
514,2010-04-01,pce,10112.9,0.8219489864893772
515,2010-05-01,pce,10131,0.8234977025951691
516,2010-06-01,pce,10151.4,0.8252432168801499
517,2010-07-01,pce,10184.7,0.8280925122571041
518,2010-08-01,pce,10228.2,0.8318145647765486
519,2010-09-01,pce,10249,0.8335943048318232
520,2010-10-01,pce,10304.7,0.8383602433452269
521,2010-11-01,pce,10354.7,0.8426384646319447
522,2010-12-01,pce,10392.1,0.8458385741544097
523,2011-01-01,pce,10435.5,0.8495520702312807
524,2011-02-01,pce,10470.1,0.8525125993616894
525,2011-03-01,pce,10550.5,0.8593919791907317
526,2011-04-01,pce,10587.6,0.8625664193854764
527,2011-05-01,pce,10612,0.8646541913733946
528,2011-06-01,pce,10636.8,0.8667761891316066
529,2011-07-01,pce,10677.5,0.870258661258995
530,2011-08-01,pce,10700.6,0.8722351994934586
531,2011-09-01,pce,10738.1,0.8754438654584971
532,2011-10-01,pce,10753.1,0.8767273318445125
533,2011-11-01,pce,10759.5,0.8772749441692123
534,2011-12-01,pce,10772.2,0.8783616123760386
535,2012-01-01,pce,10862.1,0.8860538542495573
536,2012-02-01,pce,10953.5,0.8938744427616775
537,2012-03-01,pce,10951.8,0.8937289832379289
538,2012-04-01,pce,10979.7,0.8961162307159176
539,2012-05-01,pce,10968.6,0.8951664655902662
540,2012-06-01,pce,10946.3,0.89325837889639
541,2012-07-01,pce,10977.2,0.8959023196515817
542,2012-08-01,pce,11004.1,0.8982040027038359
543,2012-09-01,pce,11061.5,0.903115400740988
544,2012-10-01,pce,11099.8,0.9063925182466138
545,2012-11-01,pce,11136.8,0.909558401998785
