"","affairs","gender","age","yearsmarried","children","religiousness","education","occupation","rating"
"269",0,"male",27,10,"yes",4,20,6,4
"271",0,"male",22,4,"no",1,18,5,5
"277",0,"female",37,15,"yes",4,14,3,1
"290",0,"male",22,1.5,"yes",5,16,4,4
"292",0,"female",37,15,"yes",4,17,1,5
"293",0,"female",27,0.75,"no",4,17,5,4
"295",0,"male",32,10,"yes",4,20,6,4
"299",0,"female",47,15,"yes",5,14,7,2
"320",0,"male",37,10,"yes",3,20,6,4
"321",0,"female",22,0.75,"no",2,16,5,5
"324",0,"male",27,4,"no",2,18,4,5
"334",0,"male",32,7,"no",4,20,6,4
"351",0,"male",42,15,"yes",2,17,3,5
"355",0,"male",37,10,"yes",4,20,6,4
"361",0,"female",47,15,"yes",3,17,6,5
"362",0,"female",22,1.5,"no",5,16,5,5
"366",0,"female",27,1.5,"no",2,16,6,4
"370",0,"female",27,4,"no",3,17,5,5
"374",0,"female",32,10,"yes",5,14,4,5
"378",0,"female",22,0.125,"no",2,12,5,5
"381",0,"male",47,15,"yes",4,14,4,3
"382",0,"male",32,15,"yes",1,14,5,5
"383",0,"male",27,7,"yes",4,16,5,5
"384",0,"female",22,1.5,"yes",3,16,5,5
"400",0,"male",27,4,"yes",3,17,6,5
"403",0,"female",22,1.5,"no",3,16,5,5
"409",0,"male",57,15,"yes",2,14,7,2
"412",0,"male",17.5,1.5,"yes",3,18,6,5
"413",0,"male",57,15,"yes",4,20,6,5
"416",0,"female",22,0.75,"no",2,16,3,4
"418",0,"male",42,4,"no",4,17,3,3
"422",0,"female",22,1.5,"yes",4,12,1,5
"435",0,"female",22,0.417,"no",1,17,6,4
"439",0,"female",32,15,"yes",4,17,5,5
"445",0,"female",27,1.5,"no",3,18,5,2
"447",0,"female",22,1.5,"yes",3,14,1,5
"448",0,"female",37,15,"yes",3,14,1,4
"449",0,"female",32,15,"yes",4,14,3,4
"478",0,"male",37,10,"yes",2,14,5,3
"482",0,"male",37,10,"yes",4,16,5,4
"486",0,"male",57,15,"yes",5,20,5,3
"489",0,"male",27,0.417,"no",1,16,3,4
"490",0,"female",42,15,"yes",5,14,1,5
"491",0,"male",57,15,"yes",3,16,6,1
"492",0,"male",37,10,"yes",1,16,6,4
"503",0,"male",37,15,"yes",3,17,5,5
"508",0,"male",37,15,"yes",4,20,6,5
"509",0,"female",27,10,"yes",5,14,1,5
"512",0,"male",37,10,"yes",2,18,6,4
"515",0,"female",22,0.125,"no",4,12,4,5
"517",0,"male",57,15,"yes",5,20,6,5
"532",0,"female",37,15,"yes",4,18,6,4
"533",0,"male",22,4,"yes",4,14,6,4
"535",0,"male",27,7,"yes",4,18,5,4
"537",0,"male",57,15,"yes",4,20,5,4
"538",0,"male",32,15,"yes",3,14,6,3
"543",0,"female",22,1.5,"no",2,14,5,4
"547",0,"female",32,7,"yes",4,17,1,5
"550",0,"female",37,15,"yes",4,17,6,5
"558",0,"female",32,1.5,"no",5,18,5,5
"571",0,"male",42,10,"yes",5,20,7,4
"578",0,"female",27,7,"no",3,16,5,4
"583",0,"male",37,15,"no",4,20,6,5
"586",0,"male",37,15,"yes",4,14,3,2
"594",0,"male",32,10,"no",5,18,6,4
"597",0,"female",22,0.75,"no",4,16,1,5
"602",0,"female",27,7,"yes",4,12,2,4
"603",0,"female",27,7,"yes",2,16,2,5
"604",0,"female",42,15,"yes",5,18,5,4
"612",0,"male",42,15,"yes",4,17,5,3
"613",0,"female",27,7,"yes",2,16,1,2
"621",0,"female",22,1.5,"no",3,16,5,5
"627",0,"male",37,15,"yes",5,20,6,5
"630",0,"female",22,0.125,"no",2,14,4,5
"631",0,"male",27,1.5,"no",4,16,5,5
"632",0,"male",32,1.5,"no",2,18,6,5
"639",0,"male",27,1.5,"no",2,17,6,5
"645",0,"female",27,10,"yes",4,16,1,3
"647",0,"male",42,15,"yes",4,18,6,5
"648",0,"female",27,1.5,"no",2,16,6,5
"651",0,"male",27,4,"no",2,18,6,3
"655",0,"female",32,10,"yes",3,14,5,3
"667",0,"female",32,15,"yes",3,18,5,4
"670",0,"female",22,0.75,"no",2,18,6,5
"671",0,"female",37,15,"yes",2,16,1,4
"673",0,"male",27,4,"yes",4,20,5,5
"701",0,"male",27,4,"no",1,20,5,4
"705",0,"female",27,10,"yes",2,12,1,4
"706",0,"female",32,15,"yes",5,18,6,4
"709",0,"male",27,7,"yes",5,12,5,3
"717",0,"male",52,15,"yes",2,18,5,4
"719",0,"male",27,4,"no",3,20,6,3
"723",0,"male",37,4,"yes",1,18,5,4
"724",0,"male",27,4,"yes",4,14,5,4
"726",0,"female",52,15,"yes",5,12,1,3
"734",0,"female",57,15,"yes",4,16,6,4
"735",0,"male",27,7,"yes",1,16,5,4
"736",0,"male",37,7,"yes",4,20,6,3
"737",0,"male",22,0.75,"no",2,14,4,3
"739",0,"male",32,4,"yes",2,18,5,3
"743",0,"male",37,15,"yes",4,20,6,3
"745",0,"male",22,0.75,"yes",2,14,4,3
"747",0,"male",42,15,"yes",4,20,6,3
"751",0,"female",52,15,"yes",5,17,1,1
"752",0,"female",37,15,"yes",4,14,1,2
"754",0,"male",27,7,"yes",4,14,5,3
"760",0,"male",32,4,"yes",2,16,5,5
"763",0,"female",27,4,"yes",2,18,6,5
"774",0,"female",27,4,"yes",2,18,5,5
"776",0,"male",37,15,"yes",5,18,6,5
"779",0,"female",47,15,"yes",5,12,5,4
"784",0,"female",32,10,"yes",3,17,1,4
"788",0,"female",27,1.5,"yes",4,17,1,2
"794",0,"female",57,15,"yes",2,18,5,2
"795",0,"female",22,1.5,"no",4,14,5,4
"798",0,"male",42,15,"yes",3,14,3,4
"800",0,"male",57,15,"yes",4,9,2,2
"803",0,"male",57,15,"yes",4,20,6,5
"807",0,"female",22,0.125,"no",4,14,4,5
"812",0,"female",32,10,"yes",4,14,1,5
"820",0,"female",42,15,"yes",3,18,5,4
"823",0,"female",27,1.5,"no",2,18,6,5
"830",0,"male",32,0.125,"yes",2,18,5,2
"843",0,"female",27,4,"no",3,16,5,4
"848",0,"female",27,10,"yes",2,16,1,4
"851",0,"female",32,7,"yes",4,16,1,3
"854",0,"female",37,15,"yes",4,14,5,4
"856",0,"female",42,15,"yes",5,17,6,2
"857",0,"male",32,1.5,"yes",4,14,6,5
"859",0,"female",32,4,"yes",3,17,5,3
"863",0,"female",37,7,"no",4,18,5,5
"865",0,"female",22,0.417,"yes",3,14,3,5
"867",0,"female",27,7,"yes",4,14,1,5
"870",0,"male",27,0.75,"no",3,16,5,5
"873",0,"male",27,4,"yes",2,20,5,5
"875",0,"male",32,10,"yes",4,16,4,5
"876",0,"male",32,15,"yes",1,14,5,5
"877",0,"male",22,0.75,"no",3,17,4,5
"880",0,"female",27,7,"yes",4,17,1,4
"903",0,"male",27,0.417,"yes",4,20,5,4
"904",0,"male",37,15,"yes",4,20,5,4
"905",0,"female",37,15,"yes",2,14,1,3
"908",0,"male",22,4,"yes",1,18,5,4
"909",0,"male",37,15,"yes",4,17,5,3
"910",0,"female",22,1.5,"no",2,14,4,5
"912",0,"male",52,15,"yes",4,14,6,2
"914",0,"female",22,1.5,"no",4,17,5,5
"915",0,"male",32,4,"yes",5,14,3,5
"916",0,"male",32,4,"yes",2,14,3,5
"920",0,"female",22,1.5,"no",3,16,6,5
"921",0,"male",27,0.75,"no",2,18,3,3
"925",0,"female",22,7,"yes",2,14,5,2
"926",0,"female",27,0.75,"no",2,17,5,3
"929",0,"female",37,15,"yes",4,12,1,2
"931",0,"female",22,1.5,"no",1,14,1,5
"945",0,"female",37,10,"no",2,12,4,4
"947",0,"female",37,15,"yes",4,18,5,3
"949",0,"female",42,15,"yes",3,12,3,3
"950",0,"male",22,4,"no",2,18,5,5
"961",0,"male",52,7,"yes",2,20,6,2
"965",0,"male",27,0.75,"no",2,17,5,5
"966",0,"female",27,4,"no",2,17,4,5
"967",0,"male",42,1.5,"no",5,20,6,5
"987",0,"male",22,1.5,"no",4,17,6,5
"990",0,"male",22,4,"no",4,17,5,3
"992",0,"female",22,4,"yes",1,14,5,4
"995",0,"male",37,15,"yes",5,20,4,5
"1009",0,"female",37,10,"yes",3,16,6,3
"1021",0,"male",42,15,"yes",4,17,6,5
"1026",0,"female",47,15,"yes",4,17,5,5
"1027",0,"male",22,1.5,"no",4,16,5,4
"1030",0,"female",32,10,"yes",3,12,1,4
"1031",0,"female",22,7,"yes",1,14,3,5
"1034",0,"female",32,10,"yes",4,17,5,4
"1037",0,"male",27,1.5,"yes",2,16,2,4
"1038",0,"male",37,15,"yes",4,14,5,5
"1039",0,"male",42,4,"yes",3,14,4,5
"1045",0,"female",37,15,"yes",5,14,5,4
"1046",0,"female",32,7,"yes",4,17,5,5
"1054",0,"female",42,15,"yes",4,18,6,5
"1059",0,"male",27,4,"no",4,18,6,4
"1063",0,"male",22,0.75,"no",4,18,6,5
"1068",0,"male",27,4,"yes",4,14,5,3
"1070",0,"female",22,0.75,"no",5,18,1,5
"1072",0,"female",52,15,"yes",5,9,5,5
"1073",0,"male",32,10,"yes",3,14,5,5
"1077",0,"female",37,15,"yes",4,16,4,4
"1081",0,"male",32,7,"yes",2,20,5,4
"1083",0,"female",42,15,"yes",3,18,1,4
"1084",0,"male",32,15,"yes",1,16,5,5
"1086",0,"male",27,4,"yes",3,18,5,5
"1087",0,"female",32,15,"yes",4,12,3,4
"1089",0,"male",22,0.75,"yes",3,14,2,4
"1096",0,"female",22,1.5,"no",3,16,5,3
"1102",0,"female",42,15,"yes",4,14,3,5
"1103",0,"female",52,15,"yes",3,16,5,4
"1107",0,"male",37,15,"yes",5,20,6,4
"1109",0,"female",47,15,"yes",4,12,2,3
"1115",0,"male",57,15,"yes",2,20,6,4
"1119",0,"male",32,7,"yes",4,17,5,5
"1124",0,"female",27,7,"yes",4,17,1,4
"1126",0,"male",22,1.5,"no",1,18,6,5
"1128",0,"female",22,4,"yes",3,9,1,4
"1129",0,"female",22,1.5,"no",2,14,1,5
"1130",0,"male",42,15,"yes",2,20,6,4
"1133",0,"male",57,15,"yes",4,9,2,4
"1140",0,"female",27,7,"yes",2,18,1,5
"1143",0,"female",22,4,"yes",3,14,1,5
"1146",0,"male",37,15,"yes",4,14,5,3
"1153",0,"male",32,7,"yes",1,18,6,4
"1156",0,"female",22,1.5,"no",2,14,5,5
"1157",0,"female",22,1.5,"yes",3,12,1,3
"1158",0,"male",52,15,"yes",2,14,5,5
"1160",0,"female",37,15,"yes",2,14,1,1
"1161",0,"female",32,10,"yes",2,14,5,5
"1166",0,"male",42,15,"yes",4,20,4,5
"1177",0,"female",27,4,"yes",3,18,4,5
"1178",0,"male",37,15,"yes",4,20,6,5
"1180",0,"male",27,1.5,"no",3,18,5,5
"1187",0,"female",22,0.125,"no",2,16,6,3
"1191",0,"male",32,10,"yes",2,20,6,3
"1195",0,"female",27,4,"no",4,18,5,4
"1207",0,"female",27,7,"yes",2,12,5,1
"1208",0,"male",32,4,"yes",5,18,6,3
"1209",0,"female",37,15,"yes",2,17,5,5
"1211",0,"male",47,15,"no",4,20,6,4
"1215",0,"male",27,1.5,"no",1,18,5,5
"1221",0,"male",37,15,"yes",4,20,6,4
"1226",0,"female",32,15,"yes",4,18,1,4
"1229",0,"female",32,7,"yes",4,17,5,4
"1231",0,"female",42,15,"yes",3,14,1,3
"1234",0,"female",27,7,"yes",3,16,1,4
"1235",0,"male",27,1.5,"no",3,16,4,2
"1242",0,"male",22,1.5,"no",3,16,3,5
"1245",0,"male",27,4,"yes",3,16,4,2
"1260",0,"female",27,7,"yes",3,12,1,2
"1266",0,"female",37,15,"yes",2,18,5,4
"1271",0,"female",37,7,"yes",3,14,4,4
"1273",0,"male",22,1.5,"no",2,16,5,5
"1276",0,"male",37,15,"yes",5,20,5,4
"1280",0,"female",22,1.5,"no",4,16,5,3
"1282",0,"female",32,10,"yes",4,16,1,5
"1285",0,"male",27,4,"no",2,17,5,3
"1295",0,"female",22,0.417,"no",4,14,5,5
"1298",0,"female",27,4,"no",2,18,5,5
"1299",0,"male",37,15,"yes",4,18,5,3
"1304",0,"male",37,10,"yes",5,20,7,4
"1305",0,"female",27,7,"yes",2,14,4,2
"1311",0,"male",32,4,"yes",2,16,5,5
"1314",0,"male",32,4,"yes",2,16,6,4
"1319",0,"male",22,1.5,"no",3,18,4,5
"1322",0,"female",22,4,"yes",4,14,3,4
"1324",0,"female",17.5,0.75,"no",2,18,5,4
"1327",0,"male",32,10,"yes",4,20,4,5
"1328",0,"female",32,0.75,"no",5,14,3,3
"1330",0,"male",37,15,"yes",4,17,5,3
"1332",0,"male",32,4,"no",3,14,4,5
"1333",0,"female",27,1.5,"no",2,17,3,2
"1336",0,"female",22,7,"yes",4,14,1,5
"1341",0,"male",47,15,"yes",5,14,6,5
"1344",0,"male",27,4,"yes",1,16,4,4
"1352",0,"female",37,15,"yes",5,14,1,3
"1358",0,"male",42,4,"yes",4,18,5,5
"1359",0,"female",32,4,"yes",2,14,1,5
"1361",0,"male",52,15,"yes",2,14,7,4
"1364",0,"female",22,1.5,"no",2,16,1,4
"1368",0,"male",52,15,"yes",4,12,2,4
"1384",0,"female",22,0.417,"no",3,17,1,5
"1390",0,"female",22,1.5,"no",2,16,5,5
"1393",0,"male",27,4,"yes",4,20,6,4
"1394",0,"female",32,15,"yes",4,14,1,5
"1402",0,"female",27,1.5,"no",2,16,3,5
"1407",0,"male",32,4,"no",1,20,6,5
"1408",0,"male",37,15,"yes",3,20,6,4
"1412",0,"female",32,10,"no",2,16,6,5
"1413",0,"female",32,10,"yes",5,14,5,5
"1416",0,"male",37,1.5,"yes",4,18,5,3
"1417",0,"male",32,1.5,"no",2,18,4,4
"1418",0,"female",32,10,"yes",4,14,1,4
"1419",0,"female",47,15,"yes",4,18,5,4
"1420",0,"female",27,10,"yes",5,12,1,5
"1423",0,"male",27,4,"yes",3,16,4,5
"1424",0,"female",37,15,"yes",4,12,4,2
"1432",0,"female",27,0.75,"no",4,16,5,5
"1433",0,"female",37,15,"yes",4,16,1,5
"1437",0,"female",32,15,"yes",3,16,1,5
"1438",0,"female",27,10,"yes",2,16,1,5
"1439",0,"male",27,7,"no",2,20,6,5
"1446",0,"female",37,15,"yes",2,14,1,3
"1450",0,"male",27,1.5,"yes",2,17,4,4
"1451",0,"female",22,0.75,"yes",2,14,1,5
"1452",0,"male",22,4,"yes",4,14,2,4
"1453",0,"male",42,0.125,"no",4,17,6,4
"1456",0,"male",27,1.5,"yes",4,18,6,5
"1464",0,"male",27,7,"yes",3,16,6,3
"1469",0,"female",52,15,"yes",4,14,1,3
"1473",0,"male",27,1.5,"no",5,20,5,2
"1481",0,"female",27,1.5,"no",2,16,5,5
"1482",0,"female",27,1.5,"no",3,17,5,5
"1496",0,"male",22,0.125,"no",5,16,4,4
"1497",0,"female",27,4,"yes",4,16,1,5
"1504",0,"female",27,4,"yes",4,12,1,5
"1513",0,"female",47,15,"yes",2,14,5,5
"1515",0,"female",32,15,"yes",3,14,5,3
"1534",0,"male",42,7,"yes",2,16,5,5
"1535",0,"male",22,0.75,"no",4,16,6,4
"1536",0,"male",27,0.125,"no",3,20,6,5
"1540",0,"male",32,10,"yes",3,20,6,5
"1551",0,"female",22,0.417,"no",5,14,4,5
"1555",0,"female",47,15,"yes",5,14,1,4
"1557",0,"female",32,10,"yes",3,14,1,5
"1566",0,"male",57,15,"yes",4,17,5,5
"1567",0,"male",27,4,"yes",3,20,6,5
"1576",0,"female",32,7,"yes",4,17,1,5
"1584",0,"female",37,10,"yes",4,16,1,5
"1585",0,"female",32,10,"yes",1,18,1,4
"1590",0,"female",22,4,"no",3,14,1,4
"1594",0,"female",27,7,"yes",4,14,3,2
"1595",0,"male",57,15,"yes",5,18,5,2
"1603",0,"male",32,7,"yes",2,18,5,5
"1608",0,"female",27,1.5,"no",4,17,1,3
"1609",0,"male",22,1.5,"no",4,14,5,5
"1615",0,"female",22,1.5,"yes",4,14,5,4
"1616",0,"female",32,7,"yes",3,16,1,5
"1617",0,"female",47,15,"yes",3,16,5,4
"1620",0,"female",22,0.75,"no",3,16,1,5
"1621",0,"female",22,1.5,"yes",2,14,5,5
"1637",0,"female",27,4,"yes",1,16,5,5
"1638",0,"male",52,15,"yes",4,16,5,5
"1650",0,"male",32,10,"yes",4,20,6,5
"1654",0,"male",47,15,"yes",4,16,6,4
"1665",0,"female",27,7,"yes",2,14,1,2
"1670",0,"female",22,1.5,"no",4,14,4,5
"1671",0,"female",32,10,"yes",2,16,5,4
"1675",0,"female",22,0.75,"no",2,16,5,4
"1688",0,"female",22,1.5,"no",2,16,5,5
"1691",0,"female",42,15,"yes",3,18,6,4
"1695",0,"female",27,7,"yes",5,14,4,5
"1698",0,"male",42,15,"yes",4,16,4,4
"1704",0,"female",57,15,"yes",3,18,5,2
"1705",0,"male",42,15,"yes",3,18,6,2
"1711",0,"female",32,7,"yes",2,14,1,2
"1719",0,"male",22,4,"no",5,12,4,5
"1723",0,"female",22,1.5,"no",1,16,6,5
"1726",0,"female",22,0.75,"no",1,14,4,5
"1749",0,"female",32,15,"yes",4,12,1,5
"1752",0,"male",22,1.5,"no",2,18,5,3
"1754",0,"male",27,4,"yes",5,17,2,5
"1758",0,"female",27,4,"yes",4,12,1,5
"1761",0,"male",42,15,"yes",5,18,5,4
"1773",0,"male",32,1.5,"no",2,20,7,3
"1775",0,"male",57,15,"no",4,9,3,1
"1786",0,"male",37,7,"no",4,18,5,5
"1793",0,"male",52,15,"yes",2,17,5,4
"1799",0,"male",47,15,"yes",4,17,6,5
"1803",0,"female",27,7,"no",2,17,5,4
"1806",0,"female",27,7,"yes",4,14,5,5
"1807",0,"female",22,4,"no",2,14,3,3
"1808",0,"male",37,7,"yes",2,20,6,5
"1814",0,"male",27,7,"no",4,12,4,3
"1815",0,"male",42,10,"yes",4,18,6,4
"1818",0,"female",22,1.5,"no",3,14,1,5
"1827",0,"female",22,4,"yes",2,14,1,3
"1834",0,"female",57,15,"no",4,20,6,5
"1835",0,"male",37,15,"yes",4,14,4,3
"1843",0,"female",27,7,"yes",3,18,5,5
"1846",0,"female",17.5,10,"no",4,14,4,5
"1850",0,"male",22,4,"yes",4,16,5,5
"1851",0,"female",27,4,"yes",2,16,1,4
"1854",0,"female",37,15,"yes",2,14,5,1
"1859",0,"female",22,1.5,"no",5,14,1,4
"1861",0,"male",27,7,"yes",2,20,5,4
"1866",0,"male",27,4,"yes",4,14,5,5
"1873",0,"male",22,0.125,"no",1,16,3,5
"1875",0,"female",27,7,"yes",4,14,1,4
"1885",0,"female",32,15,"yes",5,16,5,3
"1892",0,"male",32,10,"yes",4,18,5,4
"1895",0,"female",32,15,"yes",2,14,3,4
"1896",0,"female",22,1.5,"no",3,17,5,5
"1897",0,"male",27,4,"yes",4,17,4,4
"1899",0,"female",52,15,"yes",5,14,1,5
"1904",0,"female",27,7,"yes",2,12,1,2
"1905",0,"female",27,7,"yes",3,12,1,4
"1908",0,"female",42,15,"yes",2,14,1,4
"1916",0,"female",42,15,"yes",4,14,5,4
"1918",0,"male",27,7,"yes",4,14,3,3
"1920",0,"male",27,7,"yes",2,20,6,2
"1930",0,"female",42,15,"yes",3,12,3,3
"1940",0,"male",27,4,"yes",3,16,3,5
"1947",0,"female",27,7,"yes",3,14,1,4
"1949",0,"female",22,1.5,"no",2,14,4,5
"1951",0,"female",27,4,"yes",4,14,1,4
"1952",0,"female",22,4,"no",4,14,5,5
"1960",0,"female",22,1.5,"no",2,16,4,5
"9001",0,"male",47,15,"no",4,14,5,4
"9012",0,"male",37,10,"yes",2,18,6,2
"9023",0,"male",37,15,"yes",3,17,5,4
"9029",0,"female",27,4,"yes",2,16,1,4
"6",3,"male",27,1.5,"no",3,18,4,4
"12",3,"female",27,4,"yes",3,17,1,5
"43",7,"male",37,15,"yes",5,18,6,2
"53",12,"female",32,10,"yes",3,17,5,2
"67",1,"male",22,0.125,"no",4,16,5,5
"79",1,"female",22,1.5,"yes",2,14,1,5
"122",12,"male",37,15,"yes",4,14,5,2
"126",7,"female",22,1.5,"no",2,14,3,4
"133",2,"male",37,15,"yes",2,18,6,4
"138",3,"female",32,15,"yes",4,12,3,2
"154",1,"female",37,15,"yes",4,14,4,2
"159",7,"female",42,15,"yes",3,17,1,4
"174",12,"female",42,15,"yes",5,9,4,1
"176",12,"male",37,10,"yes",2,20,6,2
"181",12,"female",32,15,"yes",3,14,1,2
"182",3,"male",27,4,"no",1,18,6,5
"186",7,"male",37,10,"yes",2,18,7,3
"189",7,"female",27,4,"no",3,17,5,5
"204",1,"male",42,15,"yes",4,16,5,5
"215",1,"female",47,15,"yes",5,14,4,5
"232",7,"female",27,4,"yes",3,18,5,4
"233",1,"female",27,7,"yes",5,14,1,4
"252",12,"male",27,1.5,"yes",3,17,5,4
"253",12,"female",27,7,"yes",4,14,6,2
"274",3,"female",42,15,"yes",4,16,5,4
"275",7,"female",27,10,"yes",4,12,7,3
"287",1,"male",27,1.5,"no",2,18,5,2
"288",1,"male",32,4,"no",4,20,6,4
"325",1,"female",27,7,"yes",3,14,1,3
"328",3,"female",32,10,"yes",4,14,1,4
"344",3,"male",27,4,"yes",2,18,7,2
"353",1,"female",17.5,0.75,"no",5,14,4,5
"354",1,"female",32,10,"yes",4,18,1,5
"367",7,"female",32,7,"yes",2,17,6,4
"369",7,"male",37,15,"yes",2,20,6,4
"390",7,"female",37,10,"no",1,20,5,3
"392",12,"female",32,10,"yes",2,16,5,5
"423",7,"male",52,15,"yes",2,20,6,4
"432",7,"female",42,15,"yes",1,12,1,3
"436",1,"male",52,15,"yes",2,20,6,3
"483",2,"male",37,15,"yes",3,18,6,5
"513",12,"female",22,4,"no",3,12,3,4
"516",12,"male",27,7,"yes",1,18,6,2
"518",1,"male",27,4,"yes",3,18,5,5
"520",12,"male",47,15,"yes",4,17,6,5
"526",12,"female",42,15,"yes",4,12,1,1
"528",7,"male",27,4,"no",3,14,3,4
"553",7,"female",32,7,"yes",4,18,4,5
"576",1,"male",32,0.417,"yes",3,12,3,4
"611",3,"male",47,15,"yes",5,16,5,4
"625",12,"male",37,15,"yes",2,20,5,4
"635",7,"male",22,4,"yes",2,17,6,4
"646",1,"male",27,4,"no",2,14,4,5
"657",7,"female",52,15,"yes",5,16,1,3
"659",1,"male",27,4,"no",3,14,3,3
"666",1,"female",27,10,"yes",4,16,1,4
"679",1,"male",32,7,"yes",3,14,7,4
"729",7,"male",32,7,"yes",2,18,4,1
"755",3,"male",22,1.5,"no",1,14,3,2
"758",7,"male",22,4,"yes",3,18,6,4
"770",7,"male",42,15,"yes",4,20,6,4
"786",2,"female",57,15,"yes",1,18,5,4
"797",7,"female",32,4,"yes",3,18,5,2
"811",1,"male",27,4,"yes",1,16,4,4
"834",7,"male",32,7,"yes",4,16,1,4
"858",2,"male",57,15,"yes",1,17,4,4
"885",7,"female",42,15,"yes",4,14,5,2
"893",7,"male",37,10,"yes",1,18,5,3
"927",3,"male",42,15,"yes",3,17,6,1
"928",1,"female",52,15,"yes",3,14,4,4
"933",2,"female",27,7,"yes",3,17,5,3
"951",12,"male",32,7,"yes",2,12,4,2
"968",1,"male",22,4,"no",4,14,2,5
"972",3,"male",27,7,"yes",3,18,6,4
"975",12,"female",37,15,"yes",1,18,5,5
"977",7,"female",32,15,"yes",3,17,1,3
"981",7,"female",27,7,"no",2,17,5,5
"986",1,"female",32,7,"yes",3,17,5,3
"1002",1,"male",32,1.5,"yes",2,14,2,4
"1007",12,"female",42,15,"yes",4,14,1,2
"1011",7,"male",32,10,"yes",3,14,5,4
"1035",7,"male",37,4,"yes",1,20,6,3
"1050",1,"female",27,4,"yes",2,16,5,3
"1056",12,"female",42,15,"yes",3,14,4,3
"1057",1,"male",27,10,"yes",5,20,6,5
"1075",12,"male",37,10,"yes",2,20,6,2
"1080",12,"female",27,7,"yes",1,14,3,3
"1125",3,"female",27,7,"yes",4,12,1,2
"1131",3,"male",32,10,"yes",2,14,4,4
"1138",12,"female",17.5,0.75,"yes",2,12,1,3
"1150",12,"female",32,15,"yes",3,18,5,4
"1163",2,"female",22,7,"no",4,14,4,3
"1169",1,"male",32,7,"yes",4,20,6,5
"1198",7,"male",27,4,"yes",2,18,6,2
"1204",1,"female",22,1.5,"yes",5,14,5,3
"1218",12,"female",32,15,"no",3,17,5,1
"1230",12,"female",42,15,"yes",2,12,1,2
"1236",7,"male",42,15,"yes",3,20,5,4
"1247",12,"male",32,10,"no",2,18,4,2
"1259",12,"female",32,15,"yes",3,9,1,1
"1294",7,"male",57,15,"yes",5,20,4,5
"1353",12,"male",47,15,"yes",4,20,6,4
"1370",2,"female",42,15,"yes",2,17,6,3
"1427",12,"male",37,15,"yes",3,17,6,3
"1445",12,"male",37,15,"yes",5,17,5,2
"1460",7,"male",27,10,"yes",2,20,6,4
"1480",2,"male",37,15,"yes",2,16,5,4
"1505",12,"female",32,15,"yes",1,14,5,2
"1543",7,"male",32,10,"yes",3,17,6,3
"1548",2,"male",37,15,"yes",4,18,5,1
"1550",7,"female",27,1.5,"no",2,17,5,5
"1561",3,"female",47,15,"yes",2,17,5,2
"1564",12,"male",37,15,"yes",2,17,5,4
