"","borough","x","y"
"55","Barking & Dagenham",544303.4,184908.5
"56","Barking & Dagenham",544338.3,184928.1
"57","Barking & Dagenham",544382.9,184952.5
"58","Barking & Dagenham",544411.4,184963.9
"59","Barking & Dagenham",544414.1,184964.6
"60","Barking & Dagenham",544426.6,184968
"61","Barking & Dagenham",544433,184973.1
"62","Barking & Dagenham",544433.5,184973.5
"63","Barking & Dagenham",544438.7,184977.6
"64","Barking & Dagenham",544439.7,184978.4
"65","Barking & Dagenham",544445.4,184985.4
"66","Barking & Dagenham",544447.4,184991.2
"67","Barking & Dagenham",544440.7,185001.6
"68","Barking & Dagenham",544438.3,185007.3
"69","Barking & Dagenham",544439.3,185015
"70","Barking & Dagenham",544442.7,185019.6
"71","Barking & Dagenham",544444.8,185020.5
"72","Barking & Dagenham",544446,185021
"73","Barking & Dagenham",544452.5,185022.6
"74","Barking & Dagenham",544462.7,185022.8
"75","Barking & Dagenham",544477.3,185027.5
"76","Barking & Dagenham",544488.7,185036.6
"77","Barking & Dagenham",544500.1,185046.1
"78","Barking & Dagenham",544516.6,185061.1
"79","Barking & Dagenham",544522.7,185071.1
"80","Barking & Dagenham",544530.7,185076.8
"81","Barking & Dagenham",544544.8,185085.6
"82","Barking & Dagenham",544552.7,185090.7
"83","Barking & Dagenham",544559.3,185095.1
"84","Barking & Dagenham",544598.3,185118.5
"85","Barking & Dagenham",544610.9,185125.4
"86","Barking & Dagenham",544624.1,185136.7
"87","Barking & Dagenham",544661.8,185164.9
"88","Barking & Dagenham",544683.6,185182.7
"89","Barking & Dagenham",544717.9,185215
"90","Barking & Dagenham",544737.7,185227.7
"91","Barking & Dagenham",544756.2,185235.8
"92","Barking & Dagenham",544784.4,185243.2
"93","Barking & Dagenham",544852.3,185259.6
"94","Barking & Dagenham",544876.9,185265.8
"95","Barking & Dagenham",544891.3,185269
"96","Barking & Dagenham",544908.8,185272.1
"97","Barking & Dagenham",544943,185279.6
"98","Barking & Dagenham",544982.2,185288.4
"99","Barking & Dagenham",544995.8,185291.1
"100","Barking & Dagenham",545009.5,185294.4
"101","Barking & Dagenham",545020.7,185296.8
"102","Barking & Dagenham",545026.2,185298
"103","Barking & Dagenham",545041.1,185298.8
"104","Barking & Dagenham",545047.8,185301.5
"105","Barking & Dagenham",545051,185305.5
"106","Barking & Dagenham",545057.6,185317.2
"107","Barking & Dagenham",545064.8,185323.6
"108","Barking & Dagenham",545071.8,185329.2
"109","Barking & Dagenham",545108.6,185337.2
"110","Barking & Dagenham",545116.3,185338.6
"111","Barking & Dagenham",545122.2,185343.4
"112","Barking & Dagenham",545123.9,185350.5
"113","Barking & Dagenham",545122.8,185356.2
"114","Barking & Dagenham",545115,185383.7
"115","Barking & Dagenham",545116.8,185395.5
"116","Barking & Dagenham",545121.1,185407.4
"117","Barking & Dagenham",545124.3,185420.2
"118","Barking & Dagenham",545127.2,185430.6
"119","Barking & Dagenham",545137.4,185447.1
"120","Barking & Dagenham",545148.6,185465.2
"121","Barking & Dagenham",545188.6,185492.9
"122","Barking & Dagenham",545184.5,185480
"123","Barking & Dagenham",545177.6,185452.4
"124","Barking & Dagenham",545167.2,185408.4
"125","Barking & Dagenham",545165.6,185396.7
"126","Barking & Dagenham",545167,185378.6
"127","Barking & Dagenham",545171.5,185360.7
"128","Barking & Dagenham",545173.9,185352.7
"129","Barking & Dagenham",545194.7,185276.7
"130","Barking & Dagenham",545213.4,185209.5
"131","Barking & Dagenham",545216.2,185198.4
"132","Barking & Dagenham",545226.4,185158.6
"133","Barking & Dagenham",545237.9,185120.7
"134","Barking & Dagenham",545244,185098.8
"135","Barking & Dagenham",545248,185098.3
"136","Barking & Dagenham",545250.7,185089.7
"137","Barking & Dagenham",545263.5,185071.6
"138","Barking & Dagenham",545285.9,185087.3
"139","Barking & Dagenham",545306.7,185100.7
"140","Barking & Dagenham",545323,185109.2
"141","Barking & Dagenham",545370.4,185136.4
"142","Barking & Dagenham",545408.8,185159.1
"143","Barking & Dagenham",545458.1,185190.7
"144","Barking & Dagenham",545462.8,185194.6
"145","Barking & Dagenham",545473.1,185205.5
"146","Barking & Dagenham",545508.3,185226.8
"147","Barking & Dagenham",545535.5,185242.5
"148","Barking & Dagenham",545557.4,185261.2
"149","Barking & Dagenham",545567.2,185268.8
"150","Barking & Dagenham",545579.5,185278.3
"151","Barking & Dagenham",545598.9,185292.2
"152","Barking & Dagenham",545627.2,185317
"153","Barking & Dagenham",545668.8,185354.7
"154","Barking & Dagenham",545676.5,185361.8
"155","Barking & Dagenham",545687.7,185370.8
"156","Barking & Dagenham",545706.5,185381.8
"157","Barking & Dagenham",545724.1,185392.9
"158","Barking & Dagenham",545754.2,185410.1
"159","Barking & Dagenham",545795.3,185430
"160","Barking & Dagenham",545857.5,185463.9
"161","Barking & Dagenham",545877.2,185480
"162","Barking & Dagenham",545885.1,185485.5
"163","Barking & Dagenham",545923.5,185500.8
"164","Barking & Dagenham",545953.5,185513.9
"165","Barking & Dagenham",545979.8,185526.1
"166","Barking & Dagenham",545994.3,185533.2
"167","Barking & Dagenham",546008.5,185545.7
"168","Barking & Dagenham",546017.9,185552.7
"169","Barking & Dagenham",546032,185564.4
"170","Barking & Dagenham",546052,185581.2
"171","Barking & Dagenham",546064.8,185593.2
"172","Barking & Dagenham",546075.7,185606.5
"173","Barking & Dagenham",546096.2,185634
"174","Barking & Dagenham",546114.6,185654.8
"175","Barking & Dagenham",546126.3,185665.1
"176","Barking & Dagenham",546152.2,185704.7
"177","Barking & Dagenham",546193.5,185761.8
"178","Barking & Dagenham",546201.3,185774.9
"179","Barking & Dagenham",546206.4,185781.3
"180","Barking & Dagenham",546209.4,185783.6
"181","Barking & Dagenham",546219.3,185787.7
"182","Barking & Dagenham",546232,185793.6
"183","Barking & Dagenham",546248.8,185792.6
"184","Barking & Dagenham",546254.8,185792.2
"185","Barking & Dagenham",546257.4,185792.2
"186","Barking & Dagenham",546267.5,185791.5
"187","Barking & Dagenham",546274.6,185863.1
"188","Barking & Dagenham",546372.9,185854.1
"189","Barking & Dagenham",546462.7,185844.4
"190","Barking & Dagenham",546518,185866
"191","Barking & Dagenham",546547.6,185904.4
"192","Barking & Dagenham",546544.2,185958
"193","Barking & Dagenham",546546.3,185960.8
"194","Barking & Dagenham",546546.3,185961.4
"195","Barking & Dagenham",546569.8,185991.6
"196","Barking & Dagenham",546703.9,186166.9
"197","Barking & Dagenham",546704.7,186167.9
"198","Barking & Dagenham",546665.9,186198.3
"199","Barking & Dagenham",546664.4,186199.4
"200","Barking & Dagenham",546660,186221
"201","Barking & Dagenham",546659.9,186221.8
"202","Barking & Dagenham",546562,186296.6
"203","Barking & Dagenham",546589.8,186332
"204","Barking & Dagenham",546601.3,186386.6
"205","Barking & Dagenham",546867.7,186347
"206","Barking & Dagenham",546864.8,186402
"207","Barking & Dagenham",546924.6,186403.8
"208","Barking & Dagenham",546930.4,186399.2
"209","Barking & Dagenham",546990,186401.2
"210","Barking & Dagenham",547093.6,186537
"211","Barking & Dagenham",546983.3,186561.9
"212","Barking & Dagenham",546936.4,186575
"213","Barking & Dagenham",546907.2,186586.2
"214","Barking & Dagenham",546883.1,186600.1
"215","Barking & Dagenham",546961.9,186801.3
"216","Barking & Dagenham",547029.8,186974.9
"217","Barking & Dagenham",546968.2,186999.6
"218","Barking & Dagenham",546978.2,187037.1
"219","Barking & Dagenham",546997.2,187045.6
"220","Barking & Dagenham",547010.2,187052.6
"221","Barking & Dagenham",547019.7,187057.1
"222","Barking & Dagenham",547041.2,187063.6
"223","Barking & Dagenham",547369.4,187174.5
"224","Barking & Dagenham",547386.9,187191
"225","Barking & Dagenham",547409.3,187209.7
"226","Barking & Dagenham",547422.1,187221.3
"227","Barking & Dagenham",547434.8,187237.8
"228","Barking & Dagenham",547453.6,187258.1
"229","Barking & Dagenham",547484.8,187284.1
"230","Barking & Dagenham",547498.9,187299.2
"231","Barking & Dagenham",547514.2,187320.9
"232","Barking & Dagenham",547526.7,187341
"233","Barking & Dagenham",547541.2,187368.3
"234","Barking & Dagenham",547552.1,187384.7
"235","Barking & Dagenham",547563.5,187396.4
"236","Barking & Dagenham",547586.2,187414.7
"237","Barking & Dagenham",547603.5,187423.1
"238","Barking & Dagenham",547620.1,187430.3
"239","Barking & Dagenham",547630.7,187432.7
"240","Barking & Dagenham",547641.6,187434.8
"241","Barking & Dagenham",547678.9,187437.2
"242","Barking & Dagenham",547679.7,187443.3
"243","Barking & Dagenham",547681.3,187454.1
"244","Barking & Dagenham",547683.7,187455.7
"245","Barking & Dagenham",547691,187479.6
"246","Barking & Dagenham",547699.1,187542.1
"247","Barking & Dagenham",547704.5,187576.1
"248","Barking & Dagenham",547704,187581.3
"249","Barking & Dagenham",547703.3,187589.6
"250","Barking & Dagenham",547699.6,187618.6
"251","Barking & Dagenham",547697.7,187627
"252","Barking & Dagenham",547693.4,187649.9
"253","Barking & Dagenham",547693.6,187677.3
"254","Barking & Dagenham",547697.9,187698.8
"255","Barking & Dagenham",547705.7,187721.4
"256","Barking & Dagenham",547721.3,187757.7
"257","Barking & Dagenham",547731.3,187794.1
"258","Barking & Dagenham",547741.3,187832
"259","Barking & Dagenham",547746.5,187867.2
"260","Barking & Dagenham",547744.4,187889.9
"261","Barking & Dagenham",547743.2,187901.8
"262","Barking & Dagenham",547740.4,187907.5
"263","Barking & Dagenham",547738.4,187908.8
"264","Barking & Dagenham",547734.5,187911.2
"265","Barking & Dagenham",547719.9,187905.7
"266","Barking & Dagenham",547715.2,187914.2
"267","Barking & Dagenham",547712.5,187919.1
"268","Barking & Dagenham",547711.2,187935
"269","Barking & Dagenham",547711.7,187959.5
"270","Barking & Dagenham",547711,187970.3
"271","Barking & Dagenham",547706.5,187975.5
"272","Barking & Dagenham",547704.7,187994.2
"273","Barking & Dagenham",547704.1,188001.3
"274","Barking & Dagenham",547764.4,188020.6
"275","Barking & Dagenham",547817.9,188036.9
"276","Barking & Dagenham",547817.7,188037.5
"277","Barking & Dagenham",547791.7,188120.8
"278","Barking & Dagenham",547788.9,188124.3
"279","Barking & Dagenham",547777.6,188160.2
"280","Barking & Dagenham",547768.2,188189.1
"281","Barking & Dagenham",547764.4,188195.8
"282","Barking & Dagenham",547766.4,188205.5
"283","Barking & Dagenham",547763,188208.7
"284","Barking & Dagenham",547745.6,188193.6
"285","Barking & Dagenham",547711,188172.8
"286","Barking & Dagenham",547709.8,188175.5
"287","Barking & Dagenham",547690.9,188217.3
"288","Barking & Dagenham",547678.3,188237.1
"289","Barking & Dagenham",547663.3,188268.3
"290","Barking & Dagenham",547662.7,188269.6
"291","Barking & Dagenham",547658.8,188291.1
"292","Barking & Dagenham",547658.4,188293.9
"293","Barking & Dagenham",547656.8,188308.7
"294","Barking & Dagenham",547656.8,188325.7
"295","Barking & Dagenham",547656.1,188326.1
"296","Barking & Dagenham",547653.3,188327.5
"297","Barking & Dagenham",547649.9,188359.9
"298","Barking & Dagenham",547649.6,188401.2
"299","Barking & Dagenham",547647.6,188453.9
"300","Barking & Dagenham",547644.4,188468.1
"301","Barking & Dagenham",547640.4,188500.5
"302","Barking & Dagenham",547638,188531.7
"303","Barking & Dagenham",547682.3,188553.2
"304","Barking & Dagenham",547804.5,188621.7
"305","Barking & Dagenham",547788,188649.5
"306","Barking & Dagenham",547787.6,188655.7
"307","Barking & Dagenham",547786.5,188675.2
"308","Barking & Dagenham",547780.5,188697.7
"309","Barking & Dagenham",547771.4,188732.4
"310","Barking & Dagenham",547764.2,188761
"311","Barking & Dagenham",547755.3,188794
"312","Barking & Dagenham",547762.2,188798.7
"313","Barking & Dagenham",547745.6,188842.5
"314","Barking & Dagenham",547743.3,188841.7
"315","Barking & Dagenham",547733.8,188838.6
"316","Barking & Dagenham",547740.9,188873
"317","Barking & Dagenham",547743,188873.7
"318","Barking & Dagenham",547928.3,188945.2
"319","Barking & Dagenham",547922.6,188973.7
"320","Barking & Dagenham",547914.2,188995.7
"321","Barking & Dagenham",547902,189022.7
"322","Barking & Dagenham",547891.3,189018.4
"323","Barking & Dagenham",547890.9,189018.2
"324","Barking & Dagenham",547889.9,189020.6
"325","Barking & Dagenham",547880.2,189042.3
"326","Barking & Dagenham",547878.8,189045.5
"327","Barking & Dagenham",547884.1,189048
"328","Barking & Dagenham",547871.1,189067.2
"329","Barking & Dagenham",547860.5,189085.1
"330","Barking & Dagenham",547858.7,189087.7
"331","Barking & Dagenham",547854.8,189093.5
"332","Barking & Dagenham",547827.6,189094.7
"333","Barking & Dagenham",547798.6,189096.2
"334","Barking & Dagenham",547624.9,189108.8
"335","Barking & Dagenham",547522.6,189118.8
"336","Barking & Dagenham",547521,189149
"337","Barking & Dagenham",547522.3,189175.1
"338","Barking & Dagenham",547534.4,189187.7
"339","Barking & Dagenham",547535.4,189201.2
"340","Barking & Dagenham",547539.6,189256
"341","Barking & Dagenham",547535.4,189270.7
"342","Barking & Dagenham",547506.7,189370.1
"343","Barking & Dagenham",547478.1,189374.3
"344","Barking & Dagenham",547485.9,189430.1
"345","Barking & Dagenham",547410.5,189682.9
"346","Barking & Dagenham",547416.8,189686.4
"347","Barking & Dagenham",547557,189725.9
"348","Barking & Dagenham",547624.3,189747.8
"349","Barking & Dagenham",547639.9,189753.5
"350","Barking & Dagenham",547651.2,189757.8
"351","Barking & Dagenham",547728.6,189780.6
"352","Barking & Dagenham",547699.9,189843.7
"353","Barking & Dagenham",547686.6,189873.6
"354","Barking & Dagenham",547668.9,189909.9
"355","Barking & Dagenham",547655.2,189941.9
"356","Barking & Dagenham",547642.2,189982.5
"357","Barking & Dagenham",547633.8,190008.5
"358","Barking & Dagenham",547620.1,190059.3
"359","Barking & Dagenham",547687.7,190112.2
"360","Barking & Dagenham",547791.3,190198.4
"361","Barking & Dagenham",547865.2,190258.1
"362","Barking & Dagenham",548037.6,190399.1
"363","Barking & Dagenham",548107.2,190458
"364","Barking & Dagenham",548150.4,190491.1
"365","Barking & Dagenham",548154.5,190498.7
"366","Barking & Dagenham",548162.1,190500.7
"367","Barking & Dagenham",548169.2,190509.3
"368","Barking & Dagenham",548246.4,190590.6
"369","Barking & Dagenham",548363.2,190712.5
"370","Barking & Dagenham",548410,190760.3
"371","Barking & Dagenham",548453.8,190809.9
"372","Barking & Dagenham",548456.6,190813
"373","Barking & Dagenham",548515.1,190874.4
"374","Barking & Dagenham",548704.9,191069.9
"375","Barking & Dagenham",548767.5,191137.3
"376","Barking & Dagenham",548837.4,191107.8
"377","Barking & Dagenham",548869.9,191094.3
"378","Barking & Dagenham",548876.9,191090.1
"379","Barking & Dagenham",548881,191087.6
"380","Barking & Dagenham",548877.3,191055.8
"381","Barking & Dagenham",548878.9,191046.4
"382","Barking & Dagenham",548870.4,190998.2
"383","Barking & Dagenham",548867,190954.4
"384","Barking & Dagenham",548858.6,190892.3
"385","Barking & Dagenham",548851.9,190846.6
"386","Barking & Dagenham",548851.9,190846.2
"387","Barking & Dagenham",548881.6,190844
"388","Barking & Dagenham",548886.3,190843.7
"389","Barking & Dagenham",548881.8,190803
"390","Barking & Dagenham",548881.2,190797.5
"391","Barking & Dagenham",548997.2,190879.2
"392","Barking & Dagenham",549000.4,190881.4
"393","Barking & Dagenham",549019,190844.4
"394","Barking & Dagenham",549049.1,190789.6
"395","Barking & Dagenham",549075.3,190740.5
"396","Barking & Dagenham",549096.9,190701.9
"397","Barking & Dagenham",549088.5,190622.2
"398","Barking & Dagenham",549083.4,190516.4
"399","Barking & Dagenham",549076.7,190474.5
"400","Barking & Dagenham",549076.7,190381.3
"401","Barking & Dagenham",549071.8,190239
"402","Barking & Dagenham",549083.4,190205.9
"403","Barking & Dagenham",549098.8,190152.8
"404","Barking & Dagenham",549110.9,190109.9
"405","Barking & Dagenham",549116.5,190074.9
"406","Barking & Dagenham",549117.9,190041.8
"407","Barking & Dagenham",549122.3,190000
"408","Barking & Dagenham",549122.2,190000
"409","Barking & Dagenham",549120.8,189840.7
"410","Barking & Dagenham",549121.3,189718.1
"411","Barking & Dagenham",549120.4,189566
"412","Barking & Dagenham",549120.8,189449.8
"413","Barking & Dagenham",549121.1,189402.4
"414","Barking & Dagenham",549112.7,189365.8
"415","Barking & Dagenham",549102.4,189324.7
"416","Barking & Dagenham",549089.7,189304.8
"417","Barking & Dagenham",549060.1,189270.1
"418","Barking & Dagenham",549037.8,189244.1
"419","Barking & Dagenham",548995.2,189156.3
"420","Barking & Dagenham",548965,189086.5
"421","Barking & Dagenham",548954.6,189063.3
"422","Barking & Dagenham",548889.7,189065.8
"423","Barking & Dagenham",548884.8,188924.3
"424","Barking & Dagenham",548884.1,188746.7
"425","Barking & Dagenham",548882.4,188701.5
"426","Barking & Dagenham",548881.2,188669.1
"427","Barking & Dagenham",548875.3,188573.7
"428","Barking & Dagenham",548874.2,188496.3
"429","Barking & Dagenham",548946.8,188509.2
"430","Barking & Dagenham",548952.5,188492.4
"431","Barking & Dagenham",548958.5,188459.1
"432","Barking & Dagenham",548960.4,188445.1
"433","Barking & Dagenham",548959.4,188430.4
"434","Barking & Dagenham",548954.3,188379.7
"435","Barking & Dagenham",548950.1,188353.3
"436","Barking & Dagenham",548951.7,188303.5
"437","Barking & Dagenham",548953.6,188278.1
"438","Barking & Dagenham",548954.8,188235.7
"439","Barking & Dagenham",548947.1,188215.1
"440","Barking & Dagenham",548945.8,188213.3
"441","Barking & Dagenham",549019.2,188228.3
"442","Barking & Dagenham",549039,188085.4
"443","Barking & Dagenham",549045.9,188031.9
"444","Barking & Dagenham",549036.6,188029.4
"445","Barking & Dagenham",549051.7,187899.9
"446","Barking & Dagenham",549064.8,187886.2
"447","Barking & Dagenham",549077.8,187881.7
"448","Barking & Dagenham",549081.5,187857.3
"449","Barking & Dagenham",549085.6,187836.7
"450","Barking & Dagenham",548976.4,187817.3
"451","Barking & Dagenham",548871,187799.1
"452","Barking & Dagenham",548876.5,187776.9
"453","Barking & Dagenham",548884.8,187754
"454","Barking & Dagenham",548880.6,187748.9
"455","Barking & Dagenham",548880.1,187740.3
"456","Barking & Dagenham",548881.3,187727.5
"457","Barking & Dagenham",548893.7,187728.6
"458","Barking & Dagenham",548905.7,187728.1
"459","Barking & Dagenham",548914.6,187722.9
"460","Barking & Dagenham",548919.6,187717.4
"461","Barking & Dagenham",548924.3,187706
"462","Barking & Dagenham",549019.6,187715
"463","Barking & Dagenham",549032.3,187697.5
"464","Barking & Dagenham",549061.5,187660.1
"465","Barking & Dagenham",549067.9,187658.1
"466","Barking & Dagenham",549078.7,187659.2
"467","Barking & Dagenham",549091.5,187659.2
"468","Barking & Dagenham",549094.2,187658.6
"469","Barking & Dagenham",549098.7,187656.9
"470","Barking & Dagenham",549102.6,187653.9
"471","Barking & Dagenham",549105.3,187650.4
"472","Barking & Dagenham",549107.8,187643.9
"473","Barking & Dagenham",549112.7,187636.6
"474","Barking & Dagenham",549125.5,187631.5
"475","Barking & Dagenham",549133.8,187629.4
"476","Barking & Dagenham",549149.1,187626.6
"477","Barking & Dagenham",549161.4,187625.7
"478","Barking & Dagenham",549167,187625.9
"479","Barking & Dagenham",549171.9,187630.5
"480","Barking & Dagenham",549176.8,187635.8
"481","Barking & Dagenham",549187,187652.6
"482","Barking & Dagenham",549191.2,187655
"483","Barking & Dagenham",549195.4,187656.7
"484","Barking & Dagenham",549207.9,187650.4
"485","Barking & Dagenham",549231,187633.5
"486","Barking & Dagenham",549273.5,187595.2
"487","Barking & Dagenham",549289.3,187576.1
"488","Barking & Dagenham",549331.9,187535.5
"489","Barking & Dagenham",549365,187501.2
"490","Barking & Dagenham",549394.9,187467.1
"491","Barking & Dagenham",549410.7,187450.7
"492","Barking & Dagenham",549437.7,187422.8
"493","Barking & Dagenham",549447.1,187412.5
"494","Barking & Dagenham",549469.6,187386
"495","Barking & Dagenham",549478.2,187377.8
"496","Barking & Dagenham",549495.5,187362.9
"497","Barking & Dagenham",549504.2,187356.2
"498","Barking & Dagenham",549520.6,187349.9
"499","Barking & Dagenham",549529.4,187346
"500","Barking & Dagenham",549547.2,187336.8
"501","Barking & Dagenham",549555.8,187331.5
"502","Barking & Dagenham",549570.6,187316
"503","Barking & Dagenham",549582.8,187300.3
"504","Barking & Dagenham",549610.1,187275.5
"505","Barking & Dagenham",549651,187241.8
"506","Barking & Dagenham",549669.7,187222.4
"507","Barking & Dagenham",549674.7,187217.9
"508","Barking & Dagenham",549688.6,187222.2
"509","Barking & Dagenham",549709.2,187203.5
"510","Barking & Dagenham",549725.1,187184.2
"511","Barking & Dagenham",549739.9,187170
"512","Barking & Dagenham",549756.9,187156.6
"513","Barking & Dagenham",549779.7,187136.9
"514","Barking & Dagenham",549801.4,187121.2
"515","Barking & Dagenham",549813.6,187098.1
"516","Barking & Dagenham",549816.6,187091.1
"517","Barking & Dagenham",549823.2,187071
"518","Barking & Dagenham",549832.9,187061
"519","Barking & Dagenham",549853,187046
"520","Barking & Dagenham",549856.7,187037.5
"521","Barking & Dagenham",549860.4,187028.9
"522","Barking & Dagenham",549867.7,187012.5
"523","Barking & Dagenham",549870,187011.4
"524","Barking & Dagenham",549888.5,187002.5
"525","Barking & Dagenham",549913.6,186993.1
"526","Barking & Dagenham",549924,186985.7
"527","Barking & Dagenham",549936.4,186976
"528","Barking & Dagenham",549945.4,186967
"529","Barking & Dagenham",549951.9,186961.8
"530","Barking & Dagenham",549988.8,186983.1
"531","Barking & Dagenham",550010.3,186996.5
"532","Barking & Dagenham",550028.7,187006.6
"533","Barking & Dagenham",550055.5,187022.4
"534","Barking & Dagenham",550084.1,187040.5
"535","Barking & Dagenham",550123.1,187067.1
"536","Barking & Dagenham",550156.9,187088.2
"537","Barking & Dagenham",550185.1,187105.9
"538","Barking & Dagenham",550209.6,187120.5
"539","Barking & Dagenham",550218.4,187131.6
"540","Barking & Dagenham",550238.2,187142.6
"541","Barking & Dagenham",550256.3,187156
"542","Barking & Dagenham",550270.9,187162.5
"543","Barking & Dagenham",550282.3,187166.4
"544","Barking & Dagenham",550312.6,187175.2
"545","Barking & Dagenham",550340,187178.5
"546","Barking & Dagenham",550356.6,187182
"547","Barking & Dagenham",550366.3,187184
"548","Barking & Dagenham",550392.7,187189.2
"549","Barking & Dagenham",550404.5,187194.7
"550","Barking & Dagenham",550411.6,187197.4
"551","Barking & Dagenham",550425.6,187205.4
"552","Barking & Dagenham",550437.6,187214.3
"553","Barking & Dagenham",550449.4,187226.2
"554","Barking & Dagenham",550467.3,187240.2
"555","Barking & Dagenham",550482.9,187249.7
"556","Barking & Dagenham",550501,187258.7
"557","Barking & Dagenham",550508.9,187263.2
"558","Barking & Dagenham",550516.3,187268
"559","Barking & Dagenham",550531,187278.8
"560","Barking & Dagenham",550546.5,187286.4
"561","Barking & Dagenham",550590.6,187315.4
"562","Barking & Dagenham",550604.5,187321.7
"563","Barking & Dagenham",550634.4,187334
"564","Barking & Dagenham",550650.3,187340
"565","Barking & Dagenham",550681.2,187344.3
"566","Barking & Dagenham",550702.4,187348.5
"567","Barking & Dagenham",550715.2,187358.7
"568","Barking & Dagenham",550738.7,187373.8
"569","Barking & Dagenham",550766.7,187372
"570","Barking & Dagenham",550825,187357.8
"571","Barking & Dagenham",550878.5,187346.8
"572","Barking & Dagenham",550889.8,187343.7
"573","Barking & Dagenham",550922,187338.1
"574","Barking & Dagenham",550939.9,187337
"575","Barking & Dagenham",550971.7,187345.2
"576","Barking & Dagenham",550985.6,187348.1
"577","Barking & Dagenham",551018.9,187355
"578","Barking & Dagenham",551064.9,187363.2
"579","Barking & Dagenham",551102.7,187367
"580","Barking & Dagenham",551129.6,187367.3
"581","Barking & Dagenham",551160.6,187363.6
"582","Barking & Dagenham",551209.7,187363.2
"583","Barking & Dagenham",551219.4,187359.5
"584","Barking & Dagenham",551233.2,187359.5
"585","Barking & Dagenham",551274.8,187349.9
"586","Barking & Dagenham",551293.8,187349.7
"587","Barking & Dagenham",551298.3,187352.6
"588","Barking & Dagenham",551306.2,187357.6
"589","Barking & Dagenham",551324.9,187356.8
"590","Barking & Dagenham",551327.9,187355
"591","Barking & Dagenham",551381.4,187352
"592","Barking & Dagenham",551412.8,187347.1
"593","Barking & Dagenham",551426.3,187344.8
"594","Barking & Dagenham",551439.7,187343
"595","Barking & Dagenham",551449,187351.7
"596","Barking & Dagenham",551462,187362.7
"597","Barking & Dagenham",551493.8,187390.9
"598","Barking & Dagenham",551551.4,187442.9
"599","Barking & Dagenham",551552.7,187444
"600","Barking & Dagenham",551548.9,187412
"601","Barking & Dagenham",551548.2,187387.5
"602","Barking & Dagenham",551549.3,187374.3
"603","Barking & Dagenham",551549.8,187370.4
"604","Barking & Dagenham",551551.6,187366.4
"605","Barking & Dagenham",551552.9,187363.4
"606","Barking & Dagenham",551554.8,187358.9
"607","Barking & Dagenham",551545.7,187348.9
"608","Barking & Dagenham",551529.4,187325.2
"609","Barking & Dagenham",551519.5,187311.9
"610","Barking & Dagenham",551508.3,187298.2
"611","Barking & Dagenham",551490.2,187278.3
"612","Barking & Dagenham",551482.4,187269.2
"613","Barking & Dagenham",551477.1,187258.8
"614","Barking & Dagenham",551474.7,187247.4
"615","Barking & Dagenham",551468,187215.7
"616","Barking & Dagenham",551456.5,187165.6
"617","Barking & Dagenham",551453.2,187153.8
"618","Barking & Dagenham",551449.8,187149.1
