rownames,education,n_jobs,years_exp,honors,volunteer,military,emp_holes,occup_specific,occup_broad,work_in_school,email,computer_skills,special_skills,first_name,sex,race,h,l,call,city,kind,ad_id,frac_black,frac_white,l_med_hh_inc,frac_dropout,frac_colp,l_inc,col,exp_min_req,school_req,eoe,parent_sales,parent_emp,branch_sales,branch_emp,fed,frac_black_emp_zip,frac_white_emp_zip,l_med_hh_inc_emp_zip,frac_dropout_emp_zip,frac_colp_emp_zip,l_inc_emp_zip,manager,supervisor,secretary,off_support,sales_rep,retail_sales,req,exp_req,com_req,educ_req,comp_req,org_req,manuf,trans_com,bank_real,trade,bus_service,oth_service,miss_ind,ownership
11,4,4,8,0,1,0,1,379,6,0,1,1,1,Aisha,f,b,1,0,0,c,a,387,0.7046453952789307,0.2521640658378601,10.004870414733887,0.15066847205162048,0.30199411511421204,9.668208122253418,1,some,,1,9.399999618530273,143,9.399999618530273,143,0,0.2047635018825531,0.7270459532737732,10.619399070739746,0.07049313932657242,0.3699030876159668,10.007351875305176,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,Nonprofit
12,4,4,8,0,0,0,0,316,6,1,1,1,0,Allison,f,w,1,0,0,c,a,387,0.9920427203178406,0.00481428811326623,8.841737747192383,0.2950934171676636,0.05318167060613632,8.507345199584961,1,some,,1,9.399999618530273,143,9.399999618530273,143,0,0.2047635018825531,0.7270459532737732,10.619399070739746,0.07049313932657242,0.3699030876159668,10.007351875305176,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,Nonprofit
13,4,4,4,0,0,0,1,27,1,0,0,1,1,Aisha,f,b,0,1,0,c,a,388,0.9452906847000122,0.048330310732126236,9.892426490783691,0.25186488032341003,0.05598159506917,8.934060096740723,1,,,1,18.399999618530273,55,,,0,0.0040302518755197525,0.9264852404594421,11.129759788513184,0.04983082786202431,0.3947656452655792,10.51870059967041,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,Private
14,4,2,4,0,0,0,0,21,1,1,0,1,0,Carrie,f,w,0,1,0,c,a,388,0.9894956350326538,0.004863125272095203,9.474318504333496,0.25740963220596313,0.04815378040075302,8.69767951965332,1,,,1,18.399999618530273,55,,,0,0.0040302518755197525,0.9264852404594421,11.129759788513184,0.04983082786202431,0.3947656452655792,10.51870059967041,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,Private
15,4,2,5,0,1,0,0,263,4,0,1,0,1,Aisha,f,b,1,0,0,c,s,389,0.9770772457122803,0.014099708758294582,10.03205680847168,0.23124893009662628,0.05475415289402008,8.87933349609375,1,,,1,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
16,1,3,4,0,0,0,0,316,6,0,0,1,1,Geoffrey,m,w,0,1,0,c,s,389,0.9894956350326538,0.004863125272095203,9.474318504333496,0.25740963220596313,0.04815378040075302,8.69767951965332,0,,,1,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
17,4,3,5,0,1,0,0,268,4,1,1,0,0,Matthew,m,w,1,0,0,c,s,389,0.05135418102145195,0.8910931348800659,10.631060600280762,0.07443085312843323,0.5424734950065613,10.56004810333252,1,,,1,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
18,4,3,6,0,0,0,0,267,4,0,0,0,1,Tamika,f,b,0,1,0,c,s,389,0.19882352650165558,0.5691676139831543,10.068281173706055,0.1397114247083664,0.2880133092403412,9.64749813079834,1,,,1,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
19,4,2,6,1,1,0,0,266,4,1,1,0,1,Jill,f,w,1,0,0,c,s,390,,,,,,,1,,,0,77.69999694824219,850,,,0,0.007659558206796646,0.9522180557250977,10.876441955566406,0.05948986858129501,0.32350704073905945,10.032276153564453,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
20,2,2,8,0,0,0,1,265,4,0,0,0,0,Latonya,f,b,0,1,0,c,s,390,0.8321388959884644,0.1387261003255844,9.692643165588379,0.21779243648052216,0.1583670973777771,9.240675926208496,0,,,0,77.69999694824219,850,,,0,0.007659558206796646,0.9522180557250977,10.876441955566406,0.05948986858129501,0.32350704073905945,10.032276153564453,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
21,4,3,4,0,1,0,0,316,6,1,1,1,1,Leroy,m,b,1,0,0,c,s,390,0.19882352650165558,0.5691676139831543,10.068281173706055,0.1397114247083664,0.2880133092403412,9.64749813079834,1,,,0,77.69999694824219,850,,,0,0.007659558206796646,0.9522180557250977,10.876441955566406,0.05948986858129501,0.32350704073905945,10.032276153564453,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
22,4,3,3,0,0,0,0,317,6,0,0,1,1,Todd,m,w,0,1,0,c,s,390,0.33616510033607483,0.6373696327209473,10.431907653808594,0.10884786397218704,0.40657591819763184,10.412140846252441,1,,,0,77.69999694824219,850,,,0,0.007659558206796646,0.9522180557250977,10.876441955566406,0.05948986858129501,0.32350704073905945,10.032276153564453,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
23,2,2,2,0,0,0,0,265,4,0,0,0,0,Allison,f,w,0,1,0,c,s,392,0.002174998866394162,0.7892667651176453,10.247857093811035,0.29945704340934753,0.0711788460612297,9.3661470413208,0,,somcol,0,,,,,0,,,,,,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,
24,4,3,7,0,0,0,1,313,5,0,0,1,0,Carrie,f,w,0,1,0,c,a,391,0.2707330584526062,0.5491560101509094,10.061985969543457,0.14872358739376068,0.24232754111289978,9.438431739807129,1,some,colp,0,2092.5,8667,,,1,0.8321388959884644,0.1387261003255844,9.692643165588379,0.21779243648052216,0.1583670973777771,9.240675926208496,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,Nonprofit
25,4,3,3,0,1,0,0,316,6,0,1,1,1,Greg,m,w,1,0,0,c,s,392,0.18146951496601105,0.5718327760696411,10.21782398223877,0.2580026686191559,0.07340852171182632,9.19156551361084,1,,somcol,0,,,,,0,,,,,,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,
26,4,4,6,0,0,0,1,313,5,1,0,1,0,Keisha,f,b,0,1,0,c,a,391,0.45430296659469604,0.27144917845726013,9.895606994628906,0.24814151227474213,0.15117193758487701,9.291090965270996,1,some,colp,0,2092.5,8667,,,1,0.8321388959884644,0.1387261003255844,9.692643165588379,0.21779243648052216,0.1583670973777771,9.240675926208496,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,Nonprofit
27,1,3,4,0,1,0,0,316,6,0,1,1,1,Keisha,f,b,1,0,0,c,s,392,0.6911067962646484,0.15632283687591553,10.099629402160645,0.22815757989883423,0.050933632999658585,8.959954261779785,0,,somcol,0,,,,,0,,,,,,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,
28,3,4,6,0,1,0,1,313,5,0,1,1,1,Kristen,f,w,1,0,0,c,a,391,0.15995018184185028,0.3477667570114136,9.841772079467773,0.3047986328601837,0.03697728365659714,8.810310363769531,0,some,colp,0,2092.5,8667,,,1,0.8321388959884644,0.1387261003255844,9.692643165588379,0.21779243648052216,0.1583670973777771,9.240675926208496,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,Nonprofit
29,3,3,7,0,0,0,0,313,5,1,1,1,0,Lakisha,f,b,1,0,0,c,a,391,0.05135418102145195,0.8910931348800659,10.631060600280762,0.07443085312843323,0.5424734950065613,10.56004810333252,0,some,colp,0,2092.5,8667,,,1,0.8321388959884644,0.1387261003255844,9.692643165588379,0.21779243648052216,0.1583670973777771,9.240675926208496,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,Nonprofit
30,4,3,2,0,0,0,0,317,6,0,0,1,1,Tamika,f,b,0,1,0,c,s,392,0.6911067962646484,0.15632283687591553,10.099629402160645,0.22815757989883423,0.050933632999658585,8.959954261779785,1,,somcol,0,,,,,0,,,,,,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,
31,2,2,6,0,0,0,0,189,1,0,0,1,0,Allison,f,w,0,1,0,c,a,393,0.08073566854000092,0.888373851776123,10.408827781677246,0.23368677496910095,0.0872853547334671,9.532858848571777,0,,,0,,,,,,0.19882352650165558,0.5691676139831543,10.068281173706055,0.1397114247083664,0.2880133092403412,9.64749813079834,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,
32,3,4,6,0,0,0,0,185,1,1,0,1,0,Keisha,f,b,0,1,0,c,a,393,0.19882352650165558,0.5691676139831543,10.068281173706055,0.1397114247083664,0.2880133092403412,9.64749813079834,0,,,0,,,,,,0.19882352650165558,0.5691676139831543,10.068281173706055,0.1397114247083664,0.2880133092403412,9.64749813079834,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,
33,3,2,9,0,1,0,1,255,3,0,1,1,0,Kristen,f,w,1,0,0,c,a,393,0.10974837094545364,0.5074464082717896,9.869257926940918,0.2993382513523102,0.09411431849002838,9.028338432312012,0,,,0,,,,,,0.19882352650165558,0.5691676139831543,10.068281173706055,0.1397114247083664,0.2880133092403412,9.64749813079834,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,
34,4,3,6,1,0,0,1,323,6,1,1,1,0,Latonya,f,b,1,0,0,c,a,393,0.512182354927063,0.29889920353889465,9.662879943847656,0.25743797421455383,0.03578464686870575,8.733271598815918,1,,,0,,,,,,0.19882352650165558,0.5691676139831543,10.068281173706055,0.1397114247083664,0.2880133092403412,9.64749813079834,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,
35,2,2,4,0,0,0,0,265,4,0,0,0,0,Brad,m,w,0,1,0,c,s,395,0.7046453952789307,0.2521640658378601,10.004870414733887,0.15066847205162048,0.30199411511421204,9.668208122253418,0,,,0,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
36,3,3,5,0,1,0,0,379,6,1,1,1,0,Jill,f,w,1,0,0,c,a,394,0.2707330584526062,0.5491560101509094,10.061985969543457,0.14872358739376068,0.24232754111289978,9.438431739807129,0,3,,1,4,30,4,30,0,0.0040302518755197525,0.9264852404594421,11.129759788513184,0.04983082786202431,0.3947656452655792,10.51870059967041,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,Private
37,4,3,4,0,0,0,1,313,5,0,0,1,0,Keisha,f,b,0,1,0,c,a,394,0.3975946605205536,0.18019559979438782,9.876218795776367,0.3128727674484253,0.030846862122416496,8.728263854980469,1,3,,1,4,30,4,30,0,0.0040302518755197525,0.9264852404594421,11.129759788513184,0.04983082786202431,0.3947656452655792,10.51870059967041,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,Private
38,4,3,3,0,0,0,0,317,6,0,0,0,1,Keisha,f,b,0,1,0,c,s,395,0.9770772457122803,0.014099708758294582,10.03205680847168,0.23124893009662628,0.05475415289402008,8.87933349609375,1,,,0,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
39,3,3,4,0,1,1,0,316,6,1,1,1,0,Lakisha,f,b,1,0,0,c,a,394,0.2172490358352661,0.49577343463897705,9.965052604675293,0.1972654014825821,0.2234298139810562,9.422948837280273,0,3,,1,4,30,4,30,0,0.0040302518755197525,0.9264852404594421,11.129759788513184,0.04983082786202431,0.3947656452655792,10.51870059967041,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,Private
40,4,3,5,0,1,0,0,267,4,1,1,0,1,Laurie,f,w,1,0,0,c,s,395,0.002795683452859521,0.952140212059021,10.453600883483887,0.23644527792930603,0.12498008459806442,9.621058464050293,1,,,0,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
41,4,2,5,1,0,0,1,313,5,0,0,1,0,Meredith,f,w,0,1,0,c,a,394,0.10430054366588593,0.8373702168464661,10.466753959655762,0.10133465379476547,0.5916954874992371,10.540328979492188,1,3,,1,4,30,4,30,0,0.0040302518755197525,0.9264852404594421,11.129759788513184,0.04983082786202431,0.3947656452655792,10.51870059967041,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,Private
42,4,3,5,0,1,0,0,17,1,1,1,0,1,Tyrone,m,b,1,0,0,c,s,395,0.5308703184127808,0.2944415211677551,10.244058609008789,0.2161736637353897,0.09434805810451508,9.266626358032227,1,,,0,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
43,4,4,7,0,1,0,1,195,1,0,1,1,0,Anne,f,w,1,0,0,c,a,396,0.10974837094545364,0.5074464082717896,9.869257926940918,0.2993382513523102,0.09411431849002838,9.028338432312012,1,2,colp,0,,,,,,,,,,,,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,
44,4,4,6,0,0,0,0,185,1,1,0,1,0,Emily,f,w,0,1,0,c,a,396,0.102952741086483,0.7295252084732056,10.29255199432373,0.23027867078781128,0.08709705621004105,9.38454532623291,1,2,colp,0,,,,,,,,,,,,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,
45,4,4,5,0,0,0,1,329,6,0,0,1,1,Latoya,f,b,0,1,0,c,a,396,0.07601942867040634,0.4409085214138031,9.986771583557129,0.2752772569656372,0.08479611575603485,9.041803359985352,1,2,colp,0,,,,,,,,,,,,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,
46,3,2,7,0,1,0,1,255,3,0,1,1,0,Tamika,f,b,1,0,0,c,a,396,0.8321388959884644,0.1387261003255844,9.692643165588379,0.21779243648052216,0.1583670973777771,9.240675926208496,0,2,colp,0,,,,,,,,,,,,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,
47,0,2,4,0,1,0,1,13,1,0,1,1,1,Brad,m,w,1,0,0,c,s,397,0.002795683452859521,0.952140212059021,10.453600883483887,0.23644527792930603,0.12498008459806442,9.621058464050293,0,,,0,,,,,0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
48,4,3,5,0,1,0,0,17,1,1,1,0,1,Latoya,f,b,1,0,0,c,s,397,0.08073566854000092,0.888373851776123,10.408827781677246,0.23368677496910095,0.0872853547334671,9.532858848571777,1,,,0,,,,,0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
49,4,3,4,0,0,0,1,313,5,0,0,1,0,Kristen,f,w,0,1,0,c,a,398,0.102952741086483,0.7295252084732056,10.29255199432373,0.23027867078781128,0.08709705621004105,9.38454532623291,1,,,0,217.10000610351562,1074,,,0,,,,,,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Public
50,4,3,5,0,0,0,0,337,6,1,1,1,1,Latonya,f,b,1,0,0,c,a,398,0.45430296659469604,0.27144917845726013,9.895606994628906,0.24814151227474213,0.15117193758487701,9.291090965270996,1,,,0,217.10000610351562,1074,,,0,,,,,,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Public
51,4,4,6,0,0,0,1,313,5,1,0,1,0,Latoya,f,b,0,1,0,c,a,398,0.8321388959884644,0.1387261003255844,9.692643165588379,0.21779243648052216,0.1583670973777771,9.240675926208496,1,,,0,217.10000610351562,1074,,,0,,,,,,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Public
52,4,3,6,0,1,0,0,313,5,1,1,1,0,Laurie,f,w,1,0,0,c,a,398,0.016486627981066704,0.7449894547462463,10.24242115020752,0.2381955236196518,0.13857372105121613,9.446834564208984,1,,,0,217.10000610351562,1074,,,0,,,,,,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Public
53,4,5,13,0,0,0,1,326,6,1,0,1,1,Allison,f,w,0,1,0,c,a,399,0.45430296659469604,0.27144917845726013,9.895606994628906,0.24814151227474213,0.15117193758487701,9.291090965270996,1,some,,0,,,,,0,0.125,0.875,11.814311027526855,0,0.8928571343421936,11.36244010925293,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Private
54,4,2,19,1,0,0,1,313,5,0,0,1,1,Ebony,f,b,0,1,0,c,a,399,0.016486627981066704,0.7449894547462463,10.24242115020752,0.2381955236196518,0.13857372105121613,9.446834564208984,1,some,,0,,,,,0,0.125,0.875,11.814311027526855,0,0.8928571343421936,11.36244010925293,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Private
55,2,3,5,0,1,0,0,365,6,1,1,0,0,Jay,m,w,1,0,0,c,s,400,0.15995018184185028,0.3477667570114136,9.841772079467773,0.3047986328601837,0.03697728365659714,8.810310363769531,0,some,,0,,840,,840,1,,,,,,,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,Private
56,4,5,7,0,0,1,1,34,1,0,1,1,1,Keisha,f,b,1,0,0,c,a,399,0.9487666487693787,0.0330410972237587,10.29576587677002,0.18481998145580292,0.10012099891901016,9.191259384155273,1,some,,0,,,,,0,0.125,0.875,11.814311027526855,0,0.8928571343421936,11.36244010925293,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Private
57,4,4,21,0,0,0,1,34,1,1,1,1,0,Laurie,f,w,1,0,0,c,a,399,0.9894956350326538,0.004863125272095203,9.474318504333496,0.25740963220596313,0.04815378040075302,8.69767951965332,1,some,,0,,,,,0,0.125,0.875,11.814311027526855,0,0.8928571343421936,11.36244010925293,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Private
58,2,3,5,0,1,0,0,22,1,1,1,0,1,Tyrone,m,b,1,0,0,c,s,400,0.10430054366588593,0.8373702168464661,10.466753959655762,0.10133465379476547,0.5916954874992371,10.540328979492188,0,some,,0,,840,,840,1,,,,,,,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,Private
59,4,4,4,0,0,0,1,229,6,1,0,1,1,Anne,f,w,0,1,0,c,a,401,0.9714688062667847,0.024071501567959785,9.929739952087402,0.1700175404548645,0.14969293773174286,9.3217926025390625,1,,somcol,1,,,,,,0.08995632827281952,0.8628820776939392,10.987274169921875,0.027947599068284035,0.6067685484886169,10.978984832763672,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,Nonprofit
60,4,3,5,0,0,0,0,337,6,1,1,1,1,Lakisha,f,b,1,0,0,c,a,401,0.002174998866394162,0.7892667651176453,10.247857093811035,0.29945704340934753,0.0711788460612297,9.3661470413208,1,,somcol,1,,,,,,0.08995632827281952,0.8628820776939392,10.987274169921875,0.027947599068284035,0.6067685484886169,10.978984832763672,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,Nonprofit
61,4,4,6,0,0,0,0,185,1,1,0,1,0,Latonya,f,b,0,1,0,c,a,401,0.052359964698553085,0.7863585352897644,10.435556411743164,0.13011211156845093,0.2843148410320282,9.743377685546875,1,,somcol,1,,,,,,0.08995632827281952,0.8628820776939392,10.987274169921875,0.027947599068284035,0.6067685484886169,10.978984832763672,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,Nonprofit
62,3,3,5,0,1,0,0,379,6,1,1,1,0,Meredith,f,w,1,0,0,c,a,401,0.052359964698553085,0.7863585352897644,10.435556411743164,0.13011211156845093,0.2843148410320282,9.743377685546875,0,,somcol,1,,,,,,0.08995632827281952,0.8628820776939392,10.987274169921875,0.027947599068284035,0.6067685484886169,10.978984832763672,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,Nonprofit
63,0,2,5,0,1,0,0,13,1,0,1,1,1,Allison,f,w,1,0,0,c,s,403,0.9714688062667847,0.024071501567959785,9.929739952087402,0.1700175404548645,0.14969293773174286,9.3217926025390625,0,,,0,,,,,0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
64,4,2,6,0,0,0,0,189,1,0,0,0,0,Carrie,f,w,0,1,0,c,a,402,0.5308703184127808,0.2944415211677551,10.244058609008789,0.2161736637353897,0.09434805810451508,9.266626358032227,1,,,1,15,90,,,0,0.0020480758976191282,0.8693543076515198,10.455790519714355,0.20680177211761475,0.10057130455970764,9.564723014831543,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
65,4,3,6,0,1,0,0,268,4,1,1,0,0,Ebony,f,b,1,0,0,c,s,403,0.8321388959884644,0.1387261003255844,9.692643165588379,0.21779243648052216,0.1583670973777771,9.240675926208496,1,,,0,,,,,0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
66,4,4,6,0,0,0,1,329,6,0,0,1,1,Kenya,f,b,0,1,0,c,a,402,0.1166238933801651,0.7283392548561096,10.287047386169434,0.13984276354312897,0.36563608050346375,9.933725357055664,1,,,1,15,90,,,0,0.0020480758976191282,0.8693543076515198,10.455790519714355,0.20680177211761475,0.10057130455970764,9.564723014831543,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
67,4,3,6,1,0,0,1,323,6,1,1,1,0,Lakisha,f,b,1,0,0,c,a,402,0.9920427203178406,0.00481428811326623,8.841737747192383,0.2950934171676636,0.05318167060613632,8.507345199584961,1,,,1,15,90,,,0,0.0020480758976191282,0.8693543076515198,10.455790519714355,0.20680177211761475,0.10057130455970764,9.564723014831543,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
68,3,3,4,0,1,1,0,316,6,1,1,1,0,Laurie,f,w,1,0,0,c,a,402,0.6911067962646484,0.15632283687591553,10.099629402160645,0.22815757989883423,0.050933632999658585,8.959954261779785,0,,,1,15,90,,,0,0.0020480758976191282,0.8693543076515198,10.455790519714355,0.20680177211761475,0.10057130455970764,9.564723014831543,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
69,4,4,8,0,1,0,1,195,1,0,1,1,0,Aisha,f,b,1,0,0,c,a,404,0.19882352650165558,0.5691676139831543,10.068281173706055,0.1397114247083664,0.2880133092403412,9.64749813079834,1,,,0,1166,10000,14.300000190734863,175,0,0.01972205564379692,0.7992655634880066,10.714818000793457,0.09766057878732681,0.31875020265579224,9.934404373168945,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,Private
70,4,4,5,0,0,0,1,229,6,1,0,1,0,Anne,f,w,0,1,0,c,a,404,0.01451699249446392,0.9736754298210144,10.565582275390625,0.11620283871889114,0.15647578239440918,9.718663215637207,1,,,0,1166,10000,14.300000190734863,175,0,0.01972205564379692,0.7992655634880066,10.714818000793457,0.09766057878732681,0.31875020265579224,9.934404373168945,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,Private
