"","year","term","subject","subject_abbr","course","course_num","course_numeric","seminar","ind_study","apprenticeship","internship","honors_contracts","laboratory","special_topic"
"13",2018,"Fall","African American Studies","AF AMER","Race, Inequality, and Public Policy","M120",120,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"14",2018,"Fall","African American Studies","AF AMER","Topics in African American Literature: Toni Morrison's Literary Trilogy","M179A",179,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"15",2018,"Fall","African American Studies","AF AMER","Special Courses in African American Studies","188A",188,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16",2018,"Fall","African American Studies","AF AMER","Special Courses in African American Studies: Afro-Indigenous History: from Enslavement and Settlement to Black Lives Matter and Indigenous Sovereignty","188A",188,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"17",2018,"Fall","African American Studies","AF AMER","Special Courses in African American Studies: Sunken Place: Racism, Survival, and Black Horror Aesthetic","188A",188,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"18",2018,"Fall","African American Studies","AF AMER","Individual Studies for USIE Facilitators","188SA",188,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"19",2018,"Fall","African American Studies","AF AMER","Variable Topics Research Seminars: Afro-American Studies","C191",191,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"20",2018,"Fall","African American Studies","AF AMER","Variable Topics Research Seminars: Afro-American Studies: Microphone Fiends: Hip-Hop and Spoken Word","C191",191,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"21",2018,"Fall","African American Studies","AF AMER","Culture, Communications, and Human Development Research Group Seminars","M194C",194,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"22",2018,"Fall","African American Studies","AF AMER","Honors Research in Afro-American Studies","198",198,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"23",2018,"Fall","African American Studies","AF AMER","Directed Research or Senior Project in Afro-American Studies","199",199,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"24",2018,"Fall","African American Studies","AF AMER","Advanced Historiography: African American","M200A",200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"25",2018,"Fall","African American Studies","AF AMER","Political Economy of Race","M200B",200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"26",2018,"Fall","African American Studies","AF AMER","Survey of Afro-American Research","270A",270,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"27",2018,"Fall","African American Studies","AF AMER","Special Topics in Afro-American Studies: African Americans and Latino Relations in U.S.","C291",291,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"28",2018,"Fall","African American Studies","AF AMER","Special Topics in Afro-American Studies: Black Studies Movement","C291",291,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"29",2018,"Fall","African American Studies","AF AMER","Teaching Apprentice Practicum","375",375,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"30",2018,"Fall","African American Studies","AF AMER","Directed Readings and Tutorials","596",596,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"31",2018,"Fall","African American Studies","AF AMER","Preparation for M.A. Comprehensive Examination","597",597,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"32",2018,"Fall","African American Studies","AF AMER","Research for and Preparation of M.A. Thesis","598",598,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"33",2018,"Fall","African Studies","AFRC ST","Africa and Professions","201B",201,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"34",2018,"Fall","African Studies","AFRC ST","Directed Individual Study or Research","596",596,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"35",2018,"Fall","African Studies","AFRC ST","Preparation for M.A. Comprehensive Examination","597",597,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"36",2018,"Fall","African Studies","AFRC ST","Research for and Preparation of M.A. Thesis","598",598,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"37",2018,"Fall","American Indian Studies","AM IND","Introduction to American Indian Studies","M10",10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"38",2018,"Fall","American Indian Studies","AM IND","Language Endangerment and Linguistic Revitalization","M162",162,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"39",2018,"Fall","American Indian Studies","AM IND","Cultural World Views of Native America","M200B",200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"40",2018,"Fall","American Indian Studies","AM IND","Tribal Legal Development Clinic","238A",238,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"41",2018,"Fall","American Indian Studies","AM IND","Teaching Apprentice Practicum","375",375,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"42",2018,"Fall","American Indian Studies","AM IND","Directed Individual Studies","596",596,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"43",2018,"Fall","American Indian Studies","AM IND","Research for and Preparation of M.A. Thesis","598",598,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"44",2018,"Fall","American Sign Language","ASL","Elementary American Sign Language","1",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"45",2018,"Fall","American Sign Language","ASL","Intermediate American Sign Language","4",4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"46",2018,"Fall","Ancient Near East","AN N EA","Jerusalem: Holy City","10W",10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"47",2018,"Fall","Ancient Near East","AN N EA","First Civilizations","M50A",50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"48",2018,"Fall","Ancient Near East","AN N EA","Art and Architecture of Ancient Egypt, Predynastic Period to New Kingdom","CM101A",101,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"49",2018,"Fall","Ancient Near East","AN N EA","History of Ancient Egypt","M103A",103,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"50",2018,"Fall","Ancient Near East","AN N EA","Iranian Civilization: History of Achaemenid Empire","M110A",110,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"51",2018,"Fall","Ancient Near East","AN N EA","Survey of Ancient Near Eastern Literatures in English: Egypt","150B",150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"52",2018,"Fall","Ancient Near East","AN N EA","Individual Studies in Ancient Near East","197",197,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"53",2018,"Fall","Ancient Near East","AN N EA","Directed Research or Senior Project in Ancient Near East","199",199,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"54",2018,"Fall","Ancient Near East","AN N EA","Seminar: Ancient Syria/Palestine","230",230,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"55",2018,"Fall","Ancient Near East","AN N EA","Seminar: Ancient Near Eastern Archaeology","260",260,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"56",2018,"Fall","Ancient Near East","AN N EA","Practical Field Archaeology","261",261,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"57",2018,"Fall","Ancient Near East","AN N EA","Art and Architecture of Ancient Egypt, Predynastic Period to New Kingdom","C267A",267,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"58",2018,"Fall","Ancient Near East","AN N EA","Old Egyptian","270",270,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"59",2018,"Fall","Ancient Near East","AN N EA","Directed Individual Study","596",596,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"60",2018,"Fall","Ancient Near East","AN N EA","Examination Preparation","597",597,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"61",2018,"Fall","Ancient Near East","AN N EA","Ph.D. Dissertation Research and Preparation","599",599,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"62",2018,"Fall","Anesthesiology","ANES","Student Research Program","99",99,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"63",2018,"Fall","Anesthesiology","ANES","Directed Research in Anesthesiology","199",199,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"64",2018,"Fall","Anthropology","ANTHRO","Archaeology: Introduction","2",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"65",2018,"Fall","Anthropology","ANTHRO","Culture and Society","3",3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"66",2018,"Fall","Anthropology","ANTHRO","Culture and Communication","4",4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"67",2018,"Fall","Anthropology","ANTHRO","Animals in Translation: Evolutionary Approaches to Animal Thinking and Autism","19",19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"68",2018,"Fall","Anthropology","ANTHRO","Character of Characters: Personality Description Using California Q-Sort","19",19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"69",2018,"Fall","Anthropology","ANTHRO","Colonial Landscapes of Southern California","19",19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"70",2018,"Fall","Anthropology","ANTHRO","Long-Term Studies of Animal Behavior","19",19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"71",2018,"Fall","Anthropology","ANTHRO","UCLA Centennial Initiative: Celebration of UCLA American Indian Studies","19",19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"72",2018,"Fall","Anthropology","ANTHRO","Why am I Crying over These Kittens?","19",19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"73",2018,"Fall","Anthropology","ANTHRO","Honors Seminars: Honors Seminar for Anthropology 4","89",89,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"74",2018,"Fall","Anthropology","ANTHRO","Honors Contracts","89HC",89,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"75",2018,"Fall","Anthropology","ANTHRO","Student Research Program","99",99,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"76",2018,"Fall","Anthropology","ANTHRO","History of Anthropology","100",100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"77",2018,"Fall","Anthropology","ANTHRO","Principles of Archaeology","110",110,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"78",2018,"Fall","Anthropology","ANTHRO","Archaeology of North America","113P",113,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"79",2018,"Fall","Anthropology","ANTHRO","Selected Topics in Archaeology of China","116Q",116,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"80",2018,"Fall","Anthropology","ANTHRO","Selected Laboratory Topics in Archaeology","C117",117,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"81",2018,"Fall","Anthropology","ANTHRO","Evolution of Personality","124T",124,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"82",2018,"Fall","Anthropology","ANTHRO","Paleopathology","126P",126,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"83",2018,"Fall","Anthropology","ANTHRO","Primate Behavior Nonhuman to Human","128P",128,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"84",2018,"Fall","Anthropology","ANTHRO","Hormones and Behavior in Humans and Other Animals","M128R",128,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"85",2018,"Fall","Anthropology","ANTHRO","Study of Culture","130",130,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"86",2018,"Fall","Anthropology","ANTHRO","Introduction to Psychological Anthropology: Current Topics and Research","136B",136,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"87",2018,"Fall","Anthropology","ANTHRO","Field Methods in Cultural Anthropology","138P",138,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"88",2018,"Fall","Anthropology","ANTHRO","Selected Topics in Cultural Anthropology","139",139,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"89",2018,"Fall","Anthropology","ANTHRO","Selected Topics in Cultural Anthropology: Doctors, Clinics, and Biomedicine","139",139,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"90",2018,"Fall","Anthropology","ANTHRO","Ethnic and Religious Minorities","142Q",142,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"91",2018,"Fall","Anthropology","ANTHRO","Marriage, Family, and Kinship","M145P",145,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"92",2018,"Fall","Anthropology","ANTHRO","Past People and Their Lessons for Our Own Future","M148",148,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"93",2018,"Fall","Anthropology","ANTHRO","Selected Topics in Social Anthropology: Careers in Anthropology","149",149,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"94",2018,"Fall","Anthropology","ANTHRO","Language and Identity","153",153,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"95",2018,"Fall","Anthropology","ANTHRO","Language Endangerment and Linguistic Revitalization","M156",156,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"96",2018,"Fall","Anthropology","ANTHRO","Selected Topics in Linguistic Anthropology: Human-Nonhuman Communication: Anthropological Perspectives on Language and Cross-Species Interaction","159",159,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"97",2018,"Fall","Anthropology","ANTHRO","Culture Area of Maghrib (North Africa)","M166Q",166,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"98",2018,"Fall","Anthropology","ANTHRO","Honors Contracts","189HC",189,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"99",2018,"Fall","Anthropology","ANTHRO","Data Analysis","191HC",191,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"100",2018,"Fall","Anthropology","ANTHRO","Research Group Seminars: Anthropology","194",194,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"101",2018,"Fall","Anthropology","ANTHRO","Individual Studies in Anthropology","197",197,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"102",2018,"Fall","Anthropology","ANTHRO","Directed Research in Anthropology","199",199,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"103",2018,"Fall","Anthropology","ANTHRO","Conceptualizing Anthropological Research","200",200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"104",2018,"Fall","Anthropology","ANTHRO","Graduate Core Seminar: Archaeology","M201A",201,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"105",2018,"Fall","Anthropology","ANTHRO","Biological Anthropology Colloquium","202",202,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"106",2018,"Fall","Anthropology","ANTHRO","Core Seminar: Sociocultural Anthropology--Historical and Philosophical Foundations of Anthropology","203A",203,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"107",2018,"Fall","Anthropology","ANTHRO","Core Seminar: Linguistic Anthropology","204",204,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"108",2018,"Fall","Anthropology","ANTHRO","Selected Laboratory Topics in Archaeology","CM217",217,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"109",2018,"Fall","Anthropology","ANTHRO","Selected Topics in Anthropological/Archaeological Theory: Issues in Indigenous Archaeology","219",219,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"110",2018,"Fall","Anthropology","ANTHRO","Behavior, Evolution, and Culture","221",221,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"111",2018,"Fall","Anthropology","ANTHRO","Experimental Biological Anthropology","223",223,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"112",2018,"Fall","Anthropology","ANTHRO","Mind, Medicine, and Culture","234",234,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"113",2018,"Fall","Anthropology","ANTHRO","Psychological Anthropology: Studying Social Emotions: Kama Muta","M237",237,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"114",2018,"Fall","Anthropology","ANTHRO","Culture, Power, Social Change","241",241,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"115",2018,"Fall","Anthropology","ANTHRO","Urban Anthropology","242",242,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"116",2018,"Fall","Anthropology","ANTHRO","Discourse Laboratory","254",254,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"117",2018,"Fall","Anthropology","ANTHRO","Selected Topics in Anthropology","299",299,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"118",2018,"Fall","Anthropology","ANTHRO","Teaching Apprentice Practicum","375",375,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"119",2018,"Fall","Anthropology","ANTHRO","Teaching Anthropology","495",495,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"120",2018,"Fall","Anthropology","ANTHRO","Individual Studies for Graduate Students","596",596,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"121",2018,"Fall","Anthropology","ANTHRO","Preparation for Ph.D. Qualifying Examination","597",597,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"122",2018,"Fall","Anthropology","ANTHRO","Research for and Preparation of M.A. Thesis","598",598,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"123",2018,"Fall","Anthropology","ANTHRO","Research for Ph.D. Dissertation","599",599,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"124",2018,"Fall","Applied Linguistics","APPLING","Introduction to Language Learning and Language Teaching","101W",101,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"125",2018,"Fall","Applied Linguistics","APPLING","Directed Individual Study","596",596,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"126",2018,"Fall","Applied Linguistics","APPLING","Preparation for Ph.D. Candidacy Examination","597",597,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"127",2018,"Fall","Applied Linguistics","APPLING","Research for and Preparation of Ph.D. Dissertation","599",599,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"128",2018,"Fall","Arabic",NA,"Elementary Standard Arabic","1A",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"129",2018,"Fall","Arabic",NA,"Student Research Program","99",99,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"130",2018,"Fall","Arabic",NA,"Intermediate Standard Arabic","102A",102,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"131",2018,"Fall","Arabic",NA,"Advanced Arabic","103A",103,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"132",2018,"Fall","Arabic",NA,"Thousand and One Nights/Alf Layla Wa-Layla","M110",110,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"133",2018,"Fall","Arabic",NA,"Studies in Arabic Dialectology","115",115,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"134",2018,"Fall","Arabic",NA,"Culture Area of Maghrib (North Africa)","M171",171,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"135",2018,"Fall","Arabic",NA,"Honors Contracts","189HC",189,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"136",2018,"Fall","Arabic",NA,"Individual Studies in Arabic","197",197,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"137",2018,"Fall","Arabic",NA,"Directed Research or Senior Project in Arabic","199",199,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"138",2018,"Fall","Arabic",NA,"Seminar: Premodern Arabic Literature","250",250,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"139",2018,"Fall","Arabic",NA,"Directed Individual Study","596",596,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"140",2018,"Fall","Arabic",NA,"Examination Preparation","597",597,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"141",2018,"Fall","Arabic",NA,"Ph.D. Dissertation Research and Preparation","599",599,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"142",2018,"Fall","Archaeology","ARCHEOL","Graduate Core Seminar: Archaeology","M201A",201,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"143",2018,"Fall","Archaeology","ARCHEOL","Selected Laboratory Topics in Archaeology: Zooarchaeology of Vertebrates","M205A",205,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"144",2018,"Fall","Archaeology","ARCHEOL","Special Topics in Archaeology: Archaeology of Death","C220",220,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"145",2018,"Fall","Archaeology","ARCHEOL","Individual Studies for Graduate Students","596",596,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"146",2018,"Fall","Archaeology","ARCHEOL","Preparation for Ph.D. Qualifying Examination","597",597,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"147",2018,"Fall","Archaeology","ARCHEOL","M.A. Paper Preparation","598",598,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"148",2018,"Fall","Archaeology","ARCHEOL","Ph.D. Dissertation Research and Preparation","599",599,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"149",2018,"Fall","Architecture and Urban Design","ARCH&UD","Introduction to Architectural Studies","30",30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"150",2018,"Fall","Architecture and Urban Design","ARCH&UD","Studio II","122",122,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"151",2018,"Fall","Architecture and Urban Design","ARCH&UD","Issues in Contemporary Design","131",131,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"152",2018,"Fall","Architecture and Urban Design","ARCH&UD","Technology I: Projections","141",141,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"153",2018,"Fall","Architecture and Urban Design","ARCH&UD","Directed Research or Senior Project in Architecture and Urban Design","199",199,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"154",2018,"Fall","Architecture and Urban Design","ARCH&UD","Theories of Architecture","M201",201,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"155",2018,"Fall","Architecture and Urban Design","ARCH&UD","Introduction to Computers","220",220,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"156",2018,"Fall","Architecture and Urban Design","ARCH&UD","Special Topics in Architecture and Urban Design","289",289,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"157",2018,"Fall","Architecture and Urban Design","ARCH&UD","Special Topics in Critical Studies in Architectural Culture","290",290,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"158",2018,"Fall","Architecture and Urban Design","ARCH&UD","Teaching Apprentice Practicum","375",375,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"159",2018,"Fall","Architecture and Urban Design","ARCH&UD","Advanced Topics Studio","401",401,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"160",2018,"Fall","Architecture and Urban Design","ARCH&UD","Research Studio","403A",403,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"161",2018,"Fall","Architecture and Urban Design","ARCH&UD","Introductory Design Studio","411",411,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"162",2018,"Fall","Architecture and Urban Design","ARCH&UD","Building Design with Landscape Studio","413",413,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"163",2018,"Fall","Architecture and Urban Design","ARCH&UD","Structures I","431",431,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"164",2018,"Fall","Architecture and Urban Design","ARCH&UD","Architectural Practice","461",461,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"165",2018,"Fall","Architecture and Urban Design","ARCH&UD","Special Projects in Architecture","496",496,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"166",2018,"Fall","Architecture and Urban Design","ARCH&UD","Directed Individual Research and Study in Architecture and Urban Design","596",596,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"167",2018,"Fall","Architecture and Urban Design","ARCH&UD","Preparation for Comprehensive Examination or Ph.D. Qualifying Examinations","597",597,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"168",2018,"Fall","Architecture and Urban Design","ARCH&UD","Preparation in Architecture/Urban Design for Master's Thesis","598",598,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"169",2018,"Fall","Architecture and Urban Design","ARCH&UD","Ph.D. Dissertation Research in Architecture","599",599,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"170",2018,"Fall","Armenian","ARMENIA","Elementary Modern Western Armenian","101A",101,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"171",2018,"Fall","Armenian","ARMENIA","Intermediate Modern Western Armenian","102A",102,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"172",2018,"Fall","Armenian","ARMENIA","Elementary Modern Eastern Armenian","104A",104,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
