"","school","minrty","sx","ses","mAch","meanses","sector","cses"
"36","1224","No","Male",-0.938,0.868,-0.434382978723404,"Public",-0.503617021276596
"37","1224","No","Male",-0.548,8.296,-0.434382978723404,"Public",-0.113617021276596
"38","1224","Yes","Male",0.142,-1.688,-0.434382978723404,"Public",0.576382978723404
"39","1224","No","Female",0.972,2.059,-0.434382978723404,"Public",1.4063829787234
"40","1224","No","Male",0.372,6.714,-0.434382978723404,"Public",0.806382978723404
"41","1224","Yes","Male",-1.658,0.122,-0.434382978723404,"Public",-1.2236170212766
"42","1224","No","Female",-1.068,2.381,-0.434382978723404,"Public",-0.633617021276596
"43","1224","No","Female",-0.248,16.336,-0.434382978723404,"Public",0.186382978723404
"44","1224","No","Female",-1.398,6.134,-0.434382978723404,"Public",-0.963617021276596
"45","1224","No","Female",0.752,23.584,-0.434382978723404,"Public",1.1863829787234
"46","1224","No","Female",0.012,14.053,-0.434382978723404,"Public",0.446382978723404
"47","1224","No","Female",-0.418,2.183,-0.434382978723404,"Public",0.0163829787234043
"48","1288","No","Female",-0.788,7.857,0.1216,"Public",-0.9096
"49","1288","Yes","Male",-0.328,10.171,0.1216,"Public",-0.4496
"50","1288","No","Male",0.472,15.699,0.1216,"Public",0.3504
"51","1288","No","Female",0.352,22.919,0.1216,"Public",0.2304
"52","1288","Yes","Female",-1.468,10.664,0.1216,"Public",-1.5896
"53","1288","No","Female",0.202,13.543,0.1216,"Public",0.0804
"54","1288","No","Male",-0.518,18.207,0.1216,"Public",-0.6396
"55","1288","Yes","Male",-0.158,5.552,0.1216,"Public",-0.2796
"56","1288","No","Male",0.042,7.416,0.1216,"Public",-0.0796
"57","1288","No","Male",0.682,18.792,0.1216,"Public",0.5604
"58","1288","No","Male",1.262,1.575,0.1216,"Public",1.1404
"59","1288","No","Female",0.152,3.534,0.1216,"Public",0.0304
"60","1288","No","Female",-0.678,20.173,0.1216,"Public",-0.7996
"61","1288","No","Female",0.332,10.772,0.1216,"Public",0.2104
"62","1288","No","Female",-0.728,2.619,0.1216,"Public",-0.8496
"63","1288","No","Female",1.262,21.3,0.1216,"Public",1.1404
"64","1288","No","Male",0.612,19.527,0.1216,"Public",0.4904
"65","1288","No","Female",0.692,18.402,0.1216,"Public",0.5704
"66","1288","No","Female",1.082,20.69,0.1216,"Public",0.9604
"67","1288","No","Male",0.222,21.437,0.1216,"Public",0.1004
"68","1288","No","Male",0.032,7.519,0.1216,"Public",-0.0896
"69","1288","No","Male",-0.118,18.397,0.1216,"Public",-0.2396
"70","1288","No","Male",-0.488,4.617,0.1216,"Public",-0.6096
"71","1288","No","Male",0.322,23.578,0.1216,"Public",0.2004
"72","1288","No","Male",0.592,12.81,0.1216,"Public",0.4704
"73","1296","Yes","Female",-0.148,12.668,-0.4255,"Public",0.2775
"74","1296","Yes","Male",-0.858,0.781,-0.4255,"Public",-0.4325
"75","1296","Yes","Female",-1.568,4.968,-0.4255,"Public",-1.1425
"76","1296","Yes","Male",-0.898,23.172,-0.4255,"Public",-0.4725
"77","1296","Yes","Female",-0.288,8.278,-0.4255,"Public",0.1375
"78","1296","Yes","Female",-1.088,6.244,-0.4255,"Public",-0.6625
"79","1296","Yes","Female",-1.388,1.326,-0.4255,"Public",-0.9625
"80","1296","Yes","Male",-1.148,2.359,-0.4255,"Public",-0.7225
"81","1296","Yes","Female",-0.558,6.757,-0.4255,"Public",-0.1325
"82","1296","Yes","Female",-0.698,6.251,-0.4255,"Public",-0.2725
"83","1296","Yes","Female",0.142,3.404,-0.4255,"Public",0.5675
"84","1296","Yes","Male",0.522,22.201,-0.4255,"Public",0.9475
"85","1296","Yes","Male",0.732,-1.353,-0.4255,"Public",1.1575
"86","1296","Yes","Female",-0.248,-0.014,-0.4255,"Public",0.1775
"87","1296","Yes","Female",0.322,5.216,-0.4255,"Public",0.7475
"88","1296","Yes","Female",0.052,3.587,-0.4255,"Public",0.4775
"89","1296","Yes","Female",-0.028,11.162,-0.4255,"Public",0.3975
"90","1296","Yes","Female",-0.898,5.982,-0.4255,"Public",-0.4725
"91","1296","Yes","Male",-0.818,2.814,-0.4255,"Public",-0.3925
"92","1296","Yes","Female",-1.408,7.272,-0.4255,"Public",-0.9825
"93","1296","Yes","Male",-1.258,8.895,-0.4255,"Public",-0.8325
"94","1296","Yes","Male",-0.608,8.773,-0.4255,"Public",-0.1825
"95","1296","Yes","Female",1.242,12.176,-0.4255,"Public",1.6675
"96","1296","No","Male",-0.688,3.052,-0.4255,"Public",-0.2625
"97","1296","Yes","Female",-0.828,6.834,-0.4255,"Public",-0.4025
"98","1296","Yes","Female",-0.698,3.255,-0.4255,"Public",-0.2725
"99","1296","Yes","Female",-0.498,6.355,-0.4255,"Public",-0.0725
"100","1296","Yes","Male",-0.658,11.589,-0.4255,"Public",-0.2325
"101","1296","Yes","Female",-0.778,8.08,-0.4255,"Public",-0.3525
"102","1296","Yes","Female",-0.098,19.822,-0.4255,"Public",0.3275
"103","1296","Yes","Female",-1.028,14.239,-0.4255,"Public",-0.6025
"104","1296","Yes","Female",-0.418,1.17,-0.4255,"Public",0.00750000000000001
"105","1296","Yes","Female",-0.408,-1.127,-0.4255,"Public",0.0175
"106","1296","Yes","Male",0.352,10.84,-0.4255,"Public",0.7775
"107","1296","Yes","Female",-1.628,6.778,-0.4255,"Public",-1.2025
"108","1296","Yes","Female",-0.698,9.449,-0.4255,"Public",-0.2725
"109","1296","Yes","Male",-0.168,5.995,-0.4255,"Public",0.2575
"110","1296","Yes","Female",-0.718,4.765,-0.4255,"Public",-0.2925
"111","1296","Yes","Female",-1.008,14.399,-0.4255,"Public",-0.5825
"112","1296","Yes","Male",-0.178,6.588,-0.4255,"Public",0.2475
"113","1296","Yes","Male",0.392,11.026,-0.4255,"Public",0.8175
"114","1296","Yes","Female",-0.358,7.095,-0.4255,"Public",0.0675
"115","1296","Yes","Male",-0.628,12.721,-0.4255,"Public",-0.2025
"116","1296","Yes","Male",-0.038,5.52,-0.4255,"Public",0.3875
"117","1296","Yes","Female",0.972,7.353,-0.4255,"Public",1.3975
"118","1296","Yes","Female",0.252,7.095,-0.4255,"Public",0.6775
"119","1296","Yes","Female",0.332,9.999,-0.4255,"Public",0.7575
"120","1296","Yes","Male",-0.308,10.715,-0.4255,"Public",0.1175
"121","1308","No","Male",0.422,13.233,0.528,"Catholic",-0.106
"122","1308","No","Male",0.562,13.952,0.528,"Catholic",0.034
"123","1308","Yes","Male",-0.058,13.757,0.528,"Catholic",-0.586
"124","1308","No","Male",0.952,13.97,0.528,"Catholic",0.424
"125","1308","No","Male",0.622,23.434,0.528,"Catholic",0.094
"126","1308","No","Male",0.832,9.162,0.528,"Catholic",0.304
"127","1308","No","Male",1.512,23.818,0.528,"Catholic",0.984
"128","1308","No","Male",0.622,15.998,0.528,"Catholic",0.094
"129","1308","Yes","Male",0.332,16.039,0.528,"Catholic",-0.196
"130","1308","No","Male",0.442,24.993,0.528,"Catholic",-0.086
"131","1308","Yes","Male",0.582,15.657,0.528,"Catholic",0.0539999999999999
"132","1308","No","Male",1.102,16.258,0.528,"Catholic",0.574
"133","1308","No","Male",0.892,10.546,0.528,"Catholic",0.364
"134","1308","Yes","Male",0.802,17.615,0.528,"Catholic",0.274
"135","1308","Yes","Male",-0.568,21.116,0.528,"Catholic",-1.096
"136","1308","Yes","Male",0.522,6.493,0.528,"Catholic",-0.00600000000000001
"137","1308","Yes","Male",0.102,2.512,0.528,"Catholic",-0.426
"138","1308","Yes","Male",-0.348,22.393,0.528,"Catholic",-0.876
"139","1308","No","Male",0.552,21.488,0.528,"Catholic",0.024
"140","1308","No","Male",0.682,22.676,0.528,"Catholic",0.154
"141","1317","No","Female",0.882,12.862,0.345333333333333,"Catholic",0.536666666666667
"142","1317","Yes","Female",0.932,8.961,0.345333333333333,"Catholic",0.586666666666667
"143","1317","Yes","Female",-0.158,4.756,0.345333333333333,"Catholic",-0.503333333333333
"144","1317","Yes","Female",0.362,21.405,0.345333333333333,"Catholic",0.0166666666666667
"145","1317","No","Female",1.372,20.748,0.345333333333333,"Catholic",1.02666666666667
"146","1317","Yes","Female",0.132,18.362,0.345333333333333,"Catholic",-0.213333333333333
"147","1317","No","Female",0.132,14.752,0.345333333333333,"Catholic",-0.213333333333333
"148","1317","Yes","Female",-0.008,11.29,0.345333333333333,"Catholic",-0.353333333333333
"149","1317","Yes","Female",-0.108,10.493,0.345333333333333,"Catholic",-0.453333333333333
"150","1317","Yes","Female",0.612,10.956,0.345333333333333,"Catholic",0.266666666666667
"151","1317","Yes","Female",0.482,21.405,0.345333333333333,"Catholic",0.136666666666667
"152","1317","No","Female",0.502,23.355,0.345333333333333,"Catholic",0.156666666666667
"153","1317","Yes","Female",0.482,12.283,0.345333333333333,"Catholic",0.136666666666667
"154","1317","Yes","Female",0.472,9.257,0.345333333333333,"Catholic",0.126666666666667
"155","1317","No","Female",-0.578,11.502,0.345333333333333,"Catholic",-0.923333333333333
"156","1317","Yes","Female",1.152,20.039,0.345333333333333,"Catholic",0.806666666666667
"157","1317","Yes","Female",-0.288,21.405,0.345333333333333,"Catholic",-0.633333333333333
"158","1317","Yes","Female",0.942,23.736,0.345333333333333,"Catholic",0.596666666666667
"159","1317","Yes","Female",0.722,11.027,0.345333333333333,"Catholic",0.376666666666667
"160","1317","Yes","Female",-0.108,17.203,0.345333333333333,"Catholic",-0.453333333333333
"161","1317","Yes","Female",1.462,10.661,0.345333333333333,"Catholic",1.11666666666667
"162","1317","Yes","Female",-0.028,7.031,0.345333333333333,"Catholic",-0.373333333333333
"163","1317","No","Female",0.702,13.677,0.345333333333333,"Catholic",0.356666666666667
"164","1317","Yes","Female",0.082,13.373,0.345333333333333,"Catholic",-0.263333333333333
"165","1317","Yes","Female",-0.108,10.121,0.345333333333333,"Catholic",-0.453333333333333
"166","1317","Yes","Female",0.322,10.394,0.345333333333333,"Catholic",-0.0233333333333333
"167","1317","Yes","Female",0.302,6.973,0.345333333333333,"Catholic",-0.0433333333333333
"168","1317","No","Female",-0.098,11.064,0.345333333333333,"Catholic",-0.443333333333333
"169","1317","Yes","Female",-0.848,11.531,0.345333333333333,"Catholic",-1.19333333333333
"170","1317","Yes","Female",-1.248,8.253,0.345333333333333,"Catholic",-1.59333333333333
"171","1317","Yes","Female",0.122,7.142,0.345333333333333,"Catholic",-0.223333333333333
"172","1317","Yes","Female",0.272,3.22,0.345333333333333,"Catholic",-0.0733333333333333
"173","1317","No","Female",0.582,15.784,0.345333333333333,"Catholic",0.236666666666667
"174","1317","Yes","Female",0.642,17.246,0.345333333333333,"Catholic",0.296666666666667
"175","1317","Yes","Female",0.952,9.337,0.345333333333333,"Catholic",0.606666666666667
"176","1317","Yes","Female",-0.258,15.555,0.345333333333333,"Catholic",-0.603333333333333
"177","1317","Yes","Female",0.492,8.382,0.345333333333333,"Catholic",0.146666666666667
"178","1317","No","Female",0.992,11.621,0.345333333333333,"Catholic",0.646666666666667
"179","1317","Yes","Female",0.832,4.81,0.345333333333333,"Catholic",0.486666666666667
"180","1317","Yes","Female",-0.068,17.869,0.345333333333333,"Catholic",-0.413333333333333
"181","1317","Yes","Female",-0.088,8.057,0.345333333333333,"Catholic",-0.433333333333333
"182","1317","Yes","Female",0.972,11.794,0.345333333333333,"Catholic",0.626666666666667
"183","1317","No","Female",0.542,18.939,0.345333333333333,"Catholic",0.196666666666667
"184","1317","Yes","Female",0.132,20.261,0.345333333333333,"Catholic",-0.213333333333333
"185","1317","Yes","Female",-0.008,10.066,0.345333333333333,"Catholic",-0.353333333333333
"186","1317","No","Female",0.812,20.236,0.345333333333333,"Catholic",0.466666666666667
"187","1317","No","Female",1.122,4.508,0.345333333333333,"Catholic",0.776666666666667
"188","1317","No","Female",0.062,18.827,0.345333333333333,"Catholic",-0.283333333333333
"189","1358","Yes","Male",0.032,-1.347,-0.0196666666666667,"Public",0.0516666666666667
"190","1358","No","Female",-1.088,8.054,-0.0196666666666667,"Public",-1.06833333333333
"191","1358","No","Male",0.372,15.655,-0.0196666666666667,"Public",0.391666666666667
"192","1358","No","Male",-0.568,11.648,-0.0196666666666667,"Public",-0.548333333333333
"193","1358","No","Male",-0.328,11.629,-0.0196666666666667,"Public",-0.308333333333333
"194","1358","No","Female",-0.018,18.687,-0.0196666666666667,"Public",0.00166666666666667
"195","1358","Yes","Male",-1.208,-0.827,-0.0196666666666667,"Public",-1.18833333333333
"196","1358","No","Male",-0.098,7.87,-0.0196666666666667,"Public",-0.0783333333333333
"197","1358","No","Male",0.942,18.115,-0.0196666666666667,"Public",0.961666666666667
"198","1358","No","Female",-1.408,3.792,-0.0196666666666667,"Public",-1.38833333333333
"199","1358","No","Male",0.122,11.03,-0.0196666666666667,"Public",0.141666666666667
"200","1358","No","Female",0.362,7.564,-0.0196666666666667,"Public",0.381666666666667
"201","1358","Yes","Female",-0.708,3.465,-0.0196666666666667,"Public",-0.688333333333333
"202","1358","No","Male",0.252,15.038,-0.0196666666666667,"Public",0.271666666666667
"203","1358","No","Female",0.312,10.184,-0.0196666666666667,"Public",0.331666666666667
"204","1358","No","Female",-0.678,2.933,-0.0196666666666667,"Public",-0.658333333333333
"205","1358","No","Male",-0.148,8.438,-0.0196666666666667,"Public",-0.128333333333333
"206","1358","No","Female",-0.168,7.519,-0.0196666666666667,"Public",-0.148333333333333
"207","1358","No","Male",1.092,18.735,-0.0196666666666667,"Public",1.11166666666667
"208","1358","No","Female",0.232,10.19,-0.0196666666666667,"Public",0.251666666666667
"209","1358","No","Male",0.422,16.294,-0.0196666666666667,"Public",0.441666666666667
"210","1358","No","Male",1.282,10.65,-0.0196666666666667,"Public",1.30166666666667
"211","1358","No","Male",-0.248,10.301,-0.0196666666666667,"Public",-0.228333333333333
"212","1358","No","Male",0.952,17.811,-0.0196666666666667,"Public",0.971666666666667
"213","1358","No","Female",-0.038,14.646,-0.0196666666666667,"Public",-0.0183333333333333
"214","1358","No","Female",-0.398,17.191,-0.0196666666666667,"Public",-0.378333333333333
"215","1358","No","Male",0.162,8.69,-0.0196666666666667,"Public",0.181666666666667
"216","1358","No","Male",0.682,21.142,-0.0196666666666667,"Public",0.701666666666667
"217","1358","No","Male",-0.668,16.499,-0.0196666666666667,"Public",-0.648333333333333
"218","1358","No","Male",-0.038,14.591,-0.0196666666666667,"Public",-0.0183333333333333
"219","1374","No","Male",0.322,16.663,-0.0126428571428571,"Public",0.334642857142857
"220","1374","Yes","Female",0.212,-2.155,-0.0126428571428571,"Public",0.224642857142857
"221","1374","Yes","Female",0.682,0.085,-0.0126428571428571,"Public",0.694642857142857
"222","1374","No","Female",-0.148,18.804,-0.0126428571428571,"Public",-0.135357142857143
"223","1374","Yes","Female",-0.468,2.409,-0.0126428571428571,"Public",-0.455357142857143
"224","1374","No","Female",0.842,16.759,-0.0126428571428571,"Public",0.854642857142857
"225","1374","Yes","Male",0.072,18.948,-0.0126428571428571,"Public",0.0846428571428571
"226","1374","No","Female",0.332,10.593,-0.0126428571428571,"Public",0.344642857142857
"227","1374","No","Male",-0.858,15.557,-0.0126428571428571,"Public",-0.845357142857143
"228","1374","No","Male",0.902,23.419,-0.0126428571428571,"Public",0.914642857142857
"229","1374","Yes","Male",1.242,0.333,-0.0126428571428571,"Public",1.25464285714286
"230","1374","No","Male",-0.738,-2.002,-0.0126428571428571,"Public",-0.725357142857143
"231","1374","No","Male",0.362,24.041,-0.0126428571428571,"Public",0.374642857142857
"232","1374","Yes","Male",0.712,-2.657,-0.0126428571428571,"Public",0.724642857142857
"233","1374","No","Female",0.452,7.603,-0.0126428571428571,"Public",0.464642857142857
"234","1374","Yes","Male",-0.598,5.803,-0.0126428571428571,"Public",-0.585357142857143
"235","1374","Yes","Male",-1.028,3.931,-0.0126428571428571,"Public",-1.01535714285714
"236","1374","No","Male",-0.338,8.268,-0.0126428571428571,"Public",-0.325357142857143
"237","1374","No","Male",-0.948,1.344,-0.0126428571428571,"Public",-0.935357142857143
"238","1374","Yes","Male",0.292,16.449,-0.0126428571428571,"Public",0.304642857142857
"239","1374","No","Female",-1.218,2.881,-0.0126428571428571,"Public",-1.20535714285714
"240","1374","No","Female",0.492,20.93,-0.0126428571428571,"Public",0.504642857142857
"241","1374","No","Male",1.152,22.086,-0.0126428571428571,"Public",1.16464285714286
"242","1374","No","Female",-0.758,7.653,-0.0126428571428571,"Public",-0.745357142857143
"243","1374","No","Female",-0.298,8.082,-0.0126428571428571,"Public",-0.285357142857143
"244","1374","No","Female",-0.478,5.503,-0.0126428571428571,"Public",-0.465357142857143
"245","1374","No","Female",0.192,9.004,-0.0126428571428571,"Public",0.204642857142857
"246","1374","No","Male",-0.738,12.063,-0.0126428571428571,"Public",-0.725357142857143
"247","1433","No","Male",0.812,12.907,0.712,"Catholic",0.1
"248","1433","No","Male",1.332,18.496,0.712,"Catholic",0.62
"249","1433","No","Male",-0.338,20.323,0.712,"Catholic",-1.05
"250","1433","No","Male",1.082,22.682,0.712,"Catholic",0.37
"251","1433","No","Male",0.542,14.198,0.712,"Catholic",-0.17
"252","1433","No","Male",0.382,24.044,0.712,"Catholic",-0.33
"253","1433","No","Male",0.592,19.571,0.712,"Catholic",-0.12
"254","1433","No","Male",0.852,22.183,0.712,"Catholic",0.14
"255","1433","No","Male",-0.368,16.676,0.712,"Catholic",-1.08
"256","1433","No","Male",1.022,23.327,0.712,"Catholic",0.31
"257","1433","No","Male",0.712,16.394,0.712,"Catholic",-1.11022302462516e-16
"258","1433","No","Male",0.272,23.032,0.712,"Catholic",-0.44
"259","1433","No","Male",1.182,18.586,0.712,"Catholic",0.47
"260","1433","No","Male",-0.588,15.246,0.712,"Catholic",-1.3
"261","1433","No","Male",1.282,20.731,0.712,"Catholic",0.57
"262","1433","No","Male",0.942,20.447,0.712,"Catholic",0.23
"263","1433","No","Male",1.512,23.572,0.712,"Catholic",0.8
"264","1433","No","Male",0.222,17.571,0.712,"Catholic",-0.49
"265","1433","No","Male",0.992,24.993,0.712,"Catholic",0.28
"266","1433","No","Male",1.362,24.421,0.712,"Catholic",0.65
"267","1433","No","Male",0.482,11.478,0.712,"Catholic",-0.23
"268","1433","No","Male",1.292,24.812,0.712,"Catholic",0.58
"269","1433","No","Male",1.072,22.093,0.712,"Catholic",0.36
"270","1433","No","Male",0.562,18.716,0.712,"Catholic",-0.15
"271","1433","No","Male",-0.218,23.392,0.712,"Catholic",-0.93
"272","1433","No","Male",1.512,15.992,0.712,"Catholic",0.8
"273","1433","No","Male",0.772,13.254,0.712,"Catholic",0.0599999999999999
"274","1433","No","Male",0.952,24.812,0.712,"Catholic",0.24
"275","1433","No","Male",1.392,22.086,0.712,"Catholic",0.68
"276","1433","Yes","Male",1.002,24.479,0.712,"Catholic",0.29
"277","1433","No","Male",0.932,16.724,0.712,"Catholic",0.22
"278","1433","No","Male",-0.458,20.628,0.712,"Catholic",-1.17
"279","1433","No","Male",-0.198,14.544,0.712,"Catholic",-0.91
"280","1433","No","Male",0.952,19.033,0.712,"Catholic",0.24
"281","1433","No","Male",1.072,18.727,0.712,"Catholic",0.36
"282","1436","No","Male",0.222,24.133,0.562909090909091,"Catholic",-0.340909090909091
"283","1436","No","Male",-0.078,18.77,0.562909090909091,"Catholic",-0.640909090909091
"284","1436","No","Male",1.512,21.803,0.562909090909091,"Catholic",0.949090909090909
"285","1436","No","Male",0.212,9.561,0.562909090909091,"Catholic",-0.350909090909091
"286","1436","No","Female",0.792,15.132,0.562909090909091,"Catholic",0.229090909090909
"287","1436","No","Female",1.342,22.387,0.562909090909091,"Catholic",0.779090909090909
"288","1436","No","Male",0.242,22.578,0.562909090909091,"Catholic",-0.320909090909091
"289","1436","No","Male",-0.298,18.763,0.562909090909091,"Catholic",-0.860909090909091
"290","1436","No","Male",-1.038,18.301,0.562909090909091,"Catholic",-1.60090909090909
"291","1436","No","Male",0.682,15.879,0.562909090909091,"Catholic",0.119090909090909
"292","1436","No","Male",0.802,20.424,0.562909090909091,"Catholic",0.239090909090909
"293","1436","No","Male",0.952,23.072,0.562909090909091,"Catholic",0.389090909090909
"294","1436","No","Female",1.002,13.12,0.562909090909091,"Catholic",0.439090909090909
"295","1436","No","Male",1.142,18.844,0.562909090909091,"Catholic",0.579090909090909
"296","1436","No","Female",0.482,17.495,0.562909090909091,"Catholic",-0.0809090909090909
"297","1436","No","Female",1.512,15.615,0.562909090909091,"Catholic",0.949090909090909
"298","1436","No","Female",0.242,11.001,0.562909090909091,"Catholic",-0.320909090909091
"299","1436","No","Female",1.222,17.103,0.562909090909091,"Catholic",0.659090909090909
"300","1436","No","Female",-0.298,21.56,0.562909090909091,"Catholic",-0.860909090909091
"301","1436","No","Male",-0.338,19.419,0.562909090909091,"Catholic",-0.900909090909091
"302","1436","No","Female",1.042,18.471,0.562909090909091,"Catholic",0.479090909090909
"303","1436","No","Male",0.672,22.868,0.562909090909091,"Catholic",0.109090909090909
"304","1436","No","Male",0.732,14.138,0.562909090909091,"Catholic",0.169090909090909
"305","1436","No","Male",0.822,23.271,0.562909090909091,"Catholic",0.259090909090909
"306","1436","No","Male",0.362,13.472,0.562909090909091,"Catholic",-0.200909090909091
"307","1436","No","Male",-0.318,17.465,0.562909090909091,"Catholic",-0.880909090909091
"308","1436","No","Male",0.682,16.038,0.562909090909091,"Catholic",0.119090909090909
"309","1436","No","Male",0.712,22.455,0.562909090909091,"Catholic",0.149090909090909
"310","1436","No","Male",0.542,18.984,0.562909090909091,"Catholic",-0.0209090909090909
"311","1436","No","Male",0.252,12.535,0.562909090909091,"Catholic",-0.310909090909091
"312","1436","No","Female",0.482,16.568,0.562909090909091,"Catholic",-0.0809090909090909
"313","1436","No","Male",-0.028,22.592,0.562909090909091,"Catholic",-0.590909090909091
"314","1436","No","Male",0.252,16.886,0.562909090909091,"Catholic",-0.310909090909091
"315","1436","No","Male",0.702,22.985,0.562909090909091,"Catholic",0.139090909090909
"316","1436","No","Female",0.212,6.798,0.562909090909091,"Catholic",-0.350909090909091
"317","1436","No","Female",0.342,5.51,0.562909090909091,"Catholic",-0.220909090909091
"318","1436","No","Male",1.342,24.479,0.562909090909091,"Catholic",0.779090909090909
"319","1436","No","Female",1.512,18.827,0.562909090909091,"Catholic",0.949090909090909
"320","1436","No","Female",1.212,20.268,0.562909090909091,"Catholic",0.649090909090909
"321","1436","No","Male",1.122,24.993,0.562909090909091,"Catholic",0.559090909090909
"322","1436","No","Male",0.272,15.06,0.562909090909091,"Catholic",-0.290909090909091
"323","1436","No","Female",0.782,20.818,0.562909090909091,"Catholic",0.219090909090909
"324","1436","No","Male",-0.018,18.33,0.562909090909091,"Catholic",-0.580909090909091
"325","1436","No","Male",0.772,18.14,0.562909090909091,"Catholic",0.209090909090909
"326","1461","No","Female",0.042,12.962,0.677454545454546,"Public",-0.635454545454545
"327","1461","No","Female",1.282,24.545,0.677454545454546,"Public",0.604545454545454
"328","1461","No","Female",1.122,13.314,0.677454545454546,"Public",0.444545454545455
"329","1461","No","Female",1.172,16.929,0.677454545454546,"Public",0.494545454545454
"330","1461","No","Female",-1.108,3.796,0.677454545454546,"Public",-1.78545454545455
"331","1461","No","Female",0.822,14.581,0.677454545454546,"Public",0.144545454545454
"332","1461","No","Female",0.482,18.719,0.677454545454546,"Public",-0.195454545454546
"333","1461","No","Female",0.902,12.595,0.677454545454546,"Public",0.224545454545454
"334","1461","No","Female",1.022,17.326,0.677454545454546,"Public",0.344545454545454
"335","1461","No","Female",0.602,15.918,0.677454545454546,"Public",-0.0754545454545456
"336","1461","No","Male",1.272,23.088,0.677454545454546,"Public",0.594545454545454
"337","1461","No","Male",1.352,18.259,0.677454545454546,"Public",0.674545454545455
"338","1461","No","Male",1.422,23.517,0.677454545454546,"Public",0.744545454545454
"339","1461","No","Male",-0.108,14.157,0.677454545454546,"Public",-0.785454545454546
"340","1461","No","Male",-0.358,17.999,0.677454545454546,"Public",-1.03545454545455
"341","1461","No","Female",1.202,18.858,0.677454545454546,"Public",0.524545454545454
"342","1461","No","Male",-0.778,22.183,0.677454545454546,"Public",-1.45545454545455
"343","1461","No","Female",1.102,24.993,0.677454545454546,"Public",0.424545454545455
"344","1461","No","Female",1.012,20.928,0.677454545454546,"Public",0.334545454545454
"345","1461","No","Male",1.262,22.461,0.677454545454546,"Public",0.584545454545454
"346","1461","No","Male",1.392,18.322,0.677454545454546,"Public",0.714545454545454
"347","1461","No","Female",-0.258,2.895,0.677454545454546,"Public",-0.935454545454546
"348","1461","No","Male",0.932,21.007,0.677454545454546,"Public",0.254545454545455
"349","1461","No","Male",1.062,18.471,0.677454545454546,"Public",0.384545454545455
"350","1461","No","Male",1.212,24.48,0.677454545454546,"Public",0.534545454545454
"351","1461","No","Female",0.982,18.471,0.677454545454546,"Public",0.304545454545454
