rownames,salary,pcsalary,sales,roe,pcroe,ros,indus,finance,consprod,utility,lsalary,lsales
97,1039,-21,12719,26.399999618530273,43.400001525878906,264,0,1,0,0,6.946013927459717,9.450852394104004
98,992,42,1931.5999755859375,21.399999618530273,-9.199999809265137,52,0,1,0,0,6.899723052978516,7.566103935241699
99,1253,4,2993.199951171875,19.200000762939453,1.899999976158142,74,0,1,0,0,7.133296012878418,8.004097938537598
100,721,9,2127.199951171875,15.100000381469727,-22.299999237060547,101,0,1,0,0,6.580639362335205,7.662561893463135
101,1351,4,4211.89990234375,9,-18,-4,0,1,0,0,7.2086005210876465,8.34566879272461
102,1391,25,8489.599609375,9.399999618530273,-27.299999237060547,26,0,1,0,0,7.237778186798096,9.046597480773926
103,1245,25,12222.7998046875,19,-20.899999618530273,52,0,1,0,0,7.126890659332275,9.41105842590332
104,1550,0,11213.400390625,3.5,-55.400001525878906,6,0,1,0,0,7.346010208129883,9.324864387512207
105,2150,-61,5869.60009765625,22.100000381469727,-38,68,0,1,0,0,7.67322301864624,8.677541732788086
106,1846,20,6193.7998046875,10.899999618530273,-14.699999809265137,6,0,1,0,0,7.520776271820068,8.731304168701172
107,573,8,3053.199951171875,15.100000381469727,-3.799999952316284,31,0,1,0,0,6.35088586807251,8.023945808410645
108,6640,4,8946,10.199999809265137,87.5999984741211,34,0,1,0,0,8.800867080688477,9.09896183013916
109,959,49,4045.199951171875,17.299999237060547,-7.800000190734863,51,0,1,0,0,6.865890979766846,8.305286407470703
110,612,39,3618.89990234375,33.29999923706055,-10.5,68,0,1,0,0,6.416732311248779,8.193924903869629
111,1820,69,1796.0999755859375,22.799999237060547,12.699999809265137,115,0,1,0,0,7.506591796875,7.493372917175293
112,1411,2,6703.10009765625,11.100000381469727,-37.20000076293945,28,0,1,0,0,7.252053737640381,8.810325622558594
113,1026,6,2170.300048828125,12.399999618530273,134.60000610351562,162,0,1,0,0,6.933423042297363,7.682620525360107
114,1287,-12,4674,20.899999618530273,84.19999694824219,-47,0,0,0,1,7.160068988800049,8.4497709274292
115,800,162,3372,6.699999809265137,29,60,0,0,0,1,6.684611797332764,8.123261451721191
116,1115,-9,8205,7.099999904632568,13.899999618530273,23,0,0,0,1,7.0166096687316895,9.01249885559082
117,1631,33,4617,11.800000190734863,227,75,0,0,0,1,7.39694881439209,8.4375
118,1910,23,6964,14,2.700000047683716,43,0,0,0,1,7.554858684539795,8.848508834838867
119,996,-3,6623,10.100000381469727,-63.599998474121094,10,0,0,1,0,6.903747081756592,8.798303604125977
120,918,-35,29797,6.400000095367432,-95,-28,0,0,1,0,6.822197437286377,10.302163124084473
121,1261,21,5225.5,12.399999618530273,-54.900001525878906,1,0,0,1,0,7.139660358428955,8.56130599975586
122,1053,-8,3639,17.600000381469727,-22.299999237060547,5,0,0,1,0,6.9593987464904785,8.199463844299316
123,1221,-43,97649.8984375,15.100000381469727,-85.19999694824219,-7,0,0,1,0,7.107425689697266,11.489144325256348
124,1738,19,10743.599609375,23.600000381469727,11.5,36,0,0,1,0,7.4604902267456055,9.282065391540527
125,3142,15,10236.2998046875,35.70000076293945,27.200000762939453,155,0,0,1,0,8.05261516571045,9.233695030212402
126,1900,26,17802.69921875,23.200000762939453,-7.800000190734863,142,0,0,1,0,7.549609184265137,9.787105560302734
127,427,21,6158.7001953125,12.399999618530273,-17.700000762939453,95,0,0,1,0,6.056784152984619,8.725621223449707
128,1700,8,6775.2001953125,44.400001525878906,37.70000076293945,61,0,0,1,0,7.43838357925415,8.821023941040039
129,360,103,298.70001220703125,2.0999999046325684,23.100000381469727,302,0,0,1,0,5.886104106903076,5.699440002441406
130,459,9,785.29998779296875,18.399999618530273,-43.099998474121094,5,0,0,1,0,6.129050254821777,6.666065692901611
131,1340,5,1368.5999755859375,16.100000381469727,12.600000381469727,115,0,0,1,0,7.200424671173096,7.221543788909912
132,729,25,2066.10009765625,15.100000381469727,-8.399999618530273,52,0,0,1,0,6.591673851013184,7.633418083190918
133,223,-6,181.5,22.700000762939453,32.599998474121094,295,0,0,1,0,5.407171726226807,5.201255798339844
134,2101,25,10300,23.399999618530273,46.900001525878906,76,0,0,1,0,7.6501688957214355,9.239899635314941
135,1082,28,11232,25.700000762939453,-2.4000000953674316,101,0,0,1,0,6.986566543579102,9.326521873474121
136,1781,31,5191.60009765625,27,141,98,0,0,1,0,7.484930515289307,8.554797172546387
137,791,18,976.70001220703125,19.899999618530273,-13.199999809265137,89,0,0,1,0,6.673297882080078,6.884179592132568
138,2092,-11,7671.5,43.70000076293945,8.5,80,0,0,1,0,7.645875930786133,8.945267677307129
139,1573,10,6406,16.399999618530273,-11.5,87,0,0,1,0,7.360739707946777,8.76499080657959
140,1045,9,2917.39990234375,11.600000381469727,-98.9000015258789,203,0,0,1,0,6.951772212982178,7.978447914123535
141,1694,12,3322.89990234375,24.799999237060547,23.899999618530273,100,0,0,1,0,7.434847831726074,8.108592987060547
142,453,20,175.1999969482422,26.200000762939453,35.599998474121094,418,0,0,1,0,6.115891933441162,5.165928363800049
143,1130,1,1686.300048828125,44.5,3.4000000953674316,99,0,0,1,0,7.029973030090332,7.430292129516602
144,1334,13,514.0999755859375,22.299999237060547,62.400001525878906,358,0,0,1,0,7.195937156677246,6.242417812347412
145,1344,13,3032.699951171875,22.299999237060547,62.400001525878906,36,0,0,1,0,7.203405380249023,8.017208099365234
146,1585,5,4686.89990234375,35.099998474121094,2.200000047683716,111,0,0,1,0,7.368339538574219,8.452527046203613
147,1946,45,8388.099609375,13.100000381469727,5.900000095367432,88,0,0,1,0,7.573531150817871,9.03456974029541
148,1619,9,7632.7998046875,11,22.600000381469727,32,0,0,1,0,7.389564037322998,8.940210342407227
149,1620,12,17453.80078125,19.399999618530273,-12.800000190734863,128,0,0,1,0,7.390181541442871,9.767313003540039
150,967,-27,5781.10009765625,28.5,-11,119,0,0,1,0,6.8741984367370605,8.662349700927734
151,1431,0,6896.2001953125,43.900001525878906,3.5,110,0,0,1,0,7.266129016876221,8.838726043701172
152,1231,9,6503.10009765625,26.799999237060547,19.799999237060547,84,0,0,1,0,7.11558198928833,8.780034065246582
153,770,-4,2715.60009765625,15.699999809265137,-2.5,63,0,0,1,0,6.646390438079834,7.906768321990967
154,1594,53,2761.89990234375,15,27.799999237060547,85,0,0,1,0,7.374001979827881,7.9236741065979
155,1568,47,5181.39990234375,28.200000762939453,-19.100000381469727,55,0,0,1,0,7.357556343078613,8.552830696105957
156,995,15,1323,15.399999618530273,74.5999984741211,195,0,0,1,0,6.902742862701416,7.187657356262207
157,1077,-16,5296,20,27.5,36,0,0,1,0,6.981934547424316,8.57470703125
158,1161,9,7177,42.20000076293945,-2.799999952316284,68,0,0,1,0,7.057036876678467,8.878636360168457
159,1401,1,12183.5,19.600000381469727,-2.0999999046325684,93,0,0,1,0,7.244941711425781,9.407837867736816
160,1127,4,7863.5,16.200000762939453,26,152,0,0,1,0,7.02731466293335,8.969986915588379
161,3068,-14,3825.60009765625,21.5,-27.600000381469727,142,0,0,1,0,8.028780937194824,8.249470710754395
162,730,7,1110.5999755859375,29.5,20.5,60,0,0,1,0,6.593044757843018,7.012655735015869
163,729,-10,1391.300048828125,22.600000381469727,-17.200000762939453,32,0,0,1,0,6.591673851013184,7.2379937171936035
164,11233,17,6047.89990234375,22.899999618530273,9.899999618530273,74,0,0,1,0,9.326611518859863,8.707466125488281
165,949,-11,18908,13,-46.70000076293945,-3,0,0,1,0,6.855408668518066,9.84734058380127
166,3646,-11,3921.5,7.800000190734863,-64.19999694824219,29,0,0,1,0,8.201385498046875,8.274229049682617
167,1502,212,3453.800048828125,48.099998474121094,35.099998474121094,28,0,0,1,0,7.3145527839660645,8.14723014831543
168,807,10,1558.5,18,-1,49,0,0,1,0,6.693323612213135,7.3514790534973145
169,713,8,962.79998779296875,18,7.599999904632568,81,0,0,1,0,6.569481372833252,6.869845867156982
170,1489,0,25848,21.700000762939453,380.6000061035156,114,0,0,1,0,7.3058600425720215,10.159988403320312
171,736,73,631.5,21.299999237060547,60.79999923706055,71,0,0,1,0,6.601230144500732,6.4480977058410645
172,1226,53,1728.9000244140625,26.899999618530273,-7.099999904632568,84,0,0,1,0,7.111512184143066,7.455240726470947
173,543,112,2669.300048828125,30.5,24.899999618530273,323,0,0,1,0,6.297109127044678,7.889571666717529
174,14822,1,2159.199951171875,19.399999618530273,-37.29999923706055,17,0,0,1,0,9.603867530822754,7.677493095397949
175,890,-18,2612.60009765625,15.600000381469727,-49,-14,0,0,1,0,6.791221618652344,7.868101119995117
176,1627,6,8270.2998046875,19.399999618530273,-3.700000047683716,104,0,0,1,0,7.394493103027344,9.020425796508789
177,2408,28,44323,29.100000381469727,9.800000190734863,160,0,0,1,0,7.7865519523620605,10.699258804321289
178,2248,6,764.70001220703125,40.79999923706055,44.400001525878906,191,0,0,1,0,7.717796325683594,6.639483451843262
179,787,20,5167.5,13.699999809265137,-4,34,0,0,0,1,6.6682281494140625,8.55014419555664
180,474,-5,2159.300048828125,11.100000381469727,-58.20000076293945,16,0,0,0,1,6.16120719909668,7.677539348602295
181,439,7,2617.10009765625,10.800000190734863,-16.100000381469727,65,0,0,0,1,6.084499359130859,7.869822025299072
182,465,11,2367.699951171875,5.099999904632568,-25,43,0,0,0,1,6.142037391662598,7.769674301147461
183,594,33,2744,12.300000190734863,-12.199999809265137,76,0,0,0,1,6.3868794441223145,7.917171955108643
184,688,-6,2357.89990234375,7.400000095367432,-9.699999809265137,33,0,0,0,1,6.533788681030273,7.76552677154541
185,607,12,5262,6.199999809265137,-94.80000305175781,59,0,0,0,1,6.408528804779053,8.568266868591309
186,634,44,5738.89990234375,12.699999809265137,-7,38,0,0,0,1,6.4520487785339355,8.655022621154785
187,532,2,2714.89990234375,10.600000381469727,-21.200000762939453,35,0,0,0,1,6.2766432762146,7.906510353088379
188,441,39,3306.699951171875,7.400000095367432,13,150,0,0,0,1,6.08904504776001,8.103706359863281
189,694,18,3532.5,12.600000381469727,-13.800000190734863,37,0,0,0,1,6.542471885681152,8.169760704040527
190,520,-6,3681.5,12.800000190734863,-7.699999809265137,64,0,0,0,1,6.253829002380371,8.211075782775879
191,757,12,3982.10009765625,2.9000000953674316,45.400001525878906,197,0,0,0,1,6.629363059997559,8.289565086364746
192,668,30,2996,13.5,-3.299999952316284,81,0,0,0,1,6.504288196563721,8.005033493041992
193,803,18,4178.60009765625,10.699999809265137,-29.899999618530273,52,0,0,0,1,6.6883544921875,8.33773136138916
194,500,3,2616.300048828125,11.899999618530273,-1.2999999523162842,25,0,0,0,1,6.214608192443848,7.869516372680664
195,552,-5,2064.5,12.899999618530273,-16.799999237060547,37,0,0,0,1,6.3135480880737305,7.632643222808838
196,412,-5,2225.5,10.100000381469727,-27.399999618530273,13,0,0,0,1,6.021023273468018,7.707736968994141
197,1100,58,9470.099609375,7.300000190734863,76.5999984741211,82,0,0,0,1,7.003065586090088,9.15589427947998
198,959,26,3783.199951171875,14.600000381469727,5,65,0,0,0,1,6.865890979766846,8.238325119018555
199,333,34,2388.699951171875,13.800000190734863,6.5,59,0,0,0,1,5.80814266204834,7.778504371643066
200,503,-19,3705.199951171875,8.899999618530273,-96.80000305175781,29,0,0,0,1,6.220590114593506,8.21749210357666
201,448,-8,1411.699951171875,14,-33.5,14,0,0,0,1,6.104793071746826,7.25255012512207
202,732,7,4800.10009765625,12.899999618530273,-11.199999809265137,36,0,0,0,1,6.595780372619629,8.476391792297363
203,720,8,1771.9000244140625,14.5,13.600000381469727,78,0,0,0,1,6.579251289367676,7.4798078536987305
204,808,-16,7198.5,14.699999809265137,7.400000095367432,49,0,0,0,1,6.694561958312988,8.881628036499023
205,930,10,1509.0999755859375,9,20.5,131,0,0,0,1,6.835184574127197,7.319268703460693
206,525,3,1097.0999755859375,15.5,20.100000381469727,72,0,0,0,1,6.263398170471191,7.000425815582275
207,658,32,4542.60009765625,12.100000381469727,-7.800000190734863,68,0,0,0,1,6.4892048835754395,8.421255111694336
208,555,6,2023,13.699999809265137,-14.600000381469727,60,0,0,0,1,6.318968296051025,7.6123366355896
209,626,0,1442.5,14.399999618530273,-10.199999809265137,62,0,0,0,1,6.439350605010986,7.274133205413818
