rownames,wage,educ,exper,tenure,nonwhite,female,married,numdep,smsa,northcen,south,west,construc,ndurman,trcommpu,trade,services,profserv,profocc,clerocc,servocc,lwage,expersq,tenursq
52,8.600000381469727,16,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2.1517622470855713,9,4
53,5,12,15,5,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1.6094379425048828,225,25
54,6,12,7,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.7917594909667969,49,49
55,2.5,12,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9162907600402832,4,0
56,3.25,15,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1.1786550283432007,9,0
57,3.4000000953674316,16,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1.2237755060195923,1,1
58,10,8,13,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2.3025851249694824,169,0
59,21.6299991607666,18,8,8,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3.0740811824798584,64,64
60,4.380000114440918,16,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1.4770487546920776,49,0
61,11.710000038146973,13,40,20,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2.4604432582855225,1600,400
62,12.390000343322754,14,42,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2.516889810562134,1764,25
63,6.25,10,36,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1.8325815200805664,1296,64
64,3.7100000381469727,10,13,0,1,1,0,4,1,0,0,0,0,0,0,0,0,1,0,1,0,1.3110319375991821,169,0
65,7.78000020980835,14,9,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2.051556348800659,81,9
66,19.979999542236328,14,26,23,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,2.9947316646575928,676,529
67,6.25,16,7,4,1,1,1,3,1,0,0,0,0,0,0,0,0,1,1,0,0,1.8325815200805664,49,16
68,10,12,25,3,0,0,1,3,1,0,0,0,0,0,0,0,0,1,1,0,0,2.3025851249694824,625,9
69,5.710000038146973,16,10,5,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1.7422189712524414,100,25
70,2,12,3,2,0,1,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471824645996,9,4
71,5.710000038146973,16,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1.7422189712524414,9,0
72,13.079999923706055,17,17,2,1,0,1,3,1,0,0,0,0,0,0,0,0,1,1,0,0,2.5710842609405518,289,4
73,4.909999847412109,12,17,8,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5912739038467407,289,64
74,2.9100000858306885,12,20,34,0,1,1,2,1,0,0,0,0,0,0,0,1,0,0,1,0,1.0681531429290771,400,1156
75,3.75,12,7,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1.3217558860778809,49,0
76,11.899999618530273,13,24,19,0,0,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,2.4765384197235107,576,361
77,4,12,28,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1.3862943649291992,784,0
78,3.0999999046325684,12,2,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1.1314021348953247,4,1
79,8.449999809265137,12,19,13,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2.1341664791107178,361,169
80,7.139999866485596,18,13,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1.9657127857208252,169,0
81,4.5,9,22,5,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1.504077434539795,484,25
82,4.650000095367432,16,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.5368672609329224,9,1
83,2.9000000953674316,10,4,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1.0647107362747192,16,0
84,6.670000076293945,12,7,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.8976198434829712,49,25
85,3.5,12,6,2,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1.2527629137039185,36,4
86,3.259999990463257,12,13,3,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1.1817271709442139,169,9
87,3.25,12,14,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1.1786550283432007,196,0
88,8,12,14,4,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,2.079441547393799,196,16
89,9.850000381469727,8,40,24,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2.2874715328216553,1600,576
90,7.5,12,11,7,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0149030685424805,121,49
91,5.909999847412109,12,14,6,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1.7766457796096802,196,36
92,11.760000228881836,14,40,39,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2.4647040367126465,1600,1521
93,3,12,1,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1.0986123085021973,1,0
94,4.809999942779541,12,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1.5706970691680908,4,0
95,6.5,12,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1.8718022108078003,16,1
96,4,9,19,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1.3862943649291992,361,1
97,3.5,13,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1.2527629137039185,1,0
98,13.15999984741211,12,34,22,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2.577181816101074,1156,484
99,4.25,14,5,2,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1.4469189643859863,25,4
100,3.5,12,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1.2527629137039185,9,0
101,5.130000114440918,15,6,6,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1.6351057291030884,36,36
102,3.75,12,14,0,0,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,1,1.3217558860778809,196,0
103,4.5,12,35,12,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1.504077434539795,1225,144
104,7.630000114440918,12,8,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2.032087802886963,64,16
105,15,14,7,7,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.70805025100708,49,49
106,6.849999904632568,15,11,3,0,1,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1.9242486953735352,121,9
107,13.329999923706055,12,14,11,0,0,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0,2.590017080307007,196,121
108,6.670000076293945,12,35,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.8976198434829712,1225,100
109,2.5299999713897705,12,46,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.9282193183898926,2116,0
110,9.800000190734863,17,7,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2.2823824882507324,49,0
111,3.369999885559082,11,45,12,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1.2149126529693604,2025,144
112,24.979999542236328,18,29,25,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.2180755138397217,841,625
113,5.400000095367432,12,6,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.686398983001709,36,9
114,6.110000133514404,14,15,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1.8099267482757568,225,0
115,4.199999809265137,14,33,16,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1.4350844621658325,1089,256
116,3.75,10,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.3217558860778809,225,0
117,3.5,14,5,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1.2527629137039185,25,0
118,3.640000104904175,12,7,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1.291983723640442,49,4
119,3.799999952316284,15,6,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1.3350011110305786,36,1
120,3,8,33,12,0,1,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1.0986123085021973,1089,144
121,5,16,2,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1.6094379425048828,4,1
122,4.630000114440918,14,4,0,0,1,1,2,1,0,1,0,0,0,0,0,0,1,0,0,1,1.5325568914413452,16,0
123,3,15,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1.0986123085021973,1,0
124,3.200000047683716,12,29,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1.1631507873535156,841,0
125,3.9100000858306885,18,17,3,0,0,1,2,0,0,1,0,0,0,0,0,0,1,1,0,0,1.3635374307632446,289,9
126,6.429999828338623,16,17,3,0,1,1,2,0,0,1,0,0,0,0,0,0,1,1,0,0,1.8609745502471924,289,9
127,5.480000019073486,10,36,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.7011051177978516,1296,9
128,1.5,8,31,30,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.40546509623527527,961,900
129,2.9000000953674316,10,23,2,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,1.0647107362747192,529,4
130,5,11,13,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.6094379425048828,169,1
131,8.920000076293945,18,3,3,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,2.188295841217041,9,9
132,5,15,15,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1.6094379425048828,225,0
133,3.5199999809265137,12,48,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.2584609985351562,2304,1
134,2.9000000953674316,11,6,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1.0647107362747192,36,0
135,4.5,12,12,0,0,0,1,3,1,0,1,0,0,0,0,1,0,0,0,0,0,1.504077434539795,144,0
136,2.25,12,5,0,0,1,0,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0.8109301924705505,25,0
137,5,14,19,5,0,0,1,4,1,0,1,0,0,0,0,1,0,0,0,0,0,1.6094379425048828,361,25
138,10,16,9,3,1,0,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,2.3025851249694824,81,9
139,3.75,2,39,13,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1.3217558860778809,1521,169
140,10,14,28,11,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,2.3025851249694824,784,121
141,10.949999809265137,16,23,20,0,0,1,4,1,0,1,0,0,1,0,0,0,0,1,0,0,2.3933393955230713,529,400
142,7.900000095367432,12,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2.0668628215789795,4,0
143,4.71999979019165,12,15,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.5518087148666382,225,1
144,5.840000152587891,13,5,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1.7647308111190796,25,0
145,3.8299999237060547,12,18,2,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,1,0,1.342864751815796,324,4
146,3.200000047683716,15,2,2,0,1,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1.1631507873535156,4,4
147,2,10,3,0,1,1,0,5,1,0,1,0,0,0,0,1,0,0,0,0,1,0.6931471824645996,9,0
148,4.5,12,31,4,0,1,1,3,1,0,1,0,0,0,0,0,0,1,0,1,0,1.504077434539795,961,16
149,11.550000190734863,16,20,5,0,1,1,3,1,0,1,0,1,0,0,0,0,0,0,1,0,2.446685552597046,400,25
150,2.140000104904175,13,34,15,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.7608059048652649,1156,225
151,2.380000114440918,9,5,0,1,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0.8671005368232727,25,0
152,3.75,12,11,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1.3217558860778809,121,0
153,5.519999980926514,13,31,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1.7083778381347656,961,9
154,6.5,12,8,5,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1.8718022108078003,64,25
155,3.0999999046325684,12,2,2,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1.1314021348953247,4,4
156,10,14,18,5,0,0,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,2.3025851249694824,324,25
157,6.630000114440918,16,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1.8916047811508179,9,0
158,10,16,3,2,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,2.3025851249694824,9,4
159,2.309999942779541,9,4,1,0,1,0,5,0,1,0,0,0,0,0,1,0,0,0,0,1,0.8372474908828735,16,1
160,6.880000114440918,18,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1.9286186695098877,16,16
161,2.8299999237060547,10,1,0,0,0,0,4,1,1,0,0,0,0,0,1,0,0,0,0,0,1.0402766466140747,1,0
162,3.130000114440918,10,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1.1410330533981323,1,0
163,8,13,28,5,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,2.079441547393799,784,25
164,4.5,12,47,4,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1.504077434539795,2209,16
165,8.649999618530273,18,13,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,2.157559394836426,169,1
166,2,13,2,6,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0.6931471824645996,4,36
167,4.75,12,48,2,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1.5581445693969727,2304,4
168,6.25,13,6,5,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1.8325815200805664,36,25
169,6,13,8,0,0,0,1,2,1,1,0,0,0,0,0,0,0,1,0,0,1,1.7917594909667969,64,0
170,15.380000114440918,13,25,21,0,0,1,2,1,1,0,0,0,0,0,0,0,1,1,0,0,2.7330679893493652,625,441
171,14.579999923706055,18,13,7,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2.6796507835388184,169,49
172,12.5,12,8,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2.525728702545166,64,1
173,5.25,12,19,10,0,1,1,2,1,1,0,0,0,0,1,0,0,0,0,1,0,1.6582280397415161,361,100
174,2.1700000762939453,13,1,4,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0.7747272253036499,1,16
175,7.139999866485596,12,43,5,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.9657127857208252,1849,25
176,6.21999979019165,12,19,9,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1.8277698755264282,361,81
177,9,12,11,5,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2.1972246170043945,121,25
178,10,14,43,4,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2.3025851249694824,1849,16
179,5.769999980926514,10,44,3,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1.7526720762252808,1936,9
180,4,12,22,11,0,1,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1.3862943649291992,484,121
181,8.75,16,3,2,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,2.169053792953491,9,4
182,6.53000020980835,16,3,2,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1.8764070272445679,9,4
183,7.599999904632568,12,41,11,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2.0281481742858887,1681,121
184,5,14,5,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1.6094379425048828,25,0
185,5,12,14,11,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1.6094379425048828,196,121
186,21.860000610351562,12,24,16,0,0,1,3,1,1,0,0,0,0,0,1,0,0,1,0,0,3.084658622741699,576,256
187,8.640000343322754,12,28,8,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,2.156402587890625,784,64
188,3.299999952316284,12,25,8,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1.1939224004745483,625,64
189,4.440000057220459,12,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1.4906543493270874,9,0
190,4.550000190734863,12,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.5151273012161255,121,0
191,3.5,12,7,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.2527629137039185,49,36
192,6.25,16,9,2,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1.8325815200805664,81,4
193,3.8499999046325684,16,5,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1.348073124885559,25,0
194,6.179999828338623,14,9,3,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1.82131826877594,81,9
195,2.9100000858306885,11,1,0,0,1,0,3,1,1,0,0,0,0,0,0,1,0,1,0,0,1.0681531429290771,1,0
196,6.25,16,2,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1.8325815200805664,4,1
197,6.25,12,13,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1.8325815200805664,169,0
198,9.050000190734863,12,10,2,0,0,1,3,1,1,0,0,1,0,0,0,0,0,1,0,0,2.2027647495269775,100,4
199,10,17,5,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2.3025851249694824,25,9
200,11.109999656677246,12,30,8,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,2.4078454971313477,900,64
201,6.880000114440918,12,31,19,0,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,1,1.9286186695098877,961,361
202,8.75,16,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2.169053792953491,1,4
203,10,8,9,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2.3025851249694824,81,0
204,3.049999952316284,12,10,0,0,1,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1.1151416301727295,100,0
205,3,12,38,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0986123085021973,1444,0
206,5.800000190734863,12,19,6,0,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1.7578579187393188,361,36
207,4.099999904632568,16,5,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1.4109869003295898,25,0
208,8,12,26,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2.079441547393799,676,4
209,6.150000095367432,12,35,12,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1.816452145576477,1225,144
210,2.700000047683716,9,2,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0.9932518005371094,4,0
211,2.75,13,1,2,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1.0116009712219238,1,4
212,3,16,19,10,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1.0986123085021973,361,100
213,3,14,3,2,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1.0986123085021973,9,4
214,7.360000133514404,8,36,24,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1.9960598945617676,1296,576
215,7.5,14,29,24,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,2.0149030685424805,841,576
216,3.5,13,1,2,0,0,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,1.2527629137039185,1,4
217,8.100000381469727,12,38,3,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,2.0918641090393066,1444,9
218,3.75,18,1,2,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1.3217558860778809,1,4
219,3.25,9,29,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.1786550283432007,841,0
220,5.829999923706055,8,36,15,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1.763016939163208,1296,225
221,3.5,8,4,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,1,1.2527629137039185,16,0
222,3.3299999237060547,12,45,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.2029722929000854,2025,16
223,4,14,22,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1.3862943649291992,484,9
224,3.5,12,20,4,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1.2527629137039185,400,16
225,6.25,16,5,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1.8325815200805664,25,0
226,2.950000047683716,8,15,2,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0818052291870117,225,4
