"","inlf","hours","kidslt6","kidsge6","age","educ","wage","repwage","hushrs","husage","huseduc","huswage","faminc","mtr","motheduc","fatheduc","unem","city","exper","nwifeinc","lwage","expersq"
"17",1,1400,0,2,43,12,3.21429991722107,4,2156,45,12,6.12239980697632,18600,0.691500008106232,10,7,7.5,1,20,14.0999803543091,1.16760957241058,400
"18",1,640,0,5,39,12,5.17500019073486,2.25,2250,40,12,6.14979982376099,19151,0.721499979496002,12,12,7.5,1,6,15.83899974823,1.64383935928345,36
"19",1,2000,0,0,45,12,2,2.29999995231628,2024,51,11,6.91699981689453,18100,0.691500008106232,7,7,5,1,23,14.1000003814697,0.6931471824646,529
"20",1,1324,0,4,35,12,7.5528998374939,3.94000005722046,2123,40,10,4.71029996871948,20300,0.691500008106232,12,7,5,0,9,10.2999610900879,2.02193164825439,81
"21",1,2215,0,2,42,16,3.50519990921021,3.29999995231628,4160,48,16,3.13100004196167,30419,0.621500015258789,10,16,7.5,0,5,22.6549816131592,1.25424754619598,25
"22",1,1680,0,0,30,12,3.57139992713928,3.79999995231628,2000,35,12,4,14090,0.721499979496002,12,10,3,0,11,8.09004783630371,1.27295768260956,121
"23",1,1600,0,0,48,13,3.25,3.25999999046326,2420,52,17,7.22270011901855,22679,0.661499977111816,7,3,5,1,18,17.4790000915527,1.1786550283432,324
"24",1,800,0,0,45,12,3.25,2.20000004768372,1150,53,17,7.96519994735718,12160,0.721499979496002,7,7,11,0,15,9.5600004196167,1.1786550283432,225
"25",1,1955,1,1,31,12,2.15450000762939,2.29999995231628,2024,31,12,4.08839988708496,12487,0.751500010490417,12,7,5,1,4,8.27495288848877,0.767558693885803,16
"26",1,660,0,2,43,17,3.7878999710083,0,1904,43,17,14.1809997558594,29850,0.581499993801117,16,14,9.5,1,21,27.3499851226807,1.33181178569794,441
"27",1,525,0,0,59,12,4,3.1800000667572,2448,53,16,6.5359001159668,18100,0.691500008106232,3,7,9.5,1,31,16,1.3862943649292,961
"28",1,1904,0,3,32,12,4.72690010070801,6.07000017166138,2000,33,13,8.5,26000,0.661499977111816,3,7,11,1,9,16.9999828338623,1.55326962471008,81
"29",1,1516,1,0,31,17,7.25589990615845,6,2390,30,17,6.27619981765747,26100,0.621500015258789,12,12,5,0,7,15.1000556945801,1.98181486129761,49
"30",1,346,0,0,42,12,5.86709976196289,6.3899998664856,1920,47,10,5.20830011367798,17730,0.721499979496002,12,12,9.5,0,7,15.6999835968018,1.76936042308807,49
"31",1,1040,0,0,50,11,1.53849995136261,0,1840,53,10,2.7820999622345,6719,0.751500010490417,7,7,7.5,1,32,5.11895990371704,0.430807888507843,1024
"32",1,732,0,0,59,16,2.45900011062622,2.5,3360,57,17,4.91069984436035,18550,0.691500008106232,3,3,14,1,11,16.7500114440918,0.899754822254181,121
"33",1,1880,0,2,36,13,5.85109996795654,5.19999980926514,2284,35,13,5.8668999671936,24600,0.661499977111816,12,10,7.5,0,16,13.5999317169189,1.76662969589233,256
"34",1,1680,0,1,51,12,3.57139992713928,3.28999996185303,1875,50,8,7.51999998092651,23100,0.691500008106232,7,14,5,1,14,17.1000480651855,1.27295768260956,196
"35",1,2081,0,3,45,16,3.80679988861084,4.19000005722046,2140,47,17,7.54489994049072,24656,0.661499977111816,12,12,5,1,27,16.7340488433838,1.33678889274597,729
"36",1,690,0,1,42,11,2.46379995346069,0,1896,44,8,5.53800010681152,15897,0.751500010490417,10,3,7.5,0,0,14.1969776153564,0.901704847812653,0
"37",1,4210,0,0,46,12,2.37529993057251,4.63000011444092,1040,49,16,6.92309999465942,20320,0.691500008106232,3,3,11,1,17,10.3199872970581,0.865123689174652,289
"38",1,2205,0,1,46,10,4.53509998321533,4.55000019073486,2200,52,12,5,21384,0.661499977111816,10,3,11,0,28,11.3841047286987,1.51184713840485,784
"39",1,1952,0,0,51,14,5.61829996109009,5.59999990463257,1952,58,12,7.30639982223511,25561,0.621500015258789,7,7,14,0,24,14.5940780639648,1.72602915763855,576
"40",1,1302,0,0,30,17,14.6309995651245,9.52999973297119,1560,30,17,11.2180004119873,36550,0.579999983310699,14,17,5,1,11,17.5004386901855,2.68314242362976,121
"41",1,112,1,2,30,12,2.67860007286072,0,4030,33,16,3.84619998931885,15810,0.721499979496002,12,12,3,0,1,15.5099964141846,0.985294282436371,1
"42",1,893,0,0,57,12,3.91939997673035,3.5,2570,58,12,5.83659982681274,25500,0.621500015258789,9,9,7.5,1,14,21.9999752044678,1.36593854427338,196
"43",1,583,1,2,31,16,2.57290005683899,9.97999954223633,1530,34,16,13.7250003814697,24000,0.661499977111816,14,16,9.5,1,6,22.5,0.945033669471741,36
"44",1,480,0,2,48,12,4.53749990463257,4.65000009536743,3149,48,8,6.34929990768433,22172,0.661499977111816,3,3,5,0,10,19.9939994812012,1.51237618923187,100
"45",1,1900,0,3,30,12,2,2.23000001907349,2690,32,12,5.25279998779297,17930,0.721499979496002,12,7,5,0,6,14.1300001144409,0.6931471824646,36
"46",1,576,0,2,34,12,3.4721999168396,3.83999991416931,3096,33,12,1.30750000476837,7000,0.781499981880188,12,7,3,0,4,5.00001287460327,1.24478840827942,16
"47",1,2056,0,2,48,16,2.01609992980957,0,2552,53,16,2.79979991912842,25300,0.721499979496002,14,16,5,1,10,21.1548976898193,0.701164901256561,100
"48",1,1984,0,0,45,12,4.57159996032715,4.82000017166138,2040,47,11,2.69609999656677,16212,0.721499979496002,10,10,11,0,22,7.14194583892822,1.5198632478714,484
"49",1,2640,0,0,51,12,2.27270007133484,0,2180,50,13,7.56879997253418,22650,0.661499977111816,7,7,3,0,16,16.6500720977783,0.820968568325043,256
"50",1,240,0,2,30,12,2.63750004768372,0,1864,37,12,3.4077000617981,6985,0.781499981880188,12,7,14,0,6,6.35199975967407,0.969831526279449,36
"51",1,1173,0,1,46,12,2.28990006446838,2.5,2068,46,12,6.54010009765625,30000,0.691500008106232,7,7,11,1,12,27.3139476776123,0.828508198261261,144
"52",1,3640,0,0,58,12,1.09889996051788,0,2010,58,12,7.21390008926392,18500,0.691500008106232,7,3,9.5,1,32,14.5000038146973,0.0943096429109573,1024
"53",1,340,0,8,37,12,1.1764999628067,0,2152,40,10,6.27320003509521,16658,0.751500010490417,12,7,5,0,15,16.2579898834229,0.162543892860413,225
"54",1,500,0,0,52,8,1.60000002384186,0,1496,54,11,5.88240003585815,10300,0.751500010490417,7,7,5,1,17,9.5,0.470003634691238,289
"55",1,1599,0,0,52,10,1.87619996070862,2.79999995231628,2100,47,4,3.80949997901917,11000,0.751500010490417,7,3,7.5,0,34,7.99995613098145,0.629248440265656,1156
"56",1,1830,0,0,31,16,4.04370021820068,4.19999980926514,1960,35,14,6.37760019302368,19900,0.691500008106232,12,12,7.5,1,9,12.5000286102295,1.39716017246246,81
"57",1,1920,0,0,55,14,9.63539981842041,8.75,1985,55,15,6.04530000686646,32500,0.639999985694885,7,7,14,1,37,14.0000324249268,2.26544380187988,1369
"58",1,2052,0,0,34,17,8.04090023040771,8.25,2020,33,17,8.81190013885498,37300,0.579999983310699,17,17,7.5,1,10,20.8000736236572,2.0845410823822,100
"59",1,2312,0,0,55,14,4.59899997711182,5.57999992370605,2178,56,16,8.87650012969971,30018,0.581499993801117,17,7,11,1,35,19.3851127624512,1.52583885192871,1225
"60",1,196,0,2,39,12,2.14289999008179,2.5,3684,39,12,3.34200000762939,12807,0.751500010490417,12,7,14,1,6,12.3869915008545,0.762160062789917,36
"61",1,2500,0,3,40,14,4.40000009536743,5.5,5010,42,13,3.18359994888306,39500,0.551500022411346,14,3,7.5,0,19,28.5,1.48160457611084,361
"62",1,1980,0,4,43,12,3.53539991378784,3.75,1880,47,12,6.9148998260498,22050,0.691500008106232,12,12,9.5,1,10,15.0499086380005,1.26282644271851,100
"63",1,1840,0,0,48,8,2.71740007400513,4.80000019073486,1904,56,8,5.51469993591309,15500,0.721499979496002,7,7,14,1,11,10.4999837875366,0.999675571918488,121
"64",1,320,0,0,47,12,6.25,6.25,2083,47,12,5.28079986572266,13810,0.721499979496002,7,7,9.5,1,15,11.8100004196167,1.83258152008057,225
"65",1,419,0,4,41,12,11.9329996109009,6.30000019073486,2125,44,12,3.20000004768372,11950,0.751500010490417,7,7,5,1,12,6.9500732421875,2.47930765151978,144
"66",1,1880,0,0,36,8,3.59310007095337,3.75,1985,37,12,5.87909984588623,19175,0.691500008106232,12,12,7.5,0,12,12.4199714660645,1.27901530265808,144
"67",1,72,0,2,46,17,6.9443998336792,0,2640,48,17,6.25,17900,0.691500008106232,12,16,7.5,0,14,17.4000034332275,1.93793559074402,196
"68",1,120,0,0,34,12,2.91669988632202,0,2070,51,8,7.48789978027344,15850,0.721499979496002,12,7,5,1,11,15.4999961853027,1.0704528093338,121
"69",1,1885,0,3,41,12,3.07690000534058,2.90000009536743,2107,48,8,6.97669982910156,27017,0.691500008106232,7,7,5,1,9,21.2170429229736,1.12392258644104,81
"70",1,240,0,1,51,12,3.75,0,2250,54,10,8,18900,0.691500008106232,12,7,5,0,24,18,1.32175588607788,576
"71",1,1729,0,0,33,12,5.72590017318726,4.76000022888184,2880,34,16,4.1318998336792,21800,0.691500008106232,12,12,7.5,1,12,11.8999185562134,1.74499976634979,144
"72",1,1850,0,0,52,12,3.67569994926453,3.40000009536743,1848,53,12,14.4759998321533,33552,0.551500022411346,10,10,7.5,1,13,26.7519550323486,1.30174362659454,169
"73",1,2033,0,0,58,9,5.16480016708374,4.32000017166138,1927,53,7,5.73430013656616,22650,0.661499977111816,7,9,7.5,1,29,12.1499614715576,1.64186644554138,841
"74",1,608,2,4,34,10,8.22369956970215,3,1304,38,9,3.37420010566711,15200,0.791499972343445,0,0,7.5,1,11,10.199990272522,2.10702013969421,121
"75",1,1153,0,1,31,12,4.33650016784668,4.51999998092651,3000,35,12,1.83329999446869,13120,0.721499979496002,7,10,7.5,1,13,8.12001514434814,1.46706759929657,169
"76",1,2208,0,1,48,12,4.98190021514893,5.30999994277954,1892,52,12,5.60249996185303,21660,0.661499977111816,12,14,5,1,19,10.6599645614624,1.60581135749817,361
"77",1,252,0,2,32,12,0.357100009918213,0,3644,32,12,4.2975001335144,18190,0.721499979496002,7,7,3,0,2,18.1000099182129,-1.02973937988281,4
"78",1,337,0,0,49,17,2.96740007400513,0,1430,47,17,3.916100025177,9600,0.751500010490417,3,3,14,1,24,8.59998607635498,1.08768618106842,576
"79",1,90,2,2,32,15,1,0,2350,31,14,4.8786997795105,13755,0.751500010490417,10,12,7.5,1,9,13.664999961853,0,81
"80",1,1174,0,0,58,12,2.55539989471436,4.86999988555908,1948,59,16,9.24020004272461,35350,0.661499977111816,7,12,7.5,1,6,32.3499603271484,0.938208699226379,36
"81",1,372,0,0,50,6,0.860199987888336,2.25,1804,42,12,6.65189981460571,12405,0.721499979496002,12,7,7.5,1,22,12.0850057601929,-0.150590375065804,484
"82",1,30,0,0,60,14,1,0,2326,51,12,4.62169981002808,12180,0.751500010490417,12,17,9.5,0,30,12.1499996185303,0,900
"83",1,1800,0,1,50,12,2.92610001564026,0,1739,55,11,9.97410011291504,22962,0.661499977111816,7,3,7.5,1,10,17.6950206756592,1.07367050647736,100
"84",1,282,0,0,56,14,3.54609990119934,2.5,1176,57,17,20.9179992675781,25700,0.621500015258789,7,7,9.5,1,6,24.7000007629395,1.26584839820862,36
"85",1,720,0,0,51,9,1.62639999389648,2.20000004768372,1100,55,8,1.94000005722046,3305,0.791499972343445,7,7,3,0,29,2.13399195671082,0.486368983983994,841
"86",1,1440,0,1,54,17,8.33329963684082,6,1528,58,17,8.8351001739502,32950,0.581499993801117,7,12,5,1,29,20.9500484466553,2.12025952339172,841
"87",1,2100,0,0,59,13,3.0952000617981,2.95000004768372,2250,52,15,4.66669988632202,17000,0.691500008106232,7,7,5,1,36,10.5000801086426,1.12985253334045,1296
"88",1,1000,0,2,46,9,2.70000004768372,2.34999990463257,1927,47,10,5.18940019607544,13250,0.751500010490417,7,7,5,1,19,10.5500001907349,0.993251800537109,361
"89",1,952,0,1,46,15,5.25209999084473,0,2414,47,16,18.7240009307861,50750,0.441500008106232,7,12,5,1,8,45.75,1.65862798690796,64
"90",1,1413,1,3,39,12,1.41540002822876,2.20000004768372,768,49,8,10.4169998168945,15632,0.771499991416931,10,10,14,0,13,13.6320400238037,0.347412198781967,169
"91",1,2100,0,2,44,12,4.79860019683838,4.84999990463257,1984,43,14,8.84580039978027,28316,0.621500015258789,7,0,11,1,16,18.2389392852783,1.56832420825958,256
"92",1,120,2,0,33,12,1.66670000553131,2.36999988555908,2246,36,12,7.56899976730347,17290,0.721499979496002,12,12,9.5,1,11,17.0899963378906,0.510845601558685,121
"93",1,3000,1,2,33,12,1.12170004844666,0,3024,30,17,4.45069980621338,33600,0.621500015258789,10,10,7.5,1,15,30.234899520874,0.114845432341099,225
"94",1,1000,0,2,48,12,0.5,0,2921,52,12,9.32040023803711,29200,0.621500015258789,12,7,9,1,6,28.7000007629395,-0.6931471824646,36
"95",1,336,0,4,31,12,0.714299976825714,0,2045,37,17,9.16870021820068,19870,0.691500008106232,7,7,11,0,13,19.6299953460693,-0.336452275514603,169
"96",1,1216,0,1,45,12,2.79609990119934,2.90000009536743,1928,44,12,6.48339986801147,16225,0.721499979496002,7,7,11,0,22,12.8249425888062,1.02822554111481,484
"97",1,988,0,1,45,12,4.85830020904541,4.5,1920,44,10,7.8125,28600,0.691500008106232,7,3,5,1,24,23.7999992370605,1.58068859577179,576
"98",1,2581,0,2,32,13,1.74349999427795,2.59999990463257,2280,37,17,11.4040002822876,30800,0.581499993801117,14,12,7.5,1,2,26.3000259399414,0.555894613265991,4
"99",1,2030,0,0,47,12,2.46309995651245,2.79999995231628,2300,47,17,5.08699989318848,25700,0.691500008106232,7,7,3,0,6,20.6999073028564,0.901420712471008,36
"100",1,413,0,2,34,13,2.42129993438721,3,2480,35,13,6.97580003738403,27000,0.621500015258789,12,12,3,0,2,26.0000038146973,0.884304583072662,4
"101",1,782,0,1,37,12,1.53450000286102,2.29999995231628,1135,34,10,5.28630018234253,12077,0.771499991416931,12,7,9.5,1,2,10.8770208358765,0.428204596042633,4
"102",1,1388,0,1,36,12,2.88179993629456,1.87000000476837,1384,39,12,11.5620002746582,29612,0.661499977111816,7,7,11,0,14,25.6120624542236,1.05841505527496,196
"103",1,1450,1,2,47,12,2.40689992904663,3,1848,50,14,8.60610008239746,24479,0.691500008106232,7,10,9.5,1,9,20.9889945983887,0.87833958864212,81
"104",1,1720,0,1,48,16,5.23260021209717,4.67999982833862,2499,46,17,12.8050003051758,79750,0.441500008106232,14,14,7.5,1,11,70.7499313354492,1.65490829944611,121
"105",1,800,0,2,42,12,3.75,2.5,2390,43,12,6.69460010528564,20050,0.691500008106232,12,7,11,0,9,17.0499992370605,1.32175588607788,81
"106",1,360,0,3,33,13,1.3889000415802,0,2400,44,14,8.33329963684082,21500,0.691500008106232,10,12,11,1,6,20.9999961853027,0.328512102365494,36
"107",1,2000,0,0,46,11,4,4.6100001335144,1920,53,8,4.16669988632202,16120,0.691500008106232,7,7,5,0,19,8.11999988555908,1.3862943649292,361
"108",1,1176,0,3,47,12,3.23130011558533,3.34999990463257,2301,48,13,5.47590017318726,24686,0.721499979496002,7,7,9.5,0,26,20.8859901428223,1.17288458347321,676
"109",1,2058,0,1,44,12,3.40140008926392,3.79999995231628,1944,43,10,5.14400005340576,24669,0.691500008106232,7,10,9.5,1,19,17.6689186096191,1.22418713569641,361
"110",1,900,0,4,36,12,1.33329999446869,2.20000004768372,2100,37,17,11.6669998168945,26400,0.661499977111816,7,7,7.5,1,3,25.2000293731689,0.287657082080841,9
"111",1,215,2,0,31,17,9.30230045318604,9.97999954223633,1920,32,16,7.29169988632202,16245,0.721499979496002,12,12,7.5,1,7,14.245005607605,2.23026180267334,49
"112",1,2000,0,0,55,14,4.5,4.36999988555908,2880,55,14,4.86110019683838,23300,0.661499977111816,7,7,9.5,1,28,14.3000001907349,1.50407743453979,784
"113",1,757,0,1,45,16,4.62349987030029,4.5,1932,48,16,12.1639995574951,27200,0.621500015258789,12,7,9.5,1,13,23.7000102996826,1.53115200996399,169
"114",1,1264,0,0,47,17,3.9556999206543,0,3234,48,17,10.8229999542236,51000,0.461499989032745,10,17,9.5,1,9,45.9999961853027,1.37515759468079,81
"115",1,2064,0,3,46,12,5.81400012969971,6,2805,47,12,12.4779996871948,55000,0.461499989032745,10,7,14,1,15,42.9999046325684,1.76026880741119,225
"116",1,1280,0,0,49,11,0.5,0,2272,52,9,6.16200017929077,15389,0.721499979496002,7,7,7.5,1,20,14.7489995956421,-0.6931471824646,400
"117",1,1715,0,0,49,12,4.08160018920898,3.75,2227,52,14,7.18459987640381,23150,0.661499977111816,7,7,9.5,1,29,16.1500549316406,1.40648913383484,841
"118",1,2000,0,2,45,12,6,4.94999980926514,1720,49,6,7.09299993515015,29774,0.621500015258789,7,10,14,1,9,17.7740001678467,1.7917594909668,81
"119",1,12,1,3,38,17,3.66669988632202,0,2300,38,13,17.826000213623,91044,0.441500008106232,12,10,14,1,1,91,1.29929208755493,1
"120",1,1528,0,0,47,10,3.86129999160767,2.95000004768372,3410,50,12,6.39300012588501,28200,0.581499993801117,7,12,14,1,8,22.299934387207,1.35100388526917,64
"121",1,561,0,3,54,13,2.76290011405945,2.52999997138977,2304,57,16,11.7189998626709,36150,0.551500022411346,7,7,9.5,1,19,34.6000137329102,1.01628088951111,361
"122",1,2058,0,0,41,11,2.93099999427795,2.90000009536743,1984,42,12,4.78830003738403,15652,0.721499979496002,12,12,7.5,0,23,9.62000179290771,1.0753436088562,529
"123",1,1823,0,2,43,12,4.38840007781982,4.19999980926514,1890,33,14,4.23280000686646,18900,0.751500010490417,14,7,11,0,3,10.8999462127686,1.47896468639374,9
"124",1,1680,1,1,31,16,5.41669988632202,4.69999980926514,1970,32,12,7.10659980773926,23600,0.661499977111816,12,10,7.5,0,13,14.4999437332153,1.68948674201965,169
"125",1,1440,0,0,47,17,9.86110019683838,7.09999990463257,2400,46,12,8.33329963684082,36200,0.610000014305115,7,7,7.5,1,8,22.0000152587891,2.28859782218933,64
"126",1,4950,0,2,35,12,0.16159999370575,2.75,2504,37,12,6.98880004882812,18700,0.691500008106232,10,10,7.5,0,17,17.9000797271729,-1.82263112068176,289
"127",1,1176,0,3,45,16,0.382600009441376,3.75,2398,48,17,9.59130001068115,24125,0.661499977111816,7,7,11,1,4,23.6750621795654,-0.960765182971954,16
"128",1,1100,1,0,33,12,3.63639998435974,3.57999992370605,1960,39,12,6.02040004730225,15800,0.721499979496002,7,7,7.5,0,15,11.7999601364136,1.29099416732788,225
"129",1,1516,0,1,54,16,2.37470006942749,2.40000009536743,2550,55,12,2.96860003471375,19742,0.721499979496002,12,7,3,0,11,16.1419544219971,0.864871144294739,121
"130",1,900,0,4,35,8,4.66669988632202,3.95000004768372,2500,41,12,7,22600,0.691500008106232,10,7,9.5,0,7,18.3999710083008,1.54045212268829,49
"131",1,1080,1,2,31,12,1.85189998149872,2.25,2164,37,10,7.16270017623901,17500,0.721499979496002,7,7,7.5,0,0,15.4999475479126,0.616212129592896,0
"132",1,480,0,0,55,12,5.19999980926514,0,2640,60,12,4.73640012741089,19820,0.691500008106232,7,7,7.5,0,0,17.3239994049072,1.64865863323212,0
"133",1,288,0,2,34,12,3.2985999584198,4.61999988555908,1936,36,12,8.7810001373291,20155,0.691500008106232,12,16,11,1,10,19.2050037384033,1.19349813461304,100
"134",1,1875,0,1,38,13,8.53330039978027,8.5,2136,41,12,9.83150005340576,37300,0.579999983310699,10,12,7.5,1,8,21.3000621795654,2.14397621154785,64
"135",1,630,0,1,45,11,2.06349992752075,0,1955,51,10,6.6496000289917,24860,0.721499979496002,7,7,7.5,1,2,23.5599956512451,0.724403560161591,4
"136",1,234,0,1,47,12,2.56410002708435,2.5,1980,48,10,9.84850025177002,21450,0.661499977111816,12,3,7.5,1,4,20.8500003814697,0.941607534885406,16
"137",1,1600,0,2,39,12,2.1875,0,2550,42,11,9.80389976501465,29650,0.621500015258789,7,7,5,1,6,26.1499996185303,0.782759368419647,36
"138",1,960,1,0,36,14,6.25,0,2058,37,13,8.26039981842041,23000,0.661499977111816,7,7,11,1,18,17,1.83258152008057,324
"139",1,120,1,2,33,12,3.33330011367798,0,2263,32,14,9.06760025024414,21120,0.691500008106232,7,7,9,1,3,20.7200031280518,1.20396280288696,9
"140",1,2025,0,0,50,12,4.4443998336792,4.80000019073486,1763,54,13,8.50819969177246,26000,0.621500015258789,7,12,5,1,22,17.0000896453857,1.49164485931396,484
"141",1,1809,0,0,58,12,6.63350009918213,6.44999980926514,2096,59,14,7.1564998626709,28000,0.621500015258789,3,7,7.5,1,33,15.9999980926514,1.89213263988495,1089
"142",1,3087,0,0,49,17,8.42240047454834,9.97999954223633,2059,47,13,7.0423002243042,45500,0.519999980926514,12,12,11,1,28,19.5000495910645,2.13089489936829,784
"143",1,910,0,2,41,14,4.39559984207153,0,1820,40,17,6.59340000152588,16000,0.721499979496002,16,12,14,1,23,12.0000038146973,1.48060405254364,529
"144",1,1840,0,1,51,12,2.44569993019104,2.5,2832,53,8,4.34569978713989,18232,0.691500008106232,7,14,11,0,27,13.7319116592407,0.894331336021423,729
"145",1,784,0,0,53,9,1.22449994087219,2.25,1990,60,10,7.23619985580444,28160,0.721499979496002,3,7,14,1,11,27.1999912261963,0.202532544732094,121
"146",1,400,1,2,36,12,1.625,0,2000,40,7,1.74000000953674,5965,0.801500022411346,12,7,11,1,6,5.31500005722046,0.485507816076279,36
"147",1,1000,0,2,46,12,3,5.5,1885,46,12,6.89659976959229,19000,0.721499979496002,7,7,9.5,1,11,16,1.0986123085022,121
"148",1,1904,0,2,36,12,4.72690010070801,4.19999980926514,2860,37,12,5.04549980163574,36872,0.551500022411346,12,12,11,1,14,27.8719825744629,1.55326962471008,196
"149",1,1771,0,1,53,14,1.12929999828339,9.97999954223633,1913,48,16,17.25,42000,0.491499990224838,12,12,14,1,17,40.0000114440918,0.121597968041897,289
"150",1,1486,0,3,40,16,7.40240001678467,6.25,1800,54,16,8.33329963684082,26900,0.621500015258789,16,14,11,1,17,15.9000339508057,2.00180435180664,289
"151",1,740,0,2,42,17,4.45949983596802,1.64999997615814,2880,45,16,9.375,30800,0.581499993801117,12,10,9,0,14,27.4999694824219,1.49503660202026,196
"152",1,1820,1,1,33,15,2.47250008583069,0,1993,32,16,8.2790002822876,21520,0.691500008106232,12,12,11,1,11,17.0200500488281,0.905229806900024,121
"153",1,1275,0,3,43,12,1.88240003585815,3,2250,47,14,4.5,24795,0.691500008106232,7,7,7.5,1,7,22.3949394226074,0.632547557353973,49
"154",1,450,1,0,31,16,4,4,2286,30,16,4.19950008392334,12900,0.721499979496002,14,16,14,1,8,11.1000003814697,1.3862943649292,64
"155",1,1221,0,0,47,17,8.1899995803833,5.98999977111816,1880,47,16,16.0639991760254,42700,0.491499990224838,7,7,7.5,1,6,32.7000122070312,2.10291385650635,36
"156",1,1550,0,0,54,17,7.09679985046387,6,2350,58,17,11.2770004272461,38800,0.521499991416931,10,17,11,1,8,27.7999610900879,1.95964395999908,64
"157",1,180,1,3,33,12,1.66670000553131,0,3640,33,11,0.549399971961975,2500,0.941500008106232,7,3,3,0,4,2.19999408721924,0.510845601558685,16
"158",1,2090,0,0,43,16,3.4449999332428,3.84999990463257,1770,47,14,9.54800033569336,26921,0.621500015258789,14,10,11,1,25,19.7209510803223,1.23692393302917,625
"159",1,1960,0,1,46,13,4.23470020294189,4.19999980926514,1875,49,13,5.33330011367798,18300,0.691500008106232,7,9,3,0,24,9.99998760223389,1.44331252574921,576
"160",1,1440,0,3,35,12,2.7778000831604,4.09999990463257,2200,38,9,5.45450019836426,17200,0.721499979496002,7,7,14,1,11,13.1999683380127,1.02165925502777,121
"161",1,794,0,3,37,11,1.88919997215271,3.84999990463257,2033,39,12,5.90259981155396,14209,0.751500010490417,12,3,9.5,1,19,12.7089748382568,0.63615345954895,361
"162",1,993,0,2,37,16,5.03520011901855,8.30000019073486,2739,39,17,9.85760021209717,32300,0.581499993801117,12,16,14,1,9,27.3000469207764,1.61645328998566,81
"163",1,160,0,3,34,14,1.25,0,1626,38,14,11.6850004196167,21400,0.721499979496002,17,12,7.5,1,19,21.2000007629395,0.223143547773361,361
"164",1,105,1,0,43,16,2.85710000991821,0,2248,44,17,6.22779989242554,14700,0.721499979496002,7,7,9.5,0,14,14.4000043869019,1.04980707168579,196
"165",1,1200,0,0,46,12,4.11670017242432,4.32999992370605,2140,48,12,9.17479991912842,25516,0.621500015258789,7,7,9.5,1,22,20.5759601593018,1.41505193710327,484
"166",1,450,0,3,35,9,1.77779996395111,2.59999990463257,1985,42,12,6.29720020294189,13300,0.751500010490417,3,7,5,1,6,12.4999904632568,0.575376629829407,36
