rownames,distid,intid,lunch,enrol,ptr,found,expp,revpp,avgsal,drop,grad,math4,math7,choice,psa,year,staff,avgben,y92,y93,y94,y95,y96,y97,y98,lexpp,lfound,lexpp_1,lfnd_1,lenrol,lenrolsq,lunchsq,lfndsq,math4_1,cmath4,gexpp,gexpp_1,gfound,gfnd_1,clunch,clnchsq,genrol,genrolsq,expp92,lexpp92,math4_92,cpi,rexpp,lrexpp,lrexpp_1,grexpp,grexpp_1
11,2010,52,51.52000045776367,59,12.199999809265137,5581,8525,10693,29984,0,,40,0,,0,1995,,,0,0,0,1,0,0,0,9.050758361816406,8.62712287902832,8.183956146240234,,4.077537536621094,16.626312255859375,2654.310546875,74.42724609375,37.5,2.5,0.8668022155761719,0.038987159729003906,,,-1.0799980163574219,-112.44921875,-0.7587442398071289,-6.763309478759766,3445,8.144679069519043,30,1.5240000486373901,8978.1005859375,9.102543830871582,8.2636871337890625,0.8388566970825195,0.013703346252441406
12,2010,52,47.29999923706055,60,12.300000190734863,5734,8632,10664,31192,0,,83.30000305175781,0,,0,1996,,,0,0,0,0,1,0,0,9.063231468200684,8.654169082641602,9.050758361816406,8.62712287902832,4.094344615936279,16.76365852355957,2237.2900390625,74.89464569091797,40,43.30000305175781,0.012473106384277344,0.8668022155761719,0.02704620361328125,,-4.220001220703125,-417.0205078125,0.016807079315185547,0.1373462677001953,3445,8.144679069519043,30,1.569000005722046,8830.0576171875,9.085916519165039,9.102543830871582,-0.01662731170654297,0.8388566970825195
13,2010,52,52.2400016784668,56,11.399999618530273,5889,8854,7542,38029,,,90,,0,,1997,,,0,0,0,0,0,1,0,9.088624954223633,8.680841445922852,9.063231468200684,8.654169082641602,4.025351524353027,16.203454971313477,2729.017822265625,75.35700988769531,83.30000305175781,6.6999969482421875,0.02539348602294922,0.012473106384277344,0.02667236328125,0.02704620361328125,4.94000244140625,491.727783203125,-0.06899309158325195,-0.56020355224609375,3445,8.144679069519043,30,1.6050000190734863,8854,9.088624954223633,9.085916519165039,0.00270843505859375,-0.01662731170654297
14,2010,52,56.599998474121094,48,11.199999809265137,6043,9424,10588,28400,,,67,,0,,1998,,,0,0,0,0,0,0,1,9.151015281677246,8.706655502319336,9.088624954223633,8.680841445922852,3.8712010383605957,14.986197471618652,3203.559814453125,75.80584716796875,90,-23,0.06239032745361328,0.02539348602294922,0.025814056396484375,0.02667236328125,4.359996795654297,474.5419921875,-0.15415048599243164,-1.2172574996948242,3445,8.144679069519043,30,1.6299999952316284,9279.4599609375,9.13555908203125,9.088624954223633,0.04693412780761719,0.00270843505859375
15,2020,52,59.29999923706055,90,,,6379,,24389,0,100,20,50,,,1992,167.8000030517578,7019,1,0,0,0,0,0,0,8.760766983032227,,,,4.499809741973877,20.248287200927734,3516.489990234375,,,,,,,,,,,,,,,1.402999997138977,7297.4306640625,8.895277976989746,,,
16,2020,52,59.20000076293945,76,,,7600,,22450,0,100,37.5,16.700000762939453,,,1993,223.6999969482422,6794,0,1,0,0,0,0,0,8.935903549194336,,8.760766983032227,,4.330733299255371,18.755250930786133,3504.64013671875,,20,17.5,0.17513656616210938,,,,-0.09999847412109375,-11.849853515625,-0.16907644271850586,-1.4930362701416016,6379,8.760766983032227,20,1.4450000524520874,8441.5224609375,9.040918350219727,8.895277976989746,0.14564037322998047,
17,2020,52,50,78,,,7412,,14548,0,100,100,71.4000015258789,,,1994,333.29998779296875,5059,0,0,1,0,0,0,0,8.910855293273926,,8.935903549194336,,4.356709003448486,18.980913162231445,2500,,37.5,62.5,-0.025048255920410156,0.17513656616210938,,,-9.200000762939453,-1004.64013671875,0.025975704193115234,0.2256622314453125,6379,8.760766983032227,20,1.4819999933242798,8027.166015625,8.99058723449707,9.040918350219727,-0.05033111572265625,0.14564037322998047
18,2020,52,51.220001220703125,82,9.899999618530273,8588,8041,9286,25158,8.699999809265137,65.5999984741211,57.099998474121094,16.700000762939453,,0,1995,,,0,0,0,1,0,0,0,8.992308616638184,9.0581207275390625,8.910855293273926,,4.406719207763672,19.419174194335938,2623.488525390625,82.04955291748047,100,-42.900001525878906,0.08145332336425781,-0.025048255920410156,,,1.220001220703125,123.488525390625,0.05001020431518555,0.4382610321044922,6379,8.760766983032227,20,1.5240000486373901,8468.3759765625,9.04409408569336,8.99058723449707,0.05350685119628906,-0.05033111572265625
19,2020,52,62.5,81,9.5,8741,9102,10033,27747,0,100,50,33.29999923706055,,0,1996,,,0,0,0,0,1,0,0,9.116249084472656,9.075779914855957,8.992308616638184,9.0581207275390625,4.394449234008789,19.31118392944336,3906.25,82.369781494140625,57.099998474121094,-7.099998474121094,0.12394046783447266,0.08145332336425781,0.01765918731689453,,11.279998779296875,1282.761474609375,-0.012269973754882812,-0.10799026489257812,6379,8.760766983032227,20,1.569000005722046,9310.8408203125,9.138935089111328,9.04409408569336,0.09484100341796875,0.05350685119628906
20,2020,52,48.810001373291016,84,10,8896,9942,10026,31356,6.599999904632568,81.80000305175781,40,0,0,,1997,,,0,0,0,0,0,1,0,9.204523086547852,9.09335708618164,9.116249084472656,9.075779914855957,4.430816650390625,19.63213539123535,2382.416259765625,82.68914031982422,50,-10,0.08827400207519531,0.12394046783447266,0.017577171325683594,0.01765918731689453,-13.689998626708984,-1523.833740234375,0.03636741638183594,0.3209514617919922,6379,8.760766983032227,20,1.6050000190734863,9942,9.204523086547852,9.138935089111328,0.06558799743652344,0.09484100341796875
21,2020,52,56.40999984741211,76,10.399999618530273,9050,10539,10934,29059,6,80,50,83,0,,1998,,,0,0,0,0,0,0,1,9.262838363647461,9.110520362854004,9.204523086547852,9.09335708618164,4.330733299255371,18.755250930786133,3182.088134765625,83.00157928466797,40,10,0.058315277099609375,0.08827400207519531,0.01716327667236328,0.017577171325683594,7.599998474121094,799.671875,-0.1000833511352539,-0.87688446044921875,6379,8.760766983032227,20,1.6299999952316284,10377.359375,9.247382164001465,9.204523086547852,0.04285907745361328,0.06558799743652344
22,2070,52,23.600000381469727,1051,,,3631,,28252,6,78.69999694824219,45.20000076293945,47.70000076293945,,,1992,92.0999984741211,6048,1,0,0,0,0,0,0,8.197263717651367,,,,6.957497596740723,48.40677261352539,556.96002197265625,,,,,,,,,,,,,,,1.402999997138977,4153.78125,8.331774711608887,,,
23,2070,52,24,1112,,,3561,,29101,-13.5,166.8000030517578,32.900001525878906,41,,,1993,88.9000015258789,6556,0,1,0,0,0,0,0,8.177796363830566,,8.197263717651367,,7.013915538787842,49.195011138916016,576,,45.20000076293945,-12.299999237060547,-0.01946735382080078,,,,0.39999961853027344,19.03997802734375,0.05641794204711914,0.788238525390625,3631,8.197263717651367,45.20000076293945,1.4450000524520874,3955.29736328125,8.282811164855957,8.331774711608887,-0.04896354675292969,
24,2070,52,25.299999237060547,1106,,,3776,,25093,4.400000095367432,84,54.20000076293945,54.5,,,1994,103.69999694824219,7544,0,0,1,0,0,0,0,8.236420631408691,,8.177796363830566,,7.008505344390869,49.11914825439453,640.0899658203125,,32.900001525878906,21.299999237060547,0.058624267578125,-0.01946735382080078,,,1.2999992370605469,64.0899658203125,-0.005410194396972656,-0.075862884521484375,3631,8.197263717651367,45.20000076293945,1.4819999933242798,4089.392822265625,8.31615161895752,8.282811164855957,0.0333404541015625,-0.04896354675292969
25,2070,52,28.850000381469727,1133,21.899999618530273,4200,4312,5194,33146,0,100,63.20000076293945,63,,0,1995,,,0,0,0,1,0,0,0,8.369156837463379,8.342840194702148,8.236420631408691,,7.032624244689941,49.45780563354492,832.322509765625,69.60298156738281,54.20000076293945,9,0.1327362060546875,0.058624267578125,,,3.5500011444091797,192.2325439453125,0.024118900299072266,0.3386573791503906,3631,8.197263717651367,45.20000076293945,1.5240000486373901,4541.18115234375,8.420942306518555,8.31615161895752,0.10479068756103516,0.0333404541015625
26,2070,52,24.93000030517578,1136,20.899999618530273,4506,4659,5533,33439,2.930000066757202,88.30000305175781,73.9000015258789,79.5999984741211,,0,1996,,,0,0,0,0,1,0,0,8.446556091308594,8.413165092468262,8.369156837463379,8.342840194702148,7.035268783569336,49.4950065612793,621.50494384765625,70.7813491821289,63.20000076293945,10.700000762939453,0.07739925384521484,0.1327362060546875,0.07032489776611328,,-3.9200000762939453,-210.81756591796875,0.0026445388793945312,0.037200927734375,3631,8.197263717651367,45.20000076293945,1.569000005722046,4765.8984375,8.46924114227295,8.420942306518555,0.04829883575439453,0.10479068756103516
27,2070,52,26.709999084472656,1140,20.799999237060547,4816,4863,5825,34935,1.899999976158142,93,63,80,4,,1997,,,0,0,0,0,0,1,0,8.489410400390625,8.47969913482666,8.446556091308594,8.413165092468262,7.038783550262451,49.54447555541992,713.424072265625,71.9052963256836,73.9000015258789,-10.900001525878906,0.04285430908203125,0.07739925384521484,0.06653404235839844,0.07032489776611328,1.779998779296875,91.91912841796875,0.0035147666931152344,0.049468994140625,3631,8.197263717651367,45.20000076293945,1.6050000190734863,4863,8.489410400390625,8.46924114227295,0.02016925811767578,0.04829883575439453
28,2070,52,28.1299991607666,1102,19.299999237060547,5170,5112,6185,34802,1.7999999523162842,92.5,84,72,6,,1998,,,0,0,0,0,0,0,1,8.539345741271973,8.550627708435059,8.489410400390625,8.47969913482666,7.004881858825684,49.0683708190918,791.296875,73.11323547363281,63,21,0.049935340881347656,0.04285430908203125,0.07092857360839844,0.06653404235839844,1.4200000762939453,77.872802734375,-0.03390169143676758,-0.476104736328125,3631,8.197263717651367,45.20000076293945,1.6299999952316284,5033.59521484375,8.523889541625977,8.489410400390625,0.03447914123535156,0.02016925811767578
29,2080,52,34.20000076293945,489,,,3992,,23236,3,89.5,23.100000381469727,19.399999618530273,,,1992,114.30000305175781,5940,1,0,0,0,0,0,0,8.292047500610352,,,,6.192362308502197,38.34535217285156,1169.6400146484375,,,,,,,,,,,,,,,1.402999997138977,4566.7568359375,8.426558494567871,,,
30,2080,52,40.79999923706055,481,,,4520,,25817,3.5999999046325684,85.5,48.599998474121094,21.100000381469727,,,1993,121.30000305175781,6724,0,1,0,0,0,0,0,8.416267395019531,,8.292047500610352,,6.175867080688477,38.141334533691406,1664.639892578125,,23.100000381469727,25.499998092651367,0.12421989440917969,,,,6.599998474121094,494.9998779296875,-0.016495227813720703,-0.20401763916015625,3992,8.292047500610352,23.100000381469727,1.4450000524520874,5020.484375,8.521281242370605,8.426558494567871,0.094722747802734375,
31,2080,52,40.70000076293945,469,,,5267,,25518,2.4000000953674316,91.0999984741211,31,32.400001525878906,,,1994,130.39999389648438,9919,0,0,1,0,0,0,0,8.569215774536133,,8.416267395019531,,6.1506028175354,37.82991409301758,1656.4901123046875,,48.599998474121094,-17.599998474121094,0.15294837951660156,0.12421989440917969,,,-0.09999847412109375,-8.1497802734375,-0.025264263153076172,-0.3114204406738281,3992,8.292047500610352,23.100000381469727,1.4819999933242798,5704.1396484375,8.648947715759277,8.521281242370605,0.12766647338867188,0.094722747802734375
32,2080,52,40.16999816894531,457,17.399999618530273,4824,6148,6821,29545,0.6100000143051147,97.5999984741211,50,47.70000076293945,,0,1995,,,0,0,0,1,0,0,0,8.723881721496582,8.481358528137207,8.569215774536133,,6.124683380126953,37.51174545288086,1613.6287841796875,71.933441162109375,31,19,0.15466594696044922,0.15294837951660156,,,-0.5300025939941406,-42.861328125,-0.025919437408447266,-0.31816864013671875,3992,8.292047500610352,23.100000381469727,1.5240000486373901,6474.763671875,8.775667190551758,8.648947715759277,0.12671947479248047,0.12766647338867188
33,2080,52,36.630001068115234,447,19,5063,6224,6908,32930,0,,57.099998474121094,69.69999694824219,,0,1996,,,0,0,0,0,1,0,0,8.736167907714844,8.529714584350586,8.723881721496582,8.481358528137207,6.102558612823486,37.2412223815918,1341.7569580078125,72.75602722167969,50,7.099998474121094,0.012286186218261719,0.15466594696044922,0.048356056213378906,,-3.539997100830078,-271.871826171875,-0.022124767303466797,-0.2705230712890625,3992,8.292047500610352,23.100000381469727,1.569000005722046,6366.806640625,8.7588529586792,8.775667190551758,-0.016814231872558594,0.12671947479248047
34,2080,52,39.95000076293945,432,18.200000762939453,5300,6806,7196,34552,0,100,50,47,11,,1997,,,0,0,0,0,0,1,0,8.825559616088867,8.575462341308594,8.736167907714844,8.529714584350586,6.06842565536499,36.82579040527344,1596.0025634765625,73.5385513305664,57.099998474121094,-7.099998474121094,0.08939170837402344,0.012286186218261719,0.04574775695800781,0.048356056213378906,3.3199996948242188,254.24560546875,-0.034132957458496094,-0.4154319763183594,3992,8.292047500610352,23.100000381469727,1.6050000190734863,6806,8.825559616088867,8.7588529586792,0.06670665740966797,-0.016814231872558594
35,2080,52,38.939998626708984,434,17.700000762939453,5462,6344,6854,34765,0.6000000238418579,97.19999694824219,87,60,15,,1998,,,0,0,0,0,0,0,1,8.755265235900879,8.605569839477539,8.825559616088867,8.575462341308594,6.073044300079346,36.881866455078125,1516.323486328125,74.05583190917969,50,37,-0.07029438018798828,0.08939170837402344,0.030107498168945312,0.04574775695800781,-1.0100021362304688,-79.6790771484375,0.004618644714355469,0.0560760498046875,3992,8.292047500610352,23.100000381469727,1.6299999952316284,6246.69921875,8.739808082580566,8.825559616088867,-0.08575153350830078,0.06670665740966797
36,3000,3,18.700000762939453,1830,,,3469,,25940,5.5,79.5,44.599998474121094,25.799999237060547,,,1992,99.5,3702,1,0,0,0,0,0,0,8.15162181854248,,,,7.512071132659912,56.43121337890625,349.6900329589844,,,,,,,,,,,,,,,1.402999997138977,3968.456787109375,8.2861328125,,,
37,3000,3,19.700000762939453,1842,,,3706,,26496,4,85.5999984741211,37.5,31.299999237060547,,,1993,104,4651,0,1,0,0,0,0,0,8.217708587646484,,8.15162181854248,,7.518607139587402,56.52945327758789,388.09002685546875,,44.599998474121094,-7.099998474121094,0.0660867691040039,,,,1,38.399993896484375,0.006536006927490234,0.098239898681640625,3469,8.15162181854248,44.599998474121094,1.4450000524520874,4116.35302734375,8.322722434997559,8.2861328125,0.036589622497558594,
38,3000,3,19.5,1872,,,4081,,50709,4.699999809265137,82.69999694824219,55.70000076293945,41.599998474121094,,,1994,77,12631,0,0,1,0,0,0,0,8.31409740447998,,8.217708587646484,,7.534762859344482,56.77265167236328,380.25,,37.5,18.200000762939453,0.0963888168334961,0.0660867691040039,,,-0.20000076293945312,-7.84002685546875,0.016155719757080078,0.24319839477539062,3469,8.15162181854248,44.599998474121094,1.4819999933242798,4419.70654296875,8.393828392028809,8.322722434997559,0.07110595703125,0.036589622497558594
39,3000,3,21.40999984741211,1822,22,4500,4960,5360,38881,5.820000171661377,79.0999984741211,58.79999923706055,45.70000076293945,,0,1995,,,0,0,0,1,0,0,0,8.509160995483398,8.411832809448242,8.31409740447998,,7.507689952850342,56.36540985107422,458.3880920410156,70.7589340209961,55.70000076293945,3.0999984741210938,0.19506359100341797,0.0963888168334961,,,1.9099998474121094,78.138092041015625,-0.027072906494140625,-0.4072418212890625,3469,8.15162181854248,44.599998474121094,1.5240000486373901,5223.6220703125,8.560946464538574,8.393828392028809,0.16711807250976562,0.07110595703125
40,3000,3,21.100000381469727,1845,22,4776,5162,5655,39429,5.46999979019165,78.80000305175781,65,54.5,,0,1996,,,0,0,0,0,1,0,0,8.549078941345215,8.471358299255371,8.509160995483398,8.411832809448242,7.52023458480835,56.55392837524414,445.21002197265625,71.76390838623047,58.79999923706055,6.200000762939453,0.039917945861816406,0.19506359100341797,0.059525489807128906,,-0.3099994659423828,-13.178070068359375,0.012544631958007812,0.18851852416992188,3469,8.15162181854248,44.599998474121094,1.569000005722046,5280.43994140625,8.571764945983887,8.560946464538574,0.0108184814453125,0.16711807250976562
41,3000,3,20.920000076293945,425,22.5,0,3768,0,42015,,,62,54,0,0,1997,,,0,0,0,0,0,1,0,8.234299659729004,,8.549078941345215,8.471358299255371,6.052089214324951,36.627784729003906,437.6463928222656,,65,-3,-0.31477928161621094,0.039917945861816406,,0.059525489807128906,-0.18000030517578125,-7.563629150390625,-1.4681453704833984,-19.926143646240234,3469,8.15162181854248,44.599998474121094,1.6050000190734863,3768,8.234299659729004,8.571764945983887,-0.3374652862548828,0.0108184814453125
42,3000,3,21.170000076293945,1691,21.100000381469727,5321,5626,6177,40934,4.400000095367432,83.4000015258789,75,60,16,58,1998,,,0,0,0,0,0,0,1,8.635153770446777,8.579416275024414,8.234299659729004,,7.433075428009033,55.2506103515625,448.1689147949219,73.60638427734375,62,13,0.40085411071777344,-0.31477928161621094,,,0.25,10.52252197265625,1.380986213684082,18.622825622558594,3469,8.15162181854248,44.599998474121094,1.6299999952316284,5539.7119140625,8.619697570800781,8.234299659729004,0.38539791107177734,-0.3374652862548828
43,3010,3,13.399999618530273,2702,,,3754,,24700,5.5,79.4000015258789,36.599998474121094,30.799999237060547,,,1992,113.80000305175781,4225,1,0,0,0,0,0,0,8.23057746887207,,,,7.901747703552246,62.437618255615234,179.5599822998047,,,,,,,,,,,,,,,1.402999997138977,4294.490234375,8.36508846282959,,,
44,3010,3,12.899999618530273,2656,,,4162,,27469,0.6000000238418579,97.30000305175781,41.29999923706055,40.400001525878906,,,1993,113,4803,0,1,0,0,0,0,0,8.33375072479248,,8.23057746887207,,7.884576320648193,62.166542053222656,166.4099884033203,,36.599998474121094,4.700000762939453,0.10317325592041016,,,,-0.5,-13.149993896484375,-0.017171382904052734,-0.2710762023925781,3754,8.23057746887207,36.599998474121094,1.4450000524520874,4622.84423828125,8.438765525817871,8.36508846282959,0.07367706298828125,
45,3010,3,13,2715,,,4460,,30110,3.0999999046325684,89,60.5,51.599998474121094,,,1994,104.19999694824219,8077,0,0,1,0,0,0,0,8.402904510498047,,8.33375072479248,,7.9065470695495605,62.513484954833984,169,,41.29999923706055,19.200000762939453,0.0691537857055664,0.10317325592041016,,,0.10000038146972656,2.5900115966796875,0.021970748901367188,0.3469429016113281,3754,8.23057746887207,36.599998474121094,1.4819999933242798,4830.162109375,8.482635498046875,8.438765525817871,0.043869972229003906,0.07367706298828125
46,3010,3,15.960000038146973,2551,20.299999237060547,4794,5344,5805,40275,4.300000190734863,82.5,61.900001525878906,56,,0,1995,,,0,0,0,1,0,0,0,8.58372974395752,8.475120544433594,8.402904510498047,,7.844240665435791,61.53211212158203,254.7216033935547,71.827667236328125,60.5,1.4000015258789062,0.18082523345947266,0.0691537857055664,,,2.9600000381469727,85.72160339355469,-0.06230640411376953,-0.9813728332519531,3754,8.23057746887207,36.599998474121094,1.5240000486373901,5628.03125,8.635515213012695,8.482635498046875,0.1528797149658203,0.043869972229003906
47,3010,3,16.020000457763672,2622,21.600000381469727,5036,5532,6139,42989,5.199999809265137,79.80000305175781,70.4000015258789,61.5,,0,1996,,,0,0,0,0,1,0,0,8.618304252624512,8.524367332458496,8.58372974395752,8.475120544433594,7.871692657470703,61.96354675292969,256.6404113769531,72.66484069824219,61.900001525878906,8.5,0.03457450866699219,0.18082523345947266,0.049246788024902344,,0.06000041961669922,1.9188079833984375,0.02745199203491211,0.43143463134765625,3754,8.23057746887207,36.599998474121094,1.569000005722046,5658.92919921875,8.640990257263184,8.635515213012695,0.005475044250488281,0.1528797149658203
48,3010,3,16.190000534057617,2702,21.5,5277,5597,6063,42753,2.5999999046325684,89.0999984741211,61,54,0,,1997,,,0,0,0,0,0,1,0,8.629985809326172,8.571112632751465,8.618304252624512,8.524367332458496,7.901747703552246,62.437618255615234,262.1161193847656,73.46397399902344,70.4000015258789,-9.400001525878906,0.011681556701660156,0.03457450866699219,0.04674530029296875,0.049246788024902344,0.1700000762939453,5.4757080078125,0.03005504608154297,0.4740715026855469,3754,8.23057746887207,36.599998474121094,1.6050000190734863,5597,8.629985809326172,8.640990257263184,-0.011004447937011719,0.005475044250488281
49,3010,3,15.770000457763672,2746,19.5,5462,5577,6127,39575,1.7000000476837158,92.80000305175781,72,67,19,,1998,,,0,0,0,0,0,0,1,8.6264066696167,8.605569839477539,8.629985809326172,8.571112632751465,7.917900562286377,62.69314956665039,248.6929168701172,74.05583190917969,61,11,-0.0035791397094726562,0.011681556701660156,0.03445720672607422,0.04674530029296875,-0.4200000762939453,-13.423202514648438,0.01615285873413086,0.25553131103515625,3754,8.23057746887207,36.599998474121094,1.6299999952316284,5491.46337890625,8.610950469970703,8.629985809326172,-0.01903533935546875,-0.011004447937011719
50,3020,3,19.799999237060547,2456,,,3398,,28958,2.799999952316284,89.19999694824219,46.70000076293945,42.70000076293945,,,1992,87.19999694824219,4534,1,0,0,0,0,0,0,8.130942344665527,,,,7.806289196014404,60.93815231323242,392.03997802734375,,,,,,,,,,,,,,,1.402999997138977,3887.234619140625,8.265453338623047,,,
51,3020,3,20.100000381469727,2403,,,3639,,31371,0,100.9000015258789,44.5,41.79999923706055,,,1993,88.30000305175781,5109,0,1,0,0,0,0,0,8.199463844299316,,8.130942344665527,,7.784473419189453,60.598026275634766,404.010009765625,,46.70000076293945,-2.200000762939453,0.06852149963378906,,,,0.3000011444091797,11.97003173828125,-0.021815776824951172,-0.34012603759765625,3398,8.130942344665527,46.70000076293945,1.4450000524520874,4041.93408203125,8.304478645324707,8.265453338623047,0.039025306701660156,
52,3020,3,20.299999237060547,2459,,,3954,,29201,8.300000190734863,71.9000015258789,59.599998474121094,53.20000076293945,,,1994,97.80000305175781,6958,0,0,1,0,0,0,0,8.282483100891113,,8.199463844299316,,7.807509899139404,60.957210540771484,412.0899658203125,,44.5,15.099998474121094,0.083019256591796875,0.06852149963378906,,,0.1999988555908203,8.0799560546875,0.023036479949951172,0.35918426513671875,3398,8.130942344665527,46.70000076293945,1.4819999933242798,4282.166015625,8.362214088439941,8.304478645324707,0.057735443115234375,0.039025306701660156
53,3020,3,20.260000228881836,2434,24.799999237060547,4274,4591,5012,40442,9.579999923706055,68.4000015258789,64.5999984741211,55.900001525878906,,0,1995,,,0,0,0,1,0,0,0,8.431853294372559,8.3603057861328125,8.282483100891113,,7.797291278839111,60.797752380371094,410.4676208496094,69.89471435546875,59.599998474121094,5,0.1493701934814453,0.083019256591796875,,,-0.03999900817871094,-1.622344970703125,-0.010218620300292969,-0.15945816040039062,3398,8.130942344665527,46.70000076293945,1.5240000486373901,4835.009765625,8.483638763427734,8.362214088439941,0.12142467498779297,0.057735443115234375
