rownames,marr,wage,exper,age,coll,games,minutes,guard,forward,center,points,rebounds,assists,draft,allstar,avgmin,lwage,black,children,expersq,agesq,marrblck
27,1,1020,7,29,4,43,397,0,0,1,2.700000047683716,2.9000000953674316,0.800000011920929,11,0,9.232558250427246,6.927557945251465,0,0,49,841,0
28,1,3007.5,8,29,4,72,2759,1,0,0,22,8.699999809265137,5.599999904632568,5,1,38.31943893432617,8.008864402770996,1,1,64,841,1
29,1,150,8,31,4,76,1371,0,0,1,7.099999904632568,4.599999904632568,0.8999999761581421,16,0,18.039470672607422,5.010634899139404,0,1,64,961,0
30,1,1120,9,31,4,51,814,1,0,0,6.599999904632568,0.800000011920929,1.600000023841858,84,0,15.960780143737793,7.021083831787109,1,0,81,961,1
31,0,840,3,24,3,73,1548,1,0,0,8.300000190734863,2.200000047683716,3.799999952316284,11,0,21.205480575561523,6.733401775360107,1,0,9,576,0
32,0,1050.199951171875,10,32,4,82,1708,0,1,0,4.599999904632568,5.400000095367432,0.5,14,0,20.829269409179688,6.956736087799072,1,0,100,1024,0
33,1,3541,8,28,4,50,1838,0,0,1,17,10.199999809265137,3,1,0,36.7599983215332,8.1721649169921875,1,1,64,784,1
34,0,3543,4,27,4,70,965,0,1,0,5,2,1.100000023841858,2,0,13.785710334777832,8.172728538513184,0,0,16,729,0
35,0,1075,4,26,4,57,1447,0,1,0,10.600000381469727,8.800000190734863,0.800000011920929,11,0,25.385969161987305,6.980075836181641,1,0,16,676,0
36,1,475,1,25,4,22,149,1,0,0,1.600000023841858,0.5,0.8999999761581421,,0,6.772727012634277,6.1633148193359375,1,0,1,625,1
37,0,850,1,24,4,79,2022,0,1,0,9.399999618530273,5.099999904632568,1.600000023841858,22,0,25.594940185546875,6.745235919952393,1,0,1,576,0
38,1,312,3,24,4,72,1531,1,0,0,8.300000190734863,2.9000000953674316,1.7999999523162842,45,0,21.26388931274414,5.743002891540527,1,1,9,576,1
39,1,2850,8,30,4,76,2386,1,0,0,17.299999237060547,3,7.800000190734863,25,1,31.394739151000977,7.955073833465576,0,1,64,900,0
40,1,2278,9,31,4,82,2768,1,0,0,14.300000190734863,3.700000047683716,3.0999999046325684,47,0,33.756099700927734,7.731052875518799,1,1,81,961,1
41,1,4570,8,32,4,76,2660,0,1,0,13.699999809265137,7.599999904632568,2.5,45,0,35,8.427268028259277,1,0,64,1024,1
42,0,1200,6,27,4,15,286,0,1,0,3.700000047683716,4.900000095367432,0.4000000059604645,,0,19.066669464111328,7.090076923370361,1,0,36,729,0
43,0,350,2,24,4,77,1165,1,0,0,5.400000095367432,2,1.399999976158142,28,0,15.129870414733887,5.857933044433594,1,0,4,576,0
44,0,844.9998779296875,4,25,3,50,428,0,0,1,2.700000047683716,1.899999976158142,0.6000000238418579,33,0,8.5600004196167,6.739336013793945,1,0,16,625,0
45,0,2000,3,24,3,82,3066,1,0,0,19.200000762939453,4.699999809265137,4.599999904632568,4,0,37.39023971557617,7.600903034210205,1,0,9,576,0
46,0,275,2,24,4,81,1773,0,1,0,5.800000190734863,7.5,1.2000000476837158,41,0,21.88888931274414,5.616771221160889,1,0,4,576,0
47,0,2033,2,22,3,79,2896,0,1,0,19.200000762939453,4.5,3.4000000953674316,4,1,36.65822982788086,7.617268085479736,1,0,4,484,0
48,0,488,3,24,4,47,1255,0,0,1,11.399999618530273,5.5,1,30,0,26.702129364013672,6.190314769744873,1,0,9,576,0
49,0,1065,4,25,4,79,1684,0,1,0,8.800000190734863,4.400000095367432,1.5,6,0,21.31645965576172,6.970729827880859,1,0,16,625,0
50,0,250,7,28,4,16,158,1,0,0,1.2999999523162842,0.6000000238418579,1.399999976158142,46,0,9.875,5.521461009979248,1,0,49,784,0
51,0,1082.5,3,25,2,80,2617,1,0,0,18,2.0999999046325684,4.5,3,0,32.712501525878906,6.987029075622559,1,1,9,625,0
52,1,2161,2,24,4,79,2699,0,1,0,15.399999618530273,8.699999809265137,2.0999999046325684,5,0,34.16455841064453,7.67832612991333,1,0,4,576,1
53,1,600,5,27,4,74,877,0,1,0,4.099999904632568,2.700000047683716,0.5,,0,11.851349830627441,6.39693021774292,1,0,25,729,1
54,0,150,1,23,4,38,285,1,0,0,1.899999976158142,0.8999999761581421,0.4000000059604645,34,0,7.5,5.010634899139404,1,0,1,529,0
55,0,3000,3,28,4,82,2853,0,0,1,12,11.899999618530273,1.5,4,0,34.79267883300781,8.006367683410645,1,0,9,784,0
56,1,1200,1,23,3,79,1406,0,1,0,8.100000381469727,2.9000000953674316,1.2999999523162842,9,0,17.797470092773438,7.090076923370361,1,0,1,529,1
57,0,1100,1,24,4,82,2853,1,0,0,12.5,4.199999809265137,2.4000000953674316,13,0,34.79267883300781,7.003066062927246,1,0,1,576,0
58,0,1244,2,25,3,80,1507,0,1,0,8,5.599999904632568,0.6000000238418579,10,0,18.837499618530273,7.126087188720703,1,1,4,625,0
59,1,1280,9,31,4,69,2591,1,0,0,20.399999618530273,2.200000047683716,3.799999952316284,18,0,37.55072021484375,7.1546149253845215,1,1,81,961,1
60,0,735,1,23,4,79,1519,1,0,0,8.5,1.5,1.2999999523162842,11,0,19.22784996032715,6.5998711585998535,1,0,1,529,0
61,0,902.0001220703125,1,24,4,82,2172,1,0,0,10.300000190734863,2.299999952316284,4.800000190734863,10,0,26.48780059814453,6.804615020751953,1,0,1,576,0
62,0,300,5,28,4,71,1163,0,0,1,5.099999904632568,4,1.2000000476837158,17,0,16.380279541015625,5.70378303527832,0,0,25,784,0
63,0,1498,3,24,4,42,496,1,0,0,3.9000000953674316,1,1.2000000476837158,8,0,11.80951976776123,7.311885833740234,1,0,9,576,0
64,1,672,2,24,4,69,1786,0,0,1,9.199999809265137,6.900000095367432,3.5,22,0,25.88405990600586,6.510258197784424,1,1,4,576,1
65,0,1617,4,27,4,80,2773,0,1,0,17.299999237060547,8.399999618530273,1.5,16,0,34.662498474121094,7.3883280754089355,1,0,16,729,0
66,1,1000,11,34,4,82,1230,0,0,1,4.699999809265137,3.5999999046325684,0.4000000059604645,30,0,15,6.907754898071289,1,0,121,1156,1
67,1,1160,4,24,4,69,1318,0,1,0,8.699999809265137,4.5,1,17,0,19.101449966430664,7.056175231933594,1,1,16,576,1
68,0,1120,4,27,4,82,1296,0,1,0,8.199999809265137,4.900000095367432,0.5,16,0,15.804880142211914,7.021083831787109,1,0,16,729,0
69,0,250,3,26,4,76,1097,1,0,0,5.699999809265137,1.2000000476837158,2.9000000953674316,,0,14.434209823608398,5.521461009979248,1,0,9,676,0
70,1,2844,10,31,4,62,2324,0,1,0,16.799999237060547,5.599999904632568,5.099999904632568,7,1,37.48387145996094,7.952967166900635,0,1,100,961,0
71,1,2414,4,25,3,79,2738,0,1,0,15,8.100000381469727,4.099999904632568,3,0,34.65822982788086,7.789041042327881,1,1,16,625,1
72,1,2100,13,35,4,51,1022,1,0,0,14.5,1.600000023841858,1.7999999523162842,18,0,20.039220809936523,7.649693012237549,1,1,169,1225,1
73,1,700,3,24,4,82,3533,1,0,0,21,4.900000095367432,4.699999809265137,24,1,43.08536911010742,6.551080226898193,1,0,9,576,1
74,0,1600,2,21,2,76,2438,0,1,0,17.5,9.100000381469727,3.5999999046325684,1,1,32.078948974609375,7.377758979797363,1,0,4,441,0
75,1,525,7,29,4,73,1225,1,0,0,5.199999809265137,1.399999976158142,2,,0,16.780820846557617,6.263398170471191,0,0,49,841,0
76,0,650,2,24,4,66,1122,1,0,0,6.699999809265137,2,2.9000000953674316,24,0,17,6.476973056793213,1,0,4,576,0
77,0,790,5,31,4,67,1606,1,0,0,9.300000190734863,2.700000047683716,3.0999999046325684,,0,23.970149993896484,6.672032833099365,1,0,25,961,0
78,0,1100,4,28,3,75,1292,0,1,0,4.699999809265137,3.799999952316284,0.5,,0,17.226669311523438,7.003066062927246,1,0,16,784,0
79,0,1200,3,24,4,81,2370,0,1,0,9.899999618530273,5.400000095367432,2.9000000953674316,11,0,29.259260177612305,7.090076923370361,1,0,9,576,0
80,0,1544,7,29,4,75,2571,1,0,0,13.600000381469727,5.099999904632568,5.099999904632568,47,0,34.279998779296875,7.342132091522217,1,1,49,841,0
81,0,3170,11,31,4,80,3277,0,0,1,27.299999237060547,11.899999618530273,3.5999999046325684,1,1,40.962501525878906,8.061487197875977,1,0,121,961,0
82,0,225,2,24,4,47,219,0,0,1,1.899999976158142,1.2999999523162842,0.20000000298023224,,0,4.65957498550415,5.416100978851318,1,0,4,576,0
83,1,2283,8,29,4,78,2209,1,0,0,11.600000381469727,4.199999809265137,4.199999809265137,6,0,28.320510864257812,7.733245849609375,1,1,64,841,1
84,0,2428,11,32,4,82,2909,0,1,0,14,10.600000381469727,2.299999952316284,9,0,35.475608825683594,7.794823169708252,1,0,121,1024,0
85,0,1050,1,23,4,64,759,1,0,0,5.300000190734863,1.100000023841858,1.2000000476837158,13,0,11.859379768371582,6.956544876098633,1,0,1,529,0
86,0,150,1,24,4,49,923,0,1,0,8.699999809265137,3.0999999046325684,0.6000000238418579,,0,18.836729049682617,5.010634899139404,1,0,1,576,0
87,0,1100,6,29,4,78,1533,1,0,0,7.5,1.7999999523162842,3.700000047683716,15,0,19.653850555419922,7.003066062927246,1,0,36,841,0
88,0,1694,5,28,4,37,1022,1,0,0,10,3,6.400000095367432,10,0,27.621620178222656,7.434847831726074,1,0,25,784,0
89,0,2840,3,24,4,14,350,0,0,1,7.400000095367432,6.599999904632568,0.800000011920929,23,0,25,7.951560020446777,1,1,9,576,0
90,0,1023,2,24,4,43,623,0,1,0,6.599999904632568,2.700000047683716,1.100000023841858,14,0,14.488369941711426,6.930494785308838,1,1,4,576,0
91,1,569,2,25,4,76,1930,0,0,1,8.899999618530273,5.5,1,25,0,25.394739151000977,6.343881130218506,1,0,4,625,1
92,0,1225,4,26,4,75,2118,0,1,0,11.699999809265137,8.699999809265137,1,13,0,28.239999771118164,7.110695838928223,1,1,16,676,0
93,0,650,2,24,4,40,352,1,0,0,3.5999999046325684,0.699999988079071,1.7999999523162842,16,0,8.800000190734863,6.476973056793213,1,0,4,576,0
94,0,150,1,25,4,53,535,0,0,1,2.0999999046325684,2.200000047683716,0.30000001192092896,,0,10.094340324401855,5.010634899139404,0,0,1,625,0
95,1,3200,9,33,4,25,556,0,0,1,8.899999618530273,5.199999809265137,1.899999976158142,2,0,22.239999771118164,8.070905685424805,0,0,81,1089,0
96,0,1700,4,26,4,76,2253,0,1,0,12.300000190734863,6.800000190734863,1.100000023841858,27,0,29.644739151000977,7.438384056091309,1,1,16,676,0
97,0,1445,2,24,4,65,1515,1,0,0,10.300000190734863,3.5999999046325684,2.0999999046325684,17,0,23.307689666748047,7.275865077972412,0,0,4,576,0
98,1,4133,5,26,0,79,2685,0,0,1,14.199999809265137,10.800000190734863,3.9000000953674316,26,0,33.98733901977539,8.326759338378906,0,0,25,676,0
99,0,150,1,24,4,27,247,0,1,0,2.5999999046325684,2.200000047683716,0.20000000298023224,,0,9.148148536682129,5.010634899139404,1,1,1,576,0
100,0,1100,1,24,4,71,1762,0,1,0,9.5,5.800000190734863,1.2999999523162842,12,0,24.8169002532959,7.003066062927246,1,0,1,576,0
101,0,910,2,25,4,30,923,1,0,0,14.100000381469727,3.5999999046325684,3.0999999046325684,15,0,30.76667022705078,6.813445091247559,1,0,4,625,0
102,0,800,4,26,4,73,1617,1,0,0,8.800000190734863,2.700000047683716,2,51,0,22.150680541992188,6.684611797332764,1,0,16,676,0
103,0,2400,11,33,4,81,2278,1,0,0,11.899999618530273,1.899999976158142,4.199999809265137,139,0,28.12346076965332,7.783224105834961,1,0,121,1089,0
104,0,150,1,23,4,81,2700,1,0,0,13.600000381469727,2.9000000953674316,5.699999809265137,37,1,33.33332824707031,5.010634899139404,1,0,1,529,0
105,1,1850,12,33,3,80,1597,0,1,0,10.199999809265137,2.299999952316284,1.899999976158142,1,0,19.962499618530273,7.5229411125183105,1,0,144,1089,1
106,0,2000,4,25,4,53,1601,0,1,0,19.100000381469727,6.5,1.7000000476837158,48,0,30.207550048828125,7.600903034210205,1,1,16,625,0
107,0,312,4,27,4,37,319,1,0,0,2.299999952316284,2.200000047683716,0.30000001192092896,,0,8.621622085571289,5.743002891540527,1,0,16,729,0
108,0,1002,4,26,4,53,697,1,0,0,7,2.5999999046325684,0.699999988079071,9,0,13.15093994140625,6.90975284576416,1,0,16,676,0
109,1,150,4,26,4,76,1726,1,0,0,7.699999809265137,2.0999999046325684,3.5,40,0,22.710529327392578,5.010634899139404,1,0,16,676,1
110,1,1100,7,29,4,75,1880,0,1,0,11.5,2.200000047683716,2,63,0,25.066669464111328,7.003066062927246,0,0,49,841,0
111,0,250,2,25,4,72,1199,0,0,1,7.199999809265137,4.199999809265137,0.4000000059604645,42,0,16.652780532836914,5.521461009979248,0,0,4,625,0
112,1,922.0001220703125,4,27,4,15,66,0,1,0,2.200000047683716,0.699999988079071,0.10000000149011612,12,0,4.400000095367432,6.826544761657715,1,0,16,729,1
113,1,1410,6,28,4,69,2201,0,1,0,11.399999618530273,7.199999809265137,2.5,33,0,31.898550033569336,7.251345157623291,1,1,36,784,1
114,0,1186,2,23,3,63,1358,1,0,0,10.5,2.5,1.5,12,0,21.555559158325195,7.078341007232666,1,1,4,529,0
115,1,2002,5,27,4,81,2999,1,0,0,21.100000381469727,5.400000095367432,2.299999952316284,4,0,37.024688720703125,7.601902008056641,1,0,25,729,1
116,1,2452,8,30,4,76,1910,0,1,0,7.699999809265137,5.400000095367432,1.7000000476837158,11,0,25.131580352783203,7.804658889770508,0,0,64,900,0
117,0,3057,6,29,4,72,2410,0,0,1,15.100000381469727,10.199999809265137,1.899999976158142,9,0,33.47222137451172,8.025189399719238,1,0,36,841,0
118,0,2252,3,25,4,78,2776,1,0,0,17.299999237060547,4.5,5,5,0,35.58974075317383,7.719573974609375,1,0,9,625,0
119,0,866,2,23,4,82,2560,0,1,0,13.5,7.599999904632568,2,8,0,31.21950912475586,6.763885021209717,1,0,4,529,0
120,0,650,3,25,4,72,1242,1,0,0,6.199999809265137,2,2.299999952316284,21,0,17.25,6.476973056793213,0,0,9,625,0
121,0,150,4,26,4,30,579,0,1,0,7.800000190734863,4.599999904632568,1.100000023841858,,0,19.299999237060547,5.010634899139404,0,0,16,676,0
122,0,1722,2,24,4,76,2127,1,0,0,12.699999809265137,4.099999904632568,1.7999999523162842,8,0,27.986839294433594,7.4512410163879395,1,0,4,576,0
123,1,669.9998779296875,3,24,4,82,1472,1,0,0,5.300000190734863,1.2999999523162842,2.5999999046325684,23,0,17.95121955871582,6.507277011871338,1,0,9,576,1
124,0,800,4,26,4,82,2533,1,0,0,15.300000190734863,3.200000047683716,6.699999809265137,21,0,30.890239715576172,6.684611797332764,1,1,16,676,0
125,1,1470,10,31,4,76,1524,0,1,0,9.600000381469727,8.399999618530273,0.699999988079071,10,0,20.052629470825195,7.293017864227295,1,0,100,961,1
126,0,1375,8,31,4,82,1921,0,0,1,3.5999999046325684,5.400000095367432,0.800000011920929,69,0,23.426830291748047,7.2262091636657715,1,1,64,961,0
127,0,150,1,26,0,5,33,0,1,0,3,3.200000047683716,0.4000000059604645,,0,6.599999904632568,5.010634899139404,1,1,1,676,0
128,1,1600,5,27,4,49,1053,0,1,0,7.900000095367432,4.900000095367432,1.2000000476837158,6,0,21.48979949951172,7.377758979797363,1,0,25,729,1
129,0,2730,2,25,4,70,2428,0,1,0,16.799999237060547,8.600000381469727,4.400000095367432,3,0,34.68571090698242,7.912056922912598,0,1,4,625,0
130,0,375,2,25,4,55,626,0,1,0,4.5,3.5999999046325684,0.20000000298023224,28,0,11.381819725036621,5.926926136016846,1,0,4,625,0
131,0,2000,1,23,4,79,2415,1,0,0,16.600000381469727,4,2.5999999046325684,5,1,30.56962013244629,7.600903034210205,1,0,1,529,0
132,0,270,2,24,4,80,1617,1,0,0,5.900000095367432,1.5,3.5999999046325684,34,0,20.212499618530273,5.598422050476074,1,0,4,576,0
133,1,1275,5,27,4,72,2182,1,0,0,14.699999809265137,3.200000047683716,2.4000000953674316,38,0,30.305559158325195,7.150701999664307,1,0,25,729,1
134,1,2075,6,28,4,71,2206,1,0,0,13.699999809265137,3.0999999046325684,7.199999809265137,48,0,31.070419311523438,7.637715816497803,1,0,36,784,1
135,1,2925,3,24,2,82,3135,1,0,0,18.799999237060547,3.9000000953674316,9.600000381469727,2,1,38.23170852661133,7.98105001449585,1,0,9,576,1
136,1,3575,9,30,3,77,1817,0,0,1,9.300000190734863,6.5,0.6000000238418579,3,0,23.597400665283203,8.181720733642578,1,0,81,900,1
137,1,600,1,25,4,79,1950,0,1,0,5.699999809265137,6.199999809265137,1.2000000476837158,29,0,24.68354034423828,6.39693021774292,1,0,1,625,1
138,0,3440,4,27,3,77,2778,0,1,0,20.200000762939453,11.300000190734863,3.4000000953674316,1,1,36.077919006347656,8.143226623535156,1,1,16,729,0
139,1,1200,6,29,4,82,2727,1,0,0,14,3.4000000953674316,2.799999952316284,,0,33.256099700927734,7.090076923370361,1,0,36,841,1
140,0,1200,7,30,4,82,1969,0,1,0,11.800000190734863,6.099999904632568,0.8999999761581421,2,0,24.01219940185547,7.090076923370361,1,0,49,900,0
141,0,150,3,26,3,29,591,1,0,0,8.300000190734863,2.299999952316284,2.299999952316284,34,0,20.379310607910156,5.010634899139404,1,0,9,676,0
142,1,650,13,36,4,28,226,0,1,0,2.0999999046325684,1.899999976158142,0.20000000298023224,,0,8.071428298950195,6.476973056793213,1,1,169,1296,1
143,1,1960,6,28,4,50,1349,0,1,0,10.899999618530273,4.599999904632568,1.600000023841858,4,0,26.979999542236328,7.580699920654297,1,1,36,784,1
144,1,921,4,26,4,30,319,0,0,1,2.299999952316284,3,0.4000000059604645,,0,10.633330345153809,6.825459957122803,0,0,16,676,0
145,0,650,1,24,4,48,386,1,0,0,3.4000000953674316,0.800000011920929,1.5,16,0,8.041666984558105,6.476973056793213,0,0,1,576,0
146,0,950,4,26,4,70,877,0,1,0,4.599999904632568,3.5999999046325684,0.4000000059604645,,0,12.528570175170898,6.856462001800537,1,1,16,676,0
147,1,1269,3,26,4,80,1994,1,0,0,7.900000095367432,2.4000000953674316,4.599999904632568,12,0,24.924999237060547,7.145984172821045,1,0,9,676,1
148,0,650,4,26,4,73,1402,0,1,0,5.099999904632568,4.699999809265137,1.2000000476837158,23,0,19.205480575561523,6.476973056793213,1,0,16,676,0
149,0,764,2,24,4,56,1333,1,0,0,11,1.2000000476837158,3,20,0,23.803569793701172,6.638567924499512,1,0,4,576,0
150,1,3625,9,32,4,79,2972,0,0,1,24.5,11.199999809265137,2.299999952316284,1,1,37.6202507019043,8.195609092712402,1,0,81,1024,1
151,1,2234,11,33,3,82,2204,1,0,0,9.600000381469727,1.7000000476837158,4.099999904632568,11,0,26.878049850463867,7.711548805236816,1,1,121,1089,1
152,0,1100,5,27,4,73,1903,0,1,0,7.199999809265137,5.800000190734863,2.0999999046325684,,0,26.06848907470703,7.003066062927246,1,1,25,729,0
153,0,2000,9,30,4,82,2932,0,1,0,11.800000190734863,11.800000190734863,2.700000047683716,9,0,35.756099700927734,7.600903034210205,1,1,81,900,0
154,1,1100,11,33,3,19,499,1,0,0,7.5,2,5.300000190734863,31,0,26.263160705566406,7.003066062927246,1,0,121,1089,1
155,1,2557,6,29,4,43,1105,0,1,0,10.399999618530273,3.799999952316284,1.2000000476837158,3,0,25.697669982910156,7.846590042114258,1,1,36,841,1
156,1,1120,5,29,4,59,2057,1,0,0,19,3.0999999046325684,5.900000095367432,,0,34.864410400390625,7.021083831787109,1,1,25,841,1
157,1,1600,13,36,4,70,774,0,0,1,3.299999952316284,2.5999999046325684,0.4000000059604645,14,0,11.057140350341797,7.377758979797363,1,1,169,1296,1
158,0,1445,2,24,4,65,1515,1,0,0,10.300000190734863,3.5999999046325684,2.0999999046325684,17,0,23.307689666748047,7.275865077972412,0,1,4,576,0
159,0,2670,5,26,3,81,2811,1,0,0,15.800000190734863,5.900000095367432,3.5999999046325684,11,0,34.70370101928711,7.889833927154541,1,0,25,676,0
160,0,650,2,24,4,74,1371,0,1,0,5.300000190734863,4.599999904632568,0.8999999761581421,15,0,18.52703094482422,6.476973056793213,1,1,4,576,0
161,1,900,5,30,4,70,948,1,0,0,4.599999904632568,1.7000000476837158,1.5,66,0,13.54286003112793,6.802394866943359,1,0,25,900,1
162,0,1965,7,29,4,70,2570,0,1,0,15.100000381469727,11,3.4000000953674316,10,1,36.714290618896484,7.583248138427734,1,1,49,841,0
163,0,1244,1,23,3,82,3015,1,0,0,16,5.400000095367432,6.599999904632568,2,1,36.76829147338867,7.126087188720703,1,1,1,529,0
164,1,985,11,33,4,29,309,0,0,1,1.2000000476837158,2.4000000953674316,0.10000000149011612,21,0,10.655170440673828,6.892642021179199,0,0,121,1089,0
165,0,3900,2,22,3,81,3224,0,0,1,29.299999237060547,13.199999809265137,2.0999999046325684,1,1,39.80247116088867,8.268732070922852,1,1,4,484,0
166,1,150,17,39,4,45,384,0,0,1,1.7000000476837158,2.0999999046325684,0.20000000298023224,14,0,8.533333778381348,5.010634899139404,1,0,289,1521,1
167,1,890,4,28,4,74,1357,0,1,0,7.400000095367432,3.4000000953674316,0.800000011920929,52,0,18.337839126586914,6.791222095489502,1,1,16,784,1
168,0,2820,4,26,3,82,2283,0,1,0,12.800000190734863,2.700000047683716,2.5999999046325684,4,0,27.841459274291992,7.944491863250732,1,1,16,676,0
169,0,1512,5,28,4,77,2037,1,0,0,9,4.599999904632568,5,24,0,26.45454978942871,7.321187973022461,1,0,25,784,0
170,1,900,8,32,4,68,1536,0,1,0,6.599999904632568,4,0.8999999761581421,17,0,22.588239669799805,6.802394866943359,1,0,64,1024,1
171,1,2700,1,22,1,49,1385,0,0,1,10.199999809265137,6.199999809265137,2,2,0,28.265310287475586,7.901007175445557,1,0,1,484,1
172,1,182,2,27,0,65,980,1,0,0,5.699999809265137,1.7000000476837158,0.4000000059604645,,0,15.076919555664062,5.204007148742676,1,1,4,729,1
173,1,2380,11,33,4,77,1750,1,0,0,16.799999237060547,3.0999999046325684,2.200000047683716,10,0,22.727270126342773,7.774856090545654,1,0,121,1089,1
174,0,1650,6,30,4,80,2336,0,1,0,9,5,1.2000000476837158,7,0,29.200000762939453,7.408531188964844,1,0,36,900,0
175,1,1040,2,24,4,82,3147,0,1,0,18.299999237060547,10.100000381469727,2.299999952316284,9,0,38.3780517578125,6.946976184844971,1,1,4,576,1
176,0,613.0001220703125,5,26,4,38,638,0,1,0,7.599999904632568,4.800000190734863,1,,0,16.789470672607422,6.418365001678467,1,0,25,676,0
177,1,1690,13,35,4,68,1555,1,0,0,8.899999618530273,1.899999976158142,2.799999952316284,31,0,22.86764907836914,7.432484149932861,0,1,169,1225,0
178,1,3250,10,31,3,65,2298,0,1,0,21.600000381469727,11.199999809265137,4.5,5,1,35.353851318359375,8.086411476135254,1,1,100,961,1
179,0,2300,7,28,4,67,2449,1,0,0,20,2.5,9.5,7,1,36.55223846435547,7.740664005279541,1,0,49,784,0
180,1,650,9,32,4,74,848,0,0,1,3.9000000953674316,2.5999999046325684,0.6000000238418579,6,0,11.459460258483887,6.476973056793213,0,1,81,1024,0
181,0,2975,6,29,4,80,3207,1,0,0,16.5,4.400000095367432,3.4000000953674316,14,0,40.087501525878906,7.99799919128418,0,0,36,841,0
182,1,3250,6,28,4,68,2520,0,1,0,20.600000381469727,6.800000190734863,3.799999952316284,1,1,37.05881881713867,8.086411476135254,1,0,36,784,1
183,1,2333,9,30,4,79,2557,0,1,0,16.700000762939453,7.099999904632568,1.7000000476837158,2,0,32.367088317871094,7.754909992218018,1,0,81,900,1
