rownames,cycle,state,senate_class,start_date,end_date,dem_poll,rep_poll,dem_result,rep_result,error,absolute_error
24,2016,WI,3,2016-08-21,2016-08-22,49.6,46.6,46.81,50.17,-6.359999999999999,6.359999999999999
25,2016,PA,3,2016-08-21,2016-08-28,47,42,47.34,48.77,-6.43,6.43
26,2016,NC,3,2016-08-20,2016-08-23,43,45,45.37,51.06,-3.690000000000005,3.690000000000005
27,2016,NH,3,2016-08-20,2016-08-28,51,27,47.98,47.84,-23.860000000000007,23.860000000000007
28,2016,NH,3,2016-08-20,2016-08-28,44,42,47.98,47.84,-1.8600000000000065,1.8600000000000065
29,2016,FL,3,2016-08-19,2016-08-22,39,44,44.31,51.98,-2.6699999999999946,2.6699999999999946
30,2016,UT,3,2016-08-19,2016-08-21,21,51,27.06,68.15,-11.090000000000003,11.090000000000003
31,2016,MO,3,2016-08-19,2016-08-22,43,48,46.39,49.18,2.210000000000001,2.210000000000001
32,2016,AZ,3,2016-08-18,2016-08-23,39,52,40.75,53.71,0.03999999999999915,0.03999999999999915
33,2016,NC,3,2016-08-18,2016-08-23,45,50,45.37,51.06,-0.6900000000000048,0.6900000000000048
34,2016,MD,3,2016-08-18,2016-08-30,55,26,60.89,35.67,-3.780000000000001,3.780000000000001
35,2016,ID,3,2016-08-18,2016-08-31,20,57,27.73,66.13,-1.3999999999999915,1.3999999999999915
36,2016,OH,3,2016-08-18,2016-08-21,40,48,37.16,58.03,-12.870000000000005,12.870000000000005
37,2016,FL,3,2016-08-18,2016-08-24,42,43,44.31,51.98,-6.669999999999995,6.669999999999995
38,2016,OH,3,2016-08-17,2016-08-19,39,46,37.16,58.03,-13.870000000000005,13.870000000000005
39,2016,IA,3,2016-08-17,2016-08-19,38,45,35.66,60.09,-17.430000000000007,17.430000000000007
40,2016,IN,3,2016-08-15,2016-08-18,55,39,42.41,52.11,-25.700000000000003,25.700000000000003
41,2016,NV,3,2016-08-15,2016-08-17,37,37,47.1,44.67,2.4299999999999997,2.4299999999999997
42,2016,FL,3,2016-08-14,2016-08-18,38,46,44.31,51.98,0.3300000000000054,0.3300000000000054
43,2016,IN,3,2016-08-13,2016-08-16,48,41,42.41,52.11,-16.700000000000003,16.700000000000003
44,2016,FL,3,2016-08-12,2016-08-15,43,48,44.31,51.98,-2.6699999999999946,2.6699999999999946
45,2016,NH,3,2016-08-10,2016-08-12,42,41,47.98,47.84,-0.8600000000000065,0.8600000000000065
46,2016,FL,3,2016-08-10,2016-08-10,43.4,44.7,44.31,51.98,-6.36999999999999,6.36999999999999
47,2016,IN,3,2016-08-10,2016-08-14,54,36,42.41,52.11,-27.700000000000003,27.700000000000003
48,2016,FL,3,2016-08-09,2016-08-15,45,44,44.31,51.98,-8.669999999999995,8.669999999999995
49,2016,WA,3,2016-08-09,2016-08-13,52,34,58.83,40.86,-0.030000000000001137,0.030000000000001137
50,2016,SC,3,2016-08-09,2016-08-10,28,45,36.93,60.57,-6.640000000000001,6.640000000000001
51,2016,CO,3,2016-08-09,2016-08-16,54,38,49.97,44.31,-10.340000000000003,10.340000000000003
52,2016,IA,3,2016-08-09,2016-08-16,42,51,35.66,60.09,-15.430000000000007,15.430000000000007
53,2016,IA,3,2016-08-08,2016-08-10,42,52,35.66,60.09,-14.430000000000007,14.430000000000007
54,2016,NY,3,2016-08-07,2016-08-10,63,24,70.6,27.17,4.429999999999993,4.429999999999993
55,2016,NH,3,2016-08-07,2016-08-08,46,43,47.98,47.84,-2.8600000000000065,2.8600000000000065
56,2016,GA,3,2016-08-06,2016-08-07,30,39,41.03,54.78,-4.75,4.75
57,2016,NH,3,2016-08-05,2016-08-07,47,42,47.98,47.84,-4.8600000000000065,4.8600000000000065
58,2016,NC,3,2016-08-05,2016-08-07,37,41,45.37,51.06,-1.6900000000000048,1.6900000000000048
59,2016,FL,3,2016-08-05,2016-08-07,40,42,44.31,51.98,-5.669999999999995,5.669999999999995
60,2016,MO,3,2016-08-05,2016-08-06,40,47,46.39,49.18,4.210000000000001,4.210000000000001
61,2016,WI,3,2016-08-04,2016-08-07,50,39,46.81,50.17,-14.36,14.36
62,2016,NC,3,2016-08-04,2016-08-10,46,44,45.37,51.06,-7.690000000000005,7.690000000000005
63,2016,FL,3,2016-08-04,2016-08-10,43,49,44.31,51.98,-1.6699999999999946,1.6699999999999946
64,2016,CO,3,2016-08-04,2016-08-10,53,38,49.97,44.31,-9.340000000000003,9.340000000000003
65,2016,WI,3,2016-08-04,2016-08-07,49,43,46.81,50.17,-9.36,9.36
66,2016,WI,3,2016-08-04,2016-08-07,53,42,46.81,50.17,-14.36,14.36
67,2016,WI,3,2016-08-04,2016-08-07,47,38,46.81,50.17,-12.36,12.36
68,2016,IA,3,2016-08-03,2016-08-07,42,52,35.66,60.09,-14.430000000000007,14.430000000000007
69,2016,OH,3,2016-08-03,2016-08-07,43,48,37.16,58.03,-15.870000000000005,15.870000000000005
70,2016,PA,3,2016-08-03,2016-08-07,48,44,47.34,48.77,-5.43,5.43
71,2016,KS,3,2016-08-03,2016-08-07,32,52,32.24,62.18,-9.939999999999998,9.939999999999998
72,2016,KY,3,2016-08-02,2016-08-04,40.7,59.3,42.72,57.27,4.04999999999999,4.04999999999999
73,2016,NV,3,2016-08-02,2016-08-05,35,38,47.1,44.67,5.43,5.43
74,2016,GA,3,2016-08-01,2016-08-04,42,48,41.03,54.78,-7.75,7.75
75,2016,IL,3,2016-08-01,2016-08-04,44,37,54.86,39.78,8.079999999999998,8.079999999999998
76,2016,FL,3,2016-08-01,2016-08-03,31,45,44.31,51.98,6.330000000000005,6.330000000000005
77,2016,FL,3,2016-08-01,2016-08-03,33,46,44.31,51.98,5.330000000000005,5.330000000000005
78,2016,IN,3,2016-08-01,2016-08-03,58,32,42.41,52.11,-35.7,35.7
79,2016,KY,3,2016-07-31,2016-08-01,38,50,42.72,57.27,-2.5500000000000043,2.5500000000000043
80,2016,PA,3,2016-07-31,2016-08-04,42,40,47.34,48.77,-3.4299999999999997,3.4299999999999997
81,2016,PA,3,2016-07-30,2016-08-07,47,44,47.34,48.77,-4.43,4.43
82,2016,FL,3,2016-07-30,2016-08-07,45,48,44.31,51.98,-4.669999999999995,4.669999999999995
83,2016,FL,3,2016-07-30,2016-08-07,48,34,44.31,51.98,-21.669999999999995,21.669999999999995
84,2016,OH,3,2016-07-30,2016-08-07,40,49,37.16,58.03,-11.870000000000005,11.870000000000005
85,2016,WI,3,2016-07-30,2016-08-01,49.7,44.2,46.81,50.17,-8.86,8.86
86,2016,NH,3,2016-07-29,2016-08-01,48,37,47.98,47.84,-10.860000000000007,10.860000000000007
87,2016,PA,3,2016-07-29,2016-08-01,39,38,47.34,48.77,-2.4299999999999997,2.4299999999999997
88,2016,UT,3,2016-07-18,2016-08-04,22,57,27.06,68.15,-6.090000000000003,6.090000000000003
89,2014,IA,2,2014-08-28,2014-08-30,43,45,43.76,52.1,-6.340000000000003,6.340000000000003
90,2014,OK,2,2014-08-28,2014-08-30,27.6,59.1,28.55,68.01,-7.960000000000008,7.960000000000008
91,2014,OK,3,2014-08-28,2014-08-30,27.9,58.4,28.98,67.85,-8.36999999999999,8.36999999999999
92,2014,NH,2,2014-08-27,2014-08-28,50,44,51.46,48.21,-2.75,2.75
93,2014,OK,3,2014-08-27,2014-08-28,34,57,28.98,67.85,-15.86999999999999,15.86999999999999
94,2014,IL,2,2014-08-27,2014-08-27,47.78,40.5,53.55,42.69,3.5799999999999983,3.5799999999999983
95,2014,MI,2,2014-08-27,2014-08-27,46,44,54.61,41.33,11.280000000000001,11.280000000000001
96,2014,SD,2,2014-08-27,2014-08-28,37.5,42,29.51,50.37,-16.359999999999996,16.359999999999996
97,2014,IL,2,2014-08-25,2014-08-27,44,38,53.55,42.69,4.859999999999999,4.859999999999999
98,2014,AR,2,2014-08-25,2014-08-26,44,43,39.43,56.5,-18.07,18.07
99,2014,KY,2,2014-08-25,2014-08-27,42,46,40.72,56.19,-11.469999999999999,11.469999999999999
100,2014,GA,2,2014-08-24,2014-08-25,44.74,43.09,45.21,52.89,-9.329999999999998,9.329999999999998
101,2014,AK,2,2014-08-24,2014-08-27,41,40,45.83,47.96,-3.1300000000000026,3.1300000000000026
102,2014,IA,2,2014-08-23,2014-08-26,40.2,40,43.76,52.1,-8.540000000000006,8.540000000000006
103,2014,MI,2,2014-08-22,2014-08-25,45,39,54.61,41.33,7.280000000000001,7.280000000000001
104,2014,IA,2,2014-08-22,2014-08-24,41.5,41,43.76,52.1,-8.840000000000003,8.840000000000003
105,2014,WV,2,2014-08-20,2014-08-21,33,50,34.46,62.12,-10.659999999999997,10.659999999999997
106,2014,WY,2,2014-08-20,2014-08-21,27,63,17.45,72.19,-18.739999999999995,18.739999999999995
107,2014,AK,2,2014-08-20,2014-08-21,45,47,45.83,47.96,-0.13000000000000256,0.13000000000000256
108,2014,GA,2,2014-08-20,2014-08-21,47,40,45.21,52.89,-14.68,14.68
109,2014,MN,2,2014-08-19,2014-08-21,51,42,53.15,42.91,1.240000000000002,1.240000000000002
110,2014,MT,2,2014-08-18,2014-08-19,35,55,40.07,57.79,2.280000000000001,2.280000000000001
111,2014,NC,2,2014-08-16,2014-08-19,45.4,43,47.26,48.82,-3.960000000000001,3.960000000000001
112,2014,ME,2,2014-08-16,2014-08-18,33,57,31.5,68.46,-12.959999999999994,12.959999999999994
113,2014,WV,2,2014-08-15,2014-08-23,37,54,34.46,62.12,-10.659999999999997,10.659999999999997
114,2014,NC,2,2014-08-14,2014-08-17,42.5,40,47.26,48.82,-4.060000000000002,4.060000000000002
115,2014,GA,2,2014-08-14,2014-08-17,41,50,45.21,52.89,1.3200000000000003,1.3200000000000003
116,2014,AK,2,2014-08-13,2014-08-13,31,42,45.83,47.96,8.869999999999997,8.869999999999997
117,2014,MN,2,2014-08-13,2014-08-14,50,42,53.15,42.91,2.240000000000002,2.240000000000002
118,2014,NM,2,2014-08-12,2014-08-14,53,35,55.56,44.44,-6.8799999999999955,6.8799999999999955
119,2014,GA,2,2014-08-12,2014-08-13,40,47,45.21,52.89,-0.6799999999999997,0.6799999999999997
120,2014,SD,2,2014-08-12,2014-08-13,31,39,29.51,50.37,-12.859999999999996,12.859999999999996
121,2014,TN,2,2014-08-11,2014-08-12,32,47,31.87,61.87,-14.999999999999996,14.999999999999996
122,2014,SD,2,2014-08-11,2014-08-13,24,49,29.51,50.37,4.140000000000004,4.140000000000004
123,2014,IA,2,2014-08-11,2014-08-12,43,43,43.76,52.1,-8.340000000000003,8.340000000000003
124,2014,GA,2,2014-08-08,2014-08-10,41.5,47.6,45.21,52.89,-1.5799999999999983,1.5799999999999983
125,2014,KY,2,2014-08-07,2014-08-10,41,45.5,40.72,56.19,-10.969999999999999,10.969999999999999
126,2014,NH,2,2014-08-07,2014-08-17,46,44,51.46,48.21,1.25,1.25
127,2014,AR,2,2014-08-06,2014-08-14,46,41,39.43,56.5,-22.07,22.07
128,2014,MI,2,2014-08-06,2014-08-11,42,38,54.61,41.33,9.280000000000001,9.280000000000001
129,2014,NC,2,2014-08-05,2014-08-06,40,45,47.26,48.82,3.4399999999999977,3.4399999999999977
130,2014,OR,2,2014-08-05,2014-08-07,47,38,55.73,36.87,9.86,9.86
131,2014,MI,2,2014-08-05,2014-08-05,45,44,54.61,41.33,12.280000000000001,12.280000000000001
132,2014,TX,2,2014-08-04,2014-08-05,29,47,34.36,61.56,-9.200000000000003,9.200000000000003
133,2014,IL,2,2014-08-04,2014-08-05,48,38,53.55,42.69,0.8599999999999994,0.8599999999999994
134,2014,AR,2,2014-08-01,2014-08-03,40,42,39.43,56.5,-15.07,15.07
135,2014,OR,2,2014-08-01,2014-08-05,52,33,55.73,36.87,-0.14000000000000057,0.14000000000000057
136,2014,AK,2,2014-07-31,2014-08-03,44,39,45.83,47.96,-7.130000000000003,7.130000000000003
137,2014,NJ,2,2014-07-31,2014-08-04,47,37,55.84,42.33,3.510000000000005,3.510000000000005
138,2012,MI,1,2012-08-28,2012-08-28,51,44,58.8,37.98,13.82,13.82
139,2012,MO,1,2012-08-28,2012-08-29,45,44,54.81,39.11,14.700000000000003,14.700000000000003
140,2012,OH,1,2012-08-27,2012-08-27,44,41,50.7,44.7,3,3
141,2012,MO,1,2012-08-27,2012-08-28,42,45,54.81,39.11,18.700000000000003,18.700000000000003
142,2012,MI,1,2012-08-23,2012-08-23,44,45,58.8,37.98,21.82,21.82
143,2012,NV,1,2012-08-23,2012-08-26,45,47,44.71,45.87,0.8400000000000034,0.8400000000000034
144,2012,VA,1,2012-08-23,2012-08-23,45,45,52.87,46.96,5.909999999999997,5.909999999999997
145,2012,MO,1,2012-08-23,2012-08-23,38.8,37.3,54.81,39.11,14.200000000000003,14.200000000000003
146,2012,MO,1,2012-08-22,2012-08-22,48,38,54.81,39.11,5.700000000000003,5.700000000000003
147,2012,CT,1,2012-08-22,2012-08-23,48,44,54.82,43.07,7.75,7.75
148,2012,CT,1,2012-08-22,2012-08-26,46,49,54.82,43.07,14.75,14.75
149,2012,WV,1,2012-08-22,2012-08-25,66,27,60.57,36.47,-14.899999999999999,14.899999999999999
150,2012,PA,1,2012-08-21,2012-08-23,53,34,53.69,44.59,-9.900000000000006,9.900000000000006
151,2012,MA,1,2012-08-21,2012-08-21,43,49,53.74,46.19,13.550000000000004,13.550000000000004
152,2012,NM,1,2012-08-21,2012-08-21,48,41,51.01,45.28,-1.2700000000000031,1.2700000000000031
153,2012,CT,1,2012-08-21,2012-08-21,46,49,54.82,43.07,14.75,14.75
154,2012,MT,1,2012-08-20,2012-08-20,43,47,48.58,44.86,7.719999999999999,7.719999999999999
155,2012,FL,1,2012-08-20,2012-08-20,46,37.8,55.23,42.23,4.799999999999997,4.799999999999997
156,2012,MO,1,2012-08-20,2012-08-20,43,44,54.81,39.11,16.700000000000003,16.700000000000003
157,2012,MI,1,2012-08-18,2012-08-20,48,40,58.8,37.98,12.82,12.82
158,2012,FL,1,2012-08-18,2012-08-18,43.08,50.83,55.23,42.23,20.75,20.75
159,2012,WI,1,2012-08-16,2012-08-19,41,50,51.41,45.86,14.549999999999997,14.549999999999997
160,2012,MA,1,2012-08-16,2012-08-19,44,49,53.74,46.19,12.550000000000004,12.550000000000004
161,2012,WI,1,2012-08-16,2012-08-19,40,50,51.41,45.86,15.549999999999997,15.549999999999997
162,2012,MI,1,2012-08-16,2012-08-16,46,48,58.8,37.98,22.82,22.82
163,2012,MI,1,2012-08-16,2012-08-16,45.93,48.28,58.8,37.98,23.17,23.17
164,2012,OH,1,2012-08-16,2012-08-21,48,47,50.7,44.7,5,5
165,2012,WI,1,2012-08-16,2012-08-21,44,50,51.41,45.86,11.549999999999997,11.549999999999997
166,2012,VA,1,2012-08-16,2012-08-19,46,46,52.87,46.96,5.909999999999997,5.909999999999997
167,2012,WI,1,2012-08-16,2012-08-19,44,49,51.41,45.86,10.549999999999997,10.549999999999997
168,2012,NV,1,2012-08-16,2012-08-21,39,44,44.71,45.87,3.8400000000000034,3.8400000000000034
169,2012,FL,1,2012-08-15,2012-08-15,47,40,55.23,42.23,6,6
170,2012,WI,1,2012-08-15,2012-08-15,43,54,51.41,45.86,16.549999999999997,16.549999999999997
171,2012,OH,1,2012-08-15,2012-08-25,44,44,50.7,44.7,6,6
172,2012,OH,1,2012-08-15,2012-08-21,48,41,50.7,44.7,-1,1
173,2012,NY,1,2012-08-14,2012-08-19,65,22,72.19,26.33,2.8599999999999994,2.8599999999999994
174,2012,NM,1,2012-08-14,2012-08-19,51,44,51.01,45.28,-1.2700000000000031,1.2700000000000031
175,2012,NE,1,2012-08-14,2012-08-14,34,55,42.23,57.77,5.459999999999994,5.459999999999994
176,2012,OH,1,2012-08-13,2012-08-13,44,44,50.7,44.7,6,6
177,2012,NV,1,2012-08-13,2012-08-15,44,42,44.71,45.87,-3.1599999999999966,3.1599999999999966
178,2012,OH,1,2012-08-09,2012-08-12,47,37,50.7,44.7,-4,4
179,2012,IN,1,2012-08-09,2012-08-12,45,43,50.03,44.3,3.730000000000004,3.730000000000004
180,2012,MO,1,2012-08-09,2012-08-12,40,51,54.81,39.11,26.700000000000003,26.700000000000003
181,2012,PA,1,2012-08-07,2012-08-07,28.06,46.76,53.69,44.59,27.799999999999994,27.799999999999994
182,2012,PA,1,2012-08-07,2012-08-12,43,28,53.69,44.59,-5.900000000000006,5.900000000000006
183,2012,VA,1,2012-08-07,2012-08-07,46,46,52.87,46.96,5.909999999999997,5.909999999999997
184,2012,IN,1,2012-08-06,2012-08-09,39,41,50.03,44.3,7.730000000000004,7.730000000000004
185,2012,NM,1,2012-08-05,2012-08-07,50,41,51.01,45.28,-3.270000000000003,3.270000000000003
186,2012,IN,1,2012-08-02,2012-08-05,41,40,50.03,44.3,4.730000000000004,4.730000000000004
187,2012,WI,1,2012-08-02,2012-08-05,43,48,51.41,45.86,10.549999999999997,10.549999999999997
188,2012,WI,1,2012-08-02,2012-08-05,42,46,51.41,45.86,9.549999999999997,9.549999999999997
189,2012,WI,1,2012-07-31,2012-08-06,47,47,51.41,45.86,5.549999999999997,5.549999999999997
190,2012,IN,1,2012-07-31,2012-08-01,40,42,50.03,44.3,7.730000000000004,7.730000000000004
191,2012,VA,1,2012-07-31,2012-08-06,48,46,52.87,46.96,3.9099999999999966,3.9099999999999966
192,2010,ID,3,2010-08-31,2010-08-31,24,63,24.93,71.18,-7.250000000000007,7.250000000000007
193,2010,WA,3,2010-08-31,2010-08-31,47,50,52.36,47.64,7.719999999999999,7.719999999999999
194,2010,AK,3,2010-08-31,2010-08-31,44,50,23.46,35.49,-6.030000000000001,6.030000000000001
195,2010,LA,3,2010-08-30,2010-08-30,33,54,37.67,56.55,2.1200000000000045,2.1200000000000045
196,2010,PA,3,2010-08-30,2010-08-30,42,48,48.99,51.01,3.980000000000004,3.980000000000004
197,2010,OH,3,2010-08-30,2010-08-30,41,47,39.4,56.85,-11.450000000000003,11.450000000000003
198,2010,CO,3,2010-08-29,2010-08-29,45,49,48.08,46.4,5.68,5.68
199,2010,WV,1,2010-08-29,2010-08-29,48,42,53.47,43.4,4.07,4.07
200,2010,FL,3,2010-08-28,2010-08-31,17,34,20.2,48.89,-11.690000000000001,11.690000000000001
201,2010,AK,3,2010-08-27,2010-08-28,22,38,23.46,35.49,3.969999999999999,3.969999999999999
202,2010,NC,3,2010-08-27,2010-08-29,38,43,43.05,54.81,-6.760000000000005,6.760000000000005
203,2010,OH,3,2010-08-27,2010-08-29,38,45,39.4,56.85,-10.450000000000003,10.450000000000003
204,2010,PA,3,2010-08-27,2010-08-29,37,40,48.99,51.01,0.980000000000004,0.980000000000004
205,2010,AK,3,2010-08-27,2010-08-28,28,60,23.46,35.49,19.97,19.97
206,2010,PA,3,2010-08-27,2010-08-29,37,47,48.99,51.01,7.980000000000004,7.980000000000004
207,2010,AK,3,2010-08-27,2010-08-28,39,47,23.46,35.49,-4.030000000000001,4.030000000000001
208,2010,OK,3,2010-08-26,2010-08-26,24,67,26.13,70.64,-1.5100000000000051,1.5100000000000051
209,2010,AZ,3,2010-08-25,2010-08-25,31,53,34.55,58.69,-2.1400000000000006,2.1400000000000006
210,2010,FL,3,2010-08-25,2010-08-25,21,40,20.2,48.89,-9.690000000000001,9.690000000000001
211,2010,SC,3,2010-08-25,2010-08-25,19,63,27.65,61.48,10.170000000000002,10.170000000000002
212,2010,WA,3,2010-08-25,2010-08-31,50,45,52.36,47.64,-0.28000000000000114,0.28000000000000114
213,2010,CA,3,2010-08-24,2010-08-24,49,44,52.18,42.17,5.009999999999998,5.009999999999998
214,2010,WI,3,2010-08-24,2010-08-24,46,47,47.02,51.86,-3.8399999999999963,3.8399999999999963
215,2010,WI,3,2010-08-24,2010-08-24,47,40,47.02,51.86,-11.839999999999996,11.839999999999996
216,2010,MO,3,2010-08-23,2010-08-23,41,54,40.63,54.23,-0.5999999999999943,0.5999999999999943
217,2010,IL,3,2010-08-23,2010-08-23,45,45,46.42,48.01,-1.5899999999999963,1.5899999999999963
218,2010,UT,3,2010-08-23,2010-08-23,29,54,32.77,61.56,-3.789999999999999,3.789999999999999
219,2010,NV,3,2010-08-23,2010-08-25,45,44,50.29,44.55,4.740000000000002,4.740000000000002
220,2010,OR,3,2010-08-22,2010-08-22,56,36,57.22,39.25,-2.030000000000001,2.030000000000001
221,2010,FL,3,2010-08-21,2010-08-22,17,40,20.2,48.89,-5.690000000000001,5.690000000000001
222,2010,LA,3,2010-08-21,2010-08-22,41,51,37.67,56.55,-8.879999999999995,8.879999999999995
223,2010,CO,3,2010-08-20,2010-08-22,40,44,48.08,46.4,5.68,5.68
224,2010,CO,3,2010-08-20,2010-08-22,40,49,48.08,46.4,10.68,10.68
225,2010,AL,3,2010-08-19,2010-08-19,28,60,34.71,65.18,1.529999999999994,1.529999999999994
226,2010,WA,3,2010-08-18,2010-08-19,45,52,52.36,47.64,11.719999999999999,11.719999999999999
227,2010,GA,3,2010-08-18,2010-08-18,35,47,39,58.31,-7.310000000000002,7.310000000000002
228,2010,WA,3,2010-08-18,2010-08-18,48,44,52.36,47.64,0.7199999999999989,0.7199999999999989
229,2010,AR,3,2010-08-18,2010-08-18,27,65,36.95,57.9,17.050000000000004,17.050000000000004
230,2010,MD,3,2010-08-17,2010-08-17,55,39,62.19,35.75,10.439999999999998,10.439999999999998
231,2010,KY,3,2010-08-17,2010-08-17,41,51,44.22,55.69,-1.4699999999999989,1.4699999999999989
232,2010,IN,3,2010-08-16,2010-08-18,38,49,40,54.58,-3.5799999999999983,3.5799999999999983
233,2010,PA,3,2010-08-16,2010-08-23,31,40,48.99,51.01,6.980000000000004,6.980000000000004
234,2010,PA,3,2010-08-16,2010-08-16,40,48,48.99,51.01,5.980000000000004,5.980000000000004
235,2010,NV,3,2010-08-16,2010-08-16,48,50,50.29,44.55,7.740000000000002,7.740000000000002
236,2010,KY,3,2010-08-16,2010-08-18,42,41,44.22,55.69,-12.469999999999999,12.469999999999999
237,2010,PA,3,2010-08-16,2010-08-23,28,31,48.99,51.01,0.980000000000004,0.980000000000004
238,2010,OH,3,2010-08-16,2010-08-16,39,48,39.4,56.85,-8.450000000000003,8.450000000000003
239,2010,LA,3,2010-08-15,2010-08-16,36,48,37.67,56.55,-6.8799999999999955,6.8799999999999955
240,2010,MO,3,2010-08-14,2010-08-15,38,45,40.63,54.23,-6.599999999999994,6.599999999999994
241,2010,PA,3,2010-08-14,2010-08-16,36,45,48.99,51.01,6.980000000000004,6.980000000000004
242,2010,IL,3,2010-08-14,2010-08-15,37,35,46.42,48.01,-3.5899999999999963,3.5899999999999963
243,2010,KY,3,2010-08-13,2010-08-15,40,40,44.22,55.69,-11.469999999999999,11.469999999999999
244,2010,KY,3,2010-08-13,2010-08-15,40,45,44.22,55.69,-6.469999999999999,6.469999999999999
245,2010,KS,3,2010-08-12,2010-08-15,23,69,26.38,70.09,2.289999999999992,2.289999999999992
246,2010,GA,3,2010-08-11,2010-08-11,41,55,39,58.31,-5.310000000000002,5.310000000000002
247,2010,FL,3,2010-08-11,2010-08-16,16,32,20.2,48.89,-12.690000000000001,12.690000000000001
248,2010,CT,3,2010-08-11,2010-08-11,47,40,55.16,43.22,4.939999999999998,4.939999999999998
249,2010,CO,3,2010-08-11,2010-08-11,41,46,48.08,46.4,6.68,6.68
250,2010,WI,3,2010-08-10,2010-08-10,48,39,47.02,51.86,-13.839999999999996,13.839999999999996
251,2010,MO,3,2010-08-10,2010-08-10,43,50,40.63,54.23,-6.599999999999994,6.599999999999994
252,2010,WI,3,2010-08-10,2010-08-10,46,47,47.02,51.86,-3.8399999999999963,3.8399999999999963
253,2010,ND,3,2010-08-10,2010-08-11,25,69,22.17,76.08,-9.909999999999997,9.909999999999997
254,2010,NY,3,2010-08-09,2010-08-12,54,29,66.31,32.2,9.11,9.11
255,2010,NV,3,2010-08-09,2010-08-11,46,44,50.29,44.55,3.740000000000002,3.740000000000002
256,2010,IL,3,2010-08-09,2010-08-09,40,40,46.42,48.01,-1.5899999999999963,1.5899999999999963
257,2010,FL,3,2010-08-09,2010-08-09,21,38,20.2,48.89,-11.690000000000001,11.690000000000001
258,2010,FL,3,2010-08-09,2010-08-11,18,38,20.2,48.89,-8.690000000000001,8.690000000000001
259,2010,CA,3,2010-08-09,2010-08-11,42,47,52.18,42.17,15.009999999999998,15.009999999999998
260,2010,DE,2,2010-08-07,2010-08-08,44,37,56.61,40.03,9.579999999999998,9.579999999999998
261,2010,MO,3,2010-08-07,2010-08-22,48.4,48.8,40.63,54.23,-13.199999999999996,13.199999999999996
262,2010,CO,3,2010-08-07,2010-08-08,46,43,48.08,46.4,-1.3200000000000003,1.3200000000000003
263,2010,OH,3,2010-08-06,2010-08-08,36,43,39.4,56.85,-10.450000000000003,10.450000000000003
264,2010,FL,3,2010-08-06,2010-08-10,17,29,20.2,48.89,-16.69,16.69
265,2010,OH,3,2010-08-06,2010-08-08,41,47,39.4,56.85,-11.450000000000003,11.450000000000003
266,2010,DE,2,2010-08-05,2010-08-05,46,36,56.61,40.03,6.579999999999998,6.579999999999998
267,2010,IA,3,2010-08-05,2010-08-05,35,55,33.3,64.35,-11.049999999999997,11.049999999999997
268,2010,NH,3,2010-08-05,2010-08-05,38,51,36.81,60.03,-10.219999999999999,10.219999999999999
269,2010,PA,3,2010-08-04,2010-08-04,34.93,47.55,48.99,51.01,10.600000000000001,10.600000000000001
