"","idcode","year","birth_yr","age","race","msp","nev_mar","grade","collgrad","not_smsa","c_city","south","ind_code","occ_code","union","wks_ue","ttl_exp","tenure","hours","wks_work","ln_wage"
"21",2,83,51,31,2,1,0,12,0,0,1,0,4,6,1,12,8.58333301544189,8.58333301544189,38,37,1.8634170293808
"22",2,85,51,33,2,0,0,12,0,0,1,0,4,6,1,4,10.1794872283936,1.83333337306976,38,83,1.78936660289764
"23",2,87,51,35,2,0,0,12,0,0,1,0,4,6,1,NA,12.1794872283936,3.75,40,NA,1.84653031826019
"24",2,88,51,37,2,0,0,12,0,0,1,0,4,5,1,0,13.6217947006226,5.25,40,75,1.85644853115082
"25",3,68,45,22,2,0,1,12,0,0,1,0,4,6,NA,0,0.923076927661896,0,40,48,1.49356138706207
"26",3,69,45,23,2,0,1,12,0,0,1,0,4,6,NA,0,1.5,0.333333343267441,40,30,1.7025283575058
"27",3,70,45,24,2,0,1,12,0,0,1,0,4,6,NA,6,2.42307686805725,0.5,40,48,1.45121395587921
"28",3,71,45,25,2,0,1,12,0,0,1,0,4,3,0,0,3.44230771064758,1.41666662693024,40,53,1.54741966724396
"29",3,72,45,26,2,0,1,12,0,0,1,0,4,3,0,0,4.442307472229,2.41666674613953,40,52,1.60729420185089
"30",3,73,45,27,2,0,1,12,0,0,1,0,4,3,0,0,5.38461542129517,3.33333325386047,40,49,1.59726691246033
"31",3,75,45,29,2,0,1,12,0,0,1,0,4,3,NA,23,5.942307472229,0.416666656732559,40,29,1.53584957122803
"32",3,77,45,31,2,0,1,12,0,0,1,0,4,3,0,0,6.942307472229,2.41666674613953,40,52,1.62284064292908
"33",3,78,45,32,2,0,1,12,0,0,1,0,4,3,0,0,7.98076915740967,3.41666674613953,40,54,1.56663489341736
"34",3,80,45,34,2,0,1,12,0,0,1,0,4,3,0,NA,9.86538505554199,5.33333349227905,40,98,1.55972325801849
"35",3,82,45,36,2,0,1,12,0,0,1,0,4,3,0,NA,11.75,7.33333349227905,40,98,1.60341930389404
"36",3,83,45,37,2,0,1,12,0,0,1,0,4,3,0,0,12.615385055542,8.33333301544189,40,45,1.61422944068909
"37",3,85,45,39,2,0,1,12,0,0,1,0,4,3,0,NA,14.615385055542,10.3333330154419,40,104,1.73079860210419
"38",3,87,45,41,2,0,1,12,0,0,1,0,4,3,0,14,16.3461532592773,0.416666656732559,40,90,1.52576541900635
"39",3,88,45,42,2,0,1,12,0,0,1,0,4,3,NA,4,17.730770111084,1.25,40,72,1.61277687549591
"40",4,70,45,24,1,0,1,17,1,0,1,0,11,13,1,0,2.25,1.41666662693024,35,55,2.28850030899048
"41",4,71,45,25,1,1,0,17,1,0,0,0,11,13,1,0,3.19230771064758,2.41666674613953,35,49,2.3755784034729
"42",4,72,45,26,1,1,0,17,1,0,0,0,11,13,1,0,4.21153831481934,3.41666674613953,35,53,2.41392302513123
"43",4,73,45,27,1,1,0,17,1,0,0,0,11,13,NA,0,4.57692289352417,3.75,40,19,2.28093910217285
"44",4,75,45,29,1,1,0,17,1,0,0,0,11,13,NA,0,5.38461494445801,3.75,43,42,2.25881385803223
"45",4,80,45,34,1,1,0,17,1,0,0,0,11,13,0,0,5.692307472229,0.333333343267441,45,16,1.47623610496521
"46",4,82,45,36,1,1,0,17,1,0,0,0,11,13,0,NA,7.57692289352417,2.41666674613953,48,98,1.28093338012695
"47",4,83,45,37,1,1,0,17,1,0,0,0,11,13,0,0,8.38461494445801,3.41666674613953,43,42,1.51585483551025
"48",4,85,45,39,1,1,0,17,1,0,0,0,11,13,0,NA,10.384614944458,5.41666650772095,35,104,1.93016970157623
"49",4,87,45,41,1,1,0,17,1,0,0,0,11,8,1,0,12.0384607315063,0.333333343267441,42,86,1.91903448104858
"50",4,88,45,43,1,1,0,17,1,0,0,0,11,13,1,0,13.211537361145,1.75,42,61,2.2009744644165
"51",5,68,45,22,1,0,1,12,0,0,1,0,4,3,NA,0,1,0,40,52,1.62709283828735
"52",5,69,45,23,1,0,1,12,0,0,1,0,7,3,NA,0,2,0.833333313465118,40,52,1.78768563270569
"53",5,70,45,24,1,0,1,12,0,0,1,0,7,3,0,0,3.07692313194275,1.91666662693024,40,56,1.82085788249969
"54",5,71,45,25,1,0,1,12,0,0,1,0,7,3,0,0,4.03846168518066,2.91666674613953,40,50,1.85852241516113
"55",5,72,45,26,1,0,1,12,0,0,1,0,4,3,0,0,5.03846168518066,0.666666686534882,40,52,1.97930145263672
"56",5,73,45,27,1,0,1,12,0,0,1,0,4,3,0,0,6.03846168518066,1.66666662693024,40,52,1.99041175842285
"57",5,75,45,29,1,0,1,12,0,0,1,0,8,3,NA,24,6.57692337036133,0.333333343267441,40,28,1.58550488948822
"58",5,77,45,31,1,1,0,12,0,0,1,0,4,3,0,0,7.57692337036133,1.75,40,52,1.93752145767212
"59",5,78,45,32,1,1,0,12,0,0,1,0,4,3,NA,1,7.8461537361145,0.333333343267441,40,14,2.07049226760864
"60",5,80,45,34,1,1,0,12,0,0,1,0,4,3,0,NA,9.34615421295166,1.83333337306976,40,78,1.83026885986328
"61",5,82,45,36,1,1,0,12,0,0,1,0,4,3,0,0,10.7307691574097,3.33333325386047,40,72,1.84727215766907
"62",6,68,46,21,1,0,1,12,0,0,1,0,4,6,NA,0,0.288461536169052,0.16666667163372,40,15,1.52173185348511
"63",6,69,46,22,1,1,0,12,0,0,1,0,4,6,NA,0,1.03846156597137,NA,40,39,1.47938442230225
"64",6,70,46,23,1,1,0,12,0,0,0,0,4,6,NA,0,1.03846156597137,1,40,0,1.47938442230225
"65",6,71,46,24,1,0,0,12,0,0,1,0,4,6,0,0,1.38461542129517,0.416666656732559,40,18,1.5185718536377
"66",6,72,46,25,1,0,0,12,0,0,1,0,4,6,0,0,2.44230771064758,1.41666662693024,43,55,1.60729420185089
"67",6,73,46,26,1,0,0,12,0,0,1,0,4,6,0,0,3.38461542129517,2.33333325386047,40,49,1.80974161624908
"68",6,75,46,28,1,1,0,12,0,0,0,0,4,6,NA,0,4.41666650772095,4.41666650772095,45,52,1.85397231578827
"69",6,77,46,30,1,1,0,12,0,0,0,0,4,6,0,0,6.41666650772095,6.41666650772095,40,52,1.96310985088348
"70",6,78,46,31,1,1,0,12,0,0,0,0,4,5,1,0,7.43589735031128,7.41666650772095,40,53,1.98273313045502
"71",6,80,46,33,1,1,0,12,0,0,0,0,4,6,0,0,9.41666698455811,9.41666698455811,45,78,1.84679818153381
"72",6,82,46,35,1,1,0,12,0,0,0,0,4,6,0,NA,11.4166669845581,11.4166669845581,48,98,1.81482470035553
"73",6,83,46,36,1,1,0,12,0,0,0,0,4,6,1,0,12.4166669845581,12.4166669845581,40,42,1.91991281509399
"74",6,85,46,38,1,1,0,12,0,0,0,0,4,6,0,NA,14.4166669845581,14.4166669845581,45,104,1.95837688446045
"75",6,87,46,40,1,1,0,12,0,0,0,0,4,6,0,NA,16.4166660308838,16.4166660308838,40,102,2.00706791877747
"76",6,88,46,42,1,1,0,12,0,0,0,0,4,6,0,0,17.8205127716064,17.75,48,73,2.08985352516174
"77",7,68,49,19,1,0,1,12,0,0,1,0,4,3,NA,0,1,0.833333313465118,40,52,1.48206675052643
"78",7,69,49,19,1,0,1,12,0,0,1,0,4,3,NA,0,2,1.66666662693024,40,52,1.49043440818787
"79",7,70,49,21,1,1,0,12,0,0,1,0,4,3,0,0,3.05769228935242,2.75,40,55,1.53944551944733
"80",7,71,49,22,1,1,0,12,0,0,1,0,4,3,0,0,4,3.75,40,49,1.49387955665588
"81",7,72,49,23,1,1,0,12,0,0,1,0,4,3,0,0,5.01923084259033,4.75,40,53,1.45457315444946
"82",7,73,49,23,1,1,0,12,0,0,0,0,4,3,NA,2,5.0961537361145,4.83333349227905,40,4,1.45457315444946
"83",7,87,49,37,1,1,0,12,0,0,0,0,11,3,0,0,5.9038462638855,0.833333313465118,30,42,0.473342090845108
"84",7,88,49,39,1,1,0,12,0,0,0,0,11,3,0,0,7.32692289352417,2.25,30,74,1.53247690200806
"85",9,70,51,18,1,0,1,12,0,0,1,0,5,3,1,0,0.807692289352417,0.666666686534882,40,34,1.47223675251007
"86",9,71,51,19,1,0,1,12,0,0,1,0,5,3,1,0,1.76923072338104,1.58333337306976,40,50,1.71702313423157
"87",9,72,51,20,1,0,1,12,0,0,1,0,5,3,1,0,2.65384602546692,2.5,40,46,1.74724221229553
"88",9,73,51,21,1,1,0,12,0,0,1,0,5,3,1,0,3.58333325386047,3.58333325386047,40,31,1.79979169368744
"89",9,75,51,23,1,1,0,12,0,0,1,0,5,3,NA,0,5.58333349227905,5.58333349227905,40,52,2.01715207099915
"90",9,77,51,25,1,1,0,12,0,0,1,0,5,3,1,0,7.58333349227905,7.58333349227905,40,39,2.09136366844177
"91",9,78,51,26,1,1,0,12,0,0,1,0,5,3,1,0,8.64102554321289,8.58333301544189,40,55,2.11409878730774
"92",9,80,51,28,1,0,0,12,0,0,1,0,5,3,1,NA,10.5256404876709,10.5,40,98,2.11377573013306
"93",9,82,51,30,1,0,0,12,0,0,1,0,5,3,1,NA,12.5833330154419,12.5833330154419,40,98,2.31253528594971
"94",9,83,51,31,1,0,0,12,0,0,1,0,5,3,1,0,13.5833330154419,13.5,40,52,2.3485803604126
"95",9,85,51,33,1,0,0,12,0,0,1,0,5,2,1,NA,15.5833330154419,15.5,40,104,2.3734872341156
"96",9,87,51,35,1,0,0,12,0,0,1,0,5,2,1,NA,17.5833320617676,17.5,40,104,2.36889863014221
"97",9,88,51,37,1,0,0,12,0,0,1,0,5,2,1,0,19.0448703765869,19,40,76,2.35053133964539
"98",10,69,51,17,1,0,1,10,0,0,1,0,4,6,NA,0,0.416666656732559,0.416666656732559,40,16,1.36160135269165
"99",10,70,51,18,1,0,1,10,0,0,1,0,4,6,0,0,1.45512819290161,1.41666662693024,40,54,1.46148371696472
"100",10,71,51,19,1,0,1,10,0,0,1,0,4,6,0,0,2.45512819290161,2.41666674613953,40,52,1.61166262626648
"101",10,72,51,20,1,0,0,10,0,0,1,0,NA,6,NA,0,3.25,3.25,40,7,1.30150747299194
"102",10,75,51,23,1,1,0,10,0,0,1,0,4,6,NA,6,3.5,0.833333313465118,40,13,1.39134871959686
"103",10,77,51,25,1,1,0,10,0,0,0,0,4,6,0,49,3.55769228935242,0,40,3,1.3212559223175
"104",10,78,51,26,1,1,0,10,0,0,1,0,4,6,NA,15,3.63461542129517,0.0833333358168602,40,4,1.41656613349915
"105",10,80,51,28,1,1,0,10,0,0,1,0,6,4,0,0,3.96153855323792,0.416666656732559,40,17,1.2752720117569
"106",10,82,51,30,1,1,0,10,0,0,1,0,6,4,0,0,5,0.0833333358168602,40,54,0.797449350357056
"107",12,87,47,39,1,1,0,18,1,0,0,0,11,2,0,NA,14.384614944458,12.8333330154419,40,104,3.00073623657227
"108",12,88,47,40,1,1,0,18,1,0,0,0,11,2,0,0,15.557692527771,14.1666669845581,45,61,2.84526491165161
"109",13,70,47,22,1,1,0,14,0,0,0,0,11,1,NA,0,2.01923084259033,0.583333313465118,40,53,1.95285439491272
"110",13,71,47,23,1,1,0,14,0,0,0,0,11,1,0,0,3,1.41666662693024,40,51,1.95446336269379
"111",13,73,47,25,1,1,0,14,0,0,0,0,11,1,0,2,3.86538457870483,0.16666667163372,20,11,1.86432981491089
"112",13,75,47,27,1,1,0,14,0,0,0,0,11,3,NA,0,4.61538457870483,2.16666674613953,24,39,2.09494519233704
"113",13,78,47,30,1,1,0,14,0,0,0,0,11,1,0,1,5.51923084259033,0.916666686534882,20,47,2.12583446502686
"114",13,80,47,32,1,1,0,14,0,0,0,0,11,1,1,0,7.36538457870483,NA,40,96,2.05044555664062
"115",13,82,47,34,1,1,0,14,0,0,0,0,11,3,0,NA,8.36538410186768,1,3,52,2.1198627948761
"116",13,83,47,35,1,1,0,14,0,0,0,0,11,3,0,0,9.36538410186768,2,2,52,2.6678683757782
"117",13,85,47,37,1,1,0,14,0,0,0,0,11,3,0,NA,10.7692308425903,2.16666674613953,1,73,3.57912850379944
"118",13,87,47,39,1,1,0,14,0,0,0,0,11,3,0,NA,12.7692308425903,4,15,104,1.67887663841248
"119",13,88,47,40,1,1,0,14,0,0,0,0,11,3,0,0,14.25,5.5,8,77,2.57136988639832
"120",14,87,47,39,1,1,0,15,0,0,0,0,11,1,0,NA,6.057692527771,0.833333313465118,36,96,2.14340472221375
"121",14,88,47,40,1,1,0,15,0,0,0,0,11,1,0,0,7.38461542129517,2.25,50,69,2.04712080955505
"122",15,77,48,28,1,1,0,16,1,0,0,0,11,1,0,0,6.55769205093384,2,24,52,2.20502328872681
"123",15,78,48,29,1,1,0,16,1,0,1,0,11,1,NA,0,7.53846168518066,2.83333325386047,40,51,2.34059500694275
"124",15,80,48,31,1,1,0,16,1,0,0,0,11,1,1,1,8.76923084259033,0.0833333358168602,35,64,2.38351559638977
"125",15,82,48,33,1,1,0,16,1,0,0,0,11,1,1,NA,10.6538457870483,2.08333325386047,28,98,2.53923678398132
"126",15,83,48,34,1,1,0,16,1,0,0,0,11,1,1,0,10.9615383148193,3,24,16,2.48554682731628
"127",15,85,48,36,1,1,0,16,1,0,0,0,11,1,1,0,12.692307472229,5,12,90,2.30794644355774
"128",15,87,48,38,1,1,0,16,1,0,0,0,11,1,1,0,14.4615383148193,7,24,92,2.81374454498291
"129",15,88,48,39,1,1,0,16,1,0,0,0,11,1,1,0,15.7692308425903,8.41666698455811,16,68,2.82110977172852
"130",16,70,48,21,1,0,1,15,0,0,1,0,11,1,0,0,0.519230782985687,0.5,40,27,2.04324650764465
"131",16,71,48,22,1,0,1,15,0,0,1,0,11,1,NA,0,1.36538457870483,0.666666686534882,40,44,1.98413109779358
"132",16,72,48,23,1,0,1,15,0,0,0,0,11,1,0,0,2.3461537361145,1.66666662693024,38,51,2.01132774353027
"133",16,73,48,24,1,0,1,15,0,0,0,0,11,1,0,0,3.30769228935242,2.83333325386047,38,50,2.08747363090515
"134",16,75,48,26,1,0,1,15,0,0,0,0,11,1,NA,0,4.307692527771,0.5,40,52,1.8325811624527
"135",16,77,48,28,1,1,0,15,0,0,0,0,11,1,0,0,5.307692527771,2.41666674613953,40,52,1.93535971641541
"136",16,78,48,29,1,1,0,15,0,0,0,0,11,1,0,0,6.32692289352417,3.41666674613953,40,53,2.01862025260925
"137",16,80,48,31,1,1,0,15,0,0,0,0,11,2,0,NA,8.21153831481934,5.41666650772095,40,98,1.9796462059021
"138",16,82,48,33,1,1,0,15,0,0,0,0,11,1,0,NA,10.0961542129517,7.41666650772095,40,98,2.12823104858398
"139",16,83,48,34,1,1,0,15,0,0,0,0,11,1,0,0,11.0961542129517,8.41666698455811,40,52,2.17138361930847
"140",16,85,48,36,1,1,0,15,0,0,0,0,11,1,0,NA,13.0961542129517,10.5,40,104,2.25392913818359
"141",16,87,48,38,1,1,0,15,0,0,0,0,11,1,0,NA,15.0961542129517,12.5,40,104,2.64417958259583
"142",16,88,48,40,1,1,0,15,0,0,0,0,11,1,0,0,16.384614944458,13.8333330154419,40,67,2.73974847793579
"143",17,70,48,21,1,0,1,15,1,0,0,0,11,1,0,0,0.519230782985687,0.5,40,27,2.00002932548523
"144",17,71,48,22,1,0,1,15,1,0,0,0,11,1,0,0,1.46153855323792,1.41666662693024,40,49,1.95446336269379
"145",17,72,48,23,1,1,0,15,1,0,0,0,11,1,0,0,2.33333325386047,2.33333325386047,40,26,2.08318185806274
"146",17,73,48,24,1,1,0,15,1,0,0,0,11,1,0,0,3.41666674613953,3.41666674613953,24,54,2.64708948135376
"147",17,77,48,28,1,1,0,15,1,0,1,0,11,1,0,0,6.41666650772095,6.41666650772095,24,8,2.03910160064697
"148",17,87,48,38,1,1,0,15,1,0,1,0,11,1,0,0,8.99358940124512,3.33333325386047,30,76,2.37202382087708
"149",18,77,48,28,1,1,0,15,0,0,0,0,6,3,0,0,1.51923084259033,0.916666686534882,23,40,1.23787403106689
"150",18,85,48,36,1,1,0,15,0,0,0,0,6,5,0,NA,4.33333349227905,4.33333349227905,40,104,1.53890717029572
"151",18,87,48,38,1,1,0,15,0,0,0,0,6,5,0,NA,6.33333349227905,6.33333349227905,40,104,1.62930583953857
"152",18,88,48,40,1,1,0,15,0,0,0,0,6,5,0,0,7.75,7.75,40,72,1.65507924556732
"153",19,70,48,21,1,0,1,15,0,0,0,0,11,1,0,0,0.5,0.5,40,19,2.01878046989441
"154",19,71,48,22,1,0,1,15,0,0,1,0,11,1,0,0,1.55769228935242,1.5,40,55,2.04200077056885
"155",19,72,48,23,1,1,0,15,0,0,1,0,11,1,0,0,2.42307686805725,2.41666674613953,40,45,1.77302694320679
"156",19,73,48,24,1,1,0,15,0,0,1,0,11,1,NA,2,3.40384602546692,2.91666674613953,40,51,1.79816281795502
"157",19,75,48,26,1,1,0,15,0,0,1,0,11,1,NA,0,4.23076915740967,1.75,40,43,1.93279266357422
"158",19,78,48,29,1,1,0,15,0,0,1,0,11,1,0,0,5.05769205093384,0.916666686534882,12,43,1.78099405765533
"159",19,80,48,31,1,1,0,15,0,0,1,0,11,1,0,NA,6.942307472229,2.83333325386047,25,98,1.70411765575409
"160",19,82,48,33,1,1,0,15,0,0,1,0,11,8,0,NA,8.82692337036133,4.83333349227905,22,98,1.81156194210052
"161",19,83,48,34,1,1,0,15,0,0,1,0,11,1,0,NA,8.82692337036133,0.16666667163372,43,NA,2.13910460472107
"162",19,85,48,36,1,0,0,15,0,0,1,0,11,1,0,NA,10.8269233703613,2.16666674613953,43,104,2.19283413887024
"163",19,87,48,38,1,0,0,15,0,0,0,0,11,1,0,NA,12.8269233703613,4.16666650772095,40,104,2.28487062454224
"164",19,88,48,40,1,0,0,15,0,0,0,0,11,1,1,0,14.2115383148193,5.58333349227905,40,72,2.31855940818787
"165",20,70,48,21,1,0,1,15,0,0,0,0,11,1,0,0,0.5,0.5,40,26,2.01878046989441
"166",20,71,48,22,1,0,1,15,0,0,0,0,11,1,0,0,1.5,1.5,40,52,2.08166575431824
"167",20,72,48,23,1,0,1,15,0,0,0,0,11,1,0,0,2.4038462638855,0.333333343267441,40,47,2.11726093292236
"168",20,73,48,24,1,1,0,15,0,0,0,0,11,1,1,0,3.44230771064758,1.41666662693024,40,54,2.09989595413208
"169",20,75,48,26,1,1,0,15,0,0,0,0,11,1,NA,0,4.442307472229,3.41666674613953,40,52,2.08239316940308
"170",20,77,48,28,1,1,0,15,0,0,0,0,11,1,0,0,5.41666650772095,5.41666650772095,40,40,2.1005802154541
"171",20,78,48,29,1,1,0,15,0,0,0,0,11,1,0,0,6.49358940124512,6.41666650772095,16,56,1.99039614200592
"172",20,80,48,31,1,1,0,15,0,0,0,0,11,1,0,NA,8.37820434570312,2,16,98,1.95869505405426
"173",20,82,48,33,1,1,0,15,0,0,0,0,11,1,0,0,9.91666603088379,3.58333325386047,16,80,1.92731487751007
"174",20,83,48,34,1,1,0,15,0,0,0,0,11,1,1,0,10.6666660308838,0.75,14,39,2.06881833076477
"175",20,85,48,36,1,1,0,15,0,0,0,0,11,1,1,NA,12.5128202438354,1.33333337306976,16,96,2.19283413887024
"176",20,87,48,38,1,1,0,15,0,0,0,0,11,1,0,NA,14.5128202438354,3.25,16,104,2.21891260147095
"177",20,88,48,39,1,1,0,15,0,0,0,0,11,1,1,0,15.8589744567871,4.66666650772095,4,70,2.26818370819092
"178",21,70,48,21,1,0,1,15,0,1,0,0,11,1,NA,0,0.384615391492844,0.333333343267441,40,20,1.90755462646484
"179",21,72,48,23,1,1,0,15,0,0,0,0,11,1,0,0,1.75,1.75,38,53,2.20834493637085
"180",21,73,48,24,1,1,0,15,0,0,0,0,11,1,0,0,2.76923084259033,2.75,38,53,2.19408273696899
"181",21,75,48,26,1,1,0,15,0,0,0,0,11,1,NA,0,3.42307710647583,1.16666662693024,24,34,1.9105429649353
"182",21,85,48,36,1,1,0,15,0,0,0,0,11,3,0,0,10,10,18,NA,0.985522389411926
"183",22,69,47,21,1,0,1,15,0,0,0,0,11,1,NA,0,0.423076927661896,0.416666656732559,40,22,1.94938814640045
"184",22,70,47,22,1,0,1,15,0,0,0,0,11,1,0,0,1.42307686805725,1.41666662693024,40,52,1.97122800350189
"185",22,71,47,23,1,1,0,15,0,0,1,0,11,1,0,0,2.41666674613953,2.41666674613953,40,51,2.04200077056885
"186",22,72,47,24,1,1,0,15,0,0,1,0,11,1,0,NA,2.41666674613953,0.416666656732559,40,NA,2.32167339324951
"187",22,73,47,25,1,1,0,15,0,0,1,0,11,1,0,0,3.43589735031128,1.41666662693024,40,53,2.32056736946106
"188",22,75,47,27,1,1,0,15,0,0,0,0,11,1,NA,1,4.18589735031128,0.0833333358168602,40,39,2.3160080909729
"189",22,77,47,29,1,1,0,15,0,0,0,0,11,1,0,0,4.87820529937744,2.08333325386047,24,36,2.1295154094696
"190",22,78,47,30,1,1,0,15,0,0,0,0,11,1,0,0,5.85897445678711,3.08333325386047,24,51,2.0568413734436
"191",22,80,47,32,1,1,0,15,0,0,0,0,11,1,0,NA,7.74358987808228,5.08333349227905,24,98,2.16010570526123
"192",22,82,47,34,1,1,0,15,0,0,0,0,11,1,0,NA,9.62820529937744,7.08333349227905,24,98,2.20937204360962
"193",22,85,47,37,1,1,0,15,0,0,0,0,11,1,0,NA,11.6282052993774,10,20,104,2.25204539299011
"194",22,87,47,39,1,1,0,15,0,0,0,0,11,1,0,NA,13.6282052993774,1.5,32,104,2.00706791877747
"195",22,88,47,41,1,1,0,15,0,0,0,0,11,1,0,0,15.0128211975098,3,32,72,2.2036452293396
"196",23,75,46,28,1,1,0,15,1,1,0,0,4,1,NA,0,5.76923131942749,0.16666667163372,40,15,1.9105429649353
"197",23,77,46,30,1,1,0,15,1,1,0,0,4,1,0,0,6.38461589813232,1.66666662693024,40,32,1.85469925403595
"198",23,82,46,35,1,1,0,15,1,1,0,0,11,1,0,NA,8.92307758331299,1.58333337306976,15,78,1.85629761219025
"199",23,83,46,36,1,1,0,15,1,1,0,0,11,1,0,0,9.96153926849365,2.58333325386047,10,54,1.87379515171051
"200",23,87,46,40,1,1,0,15,1,1,0,0,11,1,0,NA,13.9615392684937,6.66666650772095,40,104,1.79648613929749
"201",23,88,46,42,1,1,0,15,1,1,0,0,11,1,0,0,15.346155166626,8.08333301544189,45,72,2.085862159729
"202",24,68,46,21,1,1,0,14,1,0,0,0,11,1,NA,0,0.583333313465118,0.583333313465118,40,19,1.37220013141632
"203",24,69,46,22,1,1,0,14,1,0,0,0,11,1,NA,0,1.58333325386047,0.666666686534882,40,52,1.94938814640045
"204",24,70,46,23,1,1,0,14,1,0,0,0,11,1,0,0,2.62179470062256,1.66666662693024,40,54,2.00002932548523
"205",24,71,46,24,1,1,0,14,1,0,0,0,11,1,NA,0,2.67948698997498,1.75,40,3,2.087566614151
"206",24,72,46,25,1,1,0,14,1,0,0,0,11,1,0,0,3.50641012191772,0.75,16,43,2.09905505180359
"207",24,73,46,26,1,1,0,14,1,0,0,0,11,1,0,0,4.50641012191772,1.83333337306976,16,52,2.03880834579468
"208",24,75,46,28,1,1,0,14,1,0,0,0,11,1,NA,0,5.08333301544189,3.83333325386047,16,30,1.8800835609436
"209",24,77,46,30,1,1,0,14,1,0,0,0,11,1,0,0,5.2756404876709,0.333333343267441,16,10,1.80614757537842
"210",24,78,46,31,1,1,0,14,1,0,0,0,11,1,0,0,6.35256385803223,1.41666662693024,16,56,1.85795426368713
"211",24,80,46,33,1,1,0,14,1,0,0,0,11,1,1,NA,8.23717880249023,3.25,16,98,1.99860453605652
"212",24,82,46,35,1,1,0,14,1,0,0,0,11,1,0,NA,10.1217937469482,5.25,24,98,2.16217231750488
"213",24,83,46,36,1,1,0,14,1,0,0,0,11,1,0,0,11.1217937469482,0,24,52,2.11968684196472
"214",24,85,46,38,1,1,0,14,1,0,0,0,11,1,0,NA,13.1217937469482,0,24,104,2.30794644355774
"215",24,87,46,40,1,1,0,14,1,0,0,0,11,1,0,NA,15.1217937469482,2,24,104,2.38673520088196
"216",24,88,46,41,1,1,0,14,1,0,0,0,11,1,0,0,16.4679470062256,3.41666674613953,24,70,2.40649509429932
"217",25,68,46,22,1,1,0,14,1,0,1,0,11,1,NA,0,0.5,0.5,40,20,1.88560283184052
"218",25,69,46,23,1,1,0,14,1,0,1,0,11,1,NA,0,1.5,1.5,40,52,1.9902104139328
"219",25,70,46,24,1,1,0,14,1,0,1,0,11,1,0,0,2.53846168518066,2.5,40,54,2.04324650764465
"220",25,71,46,25,1,1,0,14,1,0,1,0,11,1,NA,0,3.1538462638855,2.83333325386047,40,32,2.16805410385132
"221",25,75,46,29,1,1,0,14,1,0,1,0,11,1,NA,0,5.76923084259033,1.5,24,52,2.07817363739014
"222",25,77,46,30,1,1,0,14,1,0,1,0,11,1,0,0,6.76923084259033,3.41666674613953,24,52,2.10971331596375
"223",25,78,46,32,1,1,0,14,1,0,1,0,11,1,0,0,7.807692527771,4.5,24,54,2.11578392982483
"224",25,80,46,33,1,1,0,14,1,0,1,0,11,8,0,NA,9.69230842590332,6.41666650772095,24,98,2.09689784049988
